"paiement_id","compte_id","universite_id","faculte_id","departement_id","promotion_id","etudiant_id","type_frais_id","agence_id","guichetier_id","date_paiement","montant_paye"
71760,1,1,1,4,18,636,2,7,7,"2024-11-07 10:26:58.084129","150000.00"
71761,1,1,1,4,18,636,1,7,7,"2024-10-04 05:12:27.071405","30000.00"
71764,1,1,1,4,18,637,5,8,8,"2025-05-08 05:39:36.634952","10000.00"
71765,1,1,1,4,18,637,4,8,8,"2025-04-12 06:51:24.285","5000.00"
71766,1,1,1,4,18,637,3,8,8,"2025-06-29 18:32:06.986062","50000.00"
71767,1,1,1,4,18,637,2,8,8,"2025-02-22 03:51:53.561134","150000.00"
71768,1,1,1,4,18,637,1,8,8,"2024-10-19 06:04:31.988789","30000.00"
71770,1,1,1,4,19,638,6,7,7,"2025-06-29 17:08:03.427656","3000.00"
71772,1,1,1,4,19,638,4,7,7,"2025-04-28 08:03:49.826004","5000.00"
71774,1,1,1,4,19,638,2,7,7,"2025-03-07 04:41:08.864653","48000.00"
71775,1,1,1,4,19,638,1,7,7,"2024-10-05 15:12:34.277792","20000.00"
71777,1,1,1,4,19,639,6,5,5,"2025-05-21 20:38:44.004666","3000.00"
71779,1,1,1,4,19,639,4,5,5,"2025-05-11 10:10:43.945917","5000.00"
71781,1,1,1,4,19,639,2,5,5,"2024-12-01 11:13:21.098745","48000.00"
71782,1,1,1,4,19,639,1,5,5,"2024-10-18 04:34:21.714902","20000.00"
71786,1,1,1,4,20,640,4,5,5,"2024-11-17 12:09:52.383931","5000.00"
71788,1,1,1,4,20,640,2,5,5,"2025-03-29 08:10:54.450444","54000.00"
71789,1,1,1,4,20,640,1,5,5,"2024-10-16 22:28:25.029701","20000.00"
71793,1,1,1,4,20,641,4,6,6,"2025-05-07 14:53:59.079638","5000.00"
71795,1,1,1,4,20,641,2,6,6,"2025-02-22 16:36:34.824659","54000.00"
71796,1,1,1,4,20,641,1,6,6,"2024-10-24 21:05:47.305605","20000.00"
71800,1,1,2,5,21,642,4,5,5,"2024-10-13 19:37:47.168406","5000.00"
71802,1,1,2,5,21,642,2,5,5,"2024-12-23 02:55:30.758435","80000.00"
71803,1,1,2,5,21,642,1,5,5,"2024-10-17 09:02:21.546057","20000.00"
71807,1,1,2,5,21,643,4,2,2,"2024-10-16 07:33:20.237853","5000.00"
71809,1,1,2,5,21,643,2,2,2,"2024-12-01 15:17:29.474073","48000.00"
71810,1,1,2,5,21,643,1,2,2,"2024-10-26 07:07:28.143063","20000.00"
71815,1,1,2,5,22,644,3,7,7,"2025-03-16 07:15:30.41401","50000.00"
71816,1,1,2,5,22,644,2,7,7,"2024-11-05 18:58:10.565545","80000.00"
71817,1,1,2,5,22,644,1,7,7,"2024-10-02 07:06:51.203809","20000.00"
71822,1,1,2,5,22,645,3,4,4,"2025-04-12 17:48:42.714708","50000.00"
71823,1,1,2,5,22,645,2,4,4,"2024-11-28 02:05:55.479132","80000.00"
71824,1,1,2,5,22,645,1,4,4,"2024-10-30 20:28:51.894498","20000.00"
71828,1,1,2,5,23,646,4,1,1,"2025-03-16 04:40:37.752723","5000.00"
71830,1,1,2,5,23,646,2,1,1,"2025-01-15 07:49:04.929966","48000.00"
71831,1,1,2,5,23,646,1,1,1,"2024-10-19 04:52:20.248621","20000.00"
71835,1,1,2,5,23,647,4,8,8,"2025-03-03 13:04:54.268989","5000.00"
71837,1,1,2,5,23,647,2,8,8,"2024-10-28 00:41:14.101802","48000.00"
71838,1,1,2,5,23,647,1,8,8,"2024-10-15 20:14:00.909176","20000.00"
71843,1,1,2,5,24,648,3,5,5,"2025-04-24 16:27:09.614044","60000.00"
71844,1,1,2,5,24,648,2,5,5,"2024-10-25 13:53:15.11616","100000.00"
71845,1,1,2,5,24,648,1,5,5,"2024-10-18 09:25:14.223066","20000.00"
71850,1,1,2,5,24,649,3,10,10,"2024-10-01 22:14:08.906921","60000.00"
71851,1,1,2,5,24,649,2,10,10,"2025-05-09 22:06:01.374339","100000.00"
71852,1,1,2,5,24,649,1,10,10,"2024-10-16 05:20:27.575989","20000.00"
71856,1,1,2,5,25,650,4,5,5,"2025-01-05 17:08:48.877228","5000.00"
71858,1,1,2,5,25,650,2,5,5,"2024-12-12 20:33:00.034018","72000.00"
71859,1,1,2,5,25,650,1,5,5,"2024-10-04 09:39:31.454677","25000.00"
71863,2,2,7,21,101,651,4,6,6,"2025-03-18 11:21:37.458264","5000.00"
71865,2,2,7,21,101,651,2,6,6,"2025-04-18 09:14:31.274874","80000.00"
71866,2,2,7,21,101,651,1,6,6,"2024-10-10 09:23:09.065426","20000.00"
71870,2,2,7,21,101,652,4,1,1,"2025-05-26 08:07:07.153576","5000.00"
71872,2,2,7,21,101,652,2,1,1,"2025-04-02 14:37:21.279222","80000.00"
71873,2,2,7,21,101,652,1,1,1,"2024-10-08 00:54:47.824687","20000.00"
71877,2,2,7,21,101,653,4,3,3,"2025-03-30 08:42:33.835913","5000.00"
71879,2,2,7,21,101,653,2,3,3,"2024-10-29 06:30:53.368983","80000.00"
71880,2,2,7,21,101,653,1,3,3,"2024-10-16 07:48:26.858112","20000.00"
71884,2,2,7,21,101,654,4,9,9,"2025-02-19 13:36:12.587568","5000.00"
71886,2,2,7,21,101,654,2,9,9,"2024-12-24 06:23:33.433186","48000.00"
71887,2,2,7,21,101,654,1,9,9,"2024-10-16 18:34:56.808109","20000.00"
71891,2,2,7,21,101,655,4,8,8,"2025-06-23 14:47:29.993581","5000.00"
71893,2,2,7,21,101,655,2,8,8,"2025-05-05 10:05:35.431052","80000.00"
71894,2,2,7,21,101,655,1,8,8,"2024-10-21 06:33:04.112995","20000.00"
71898,2,2,7,21,101,656,4,10,10,"2025-05-16 14:22:03.402402","5000.00"
71900,2,2,7,21,101,656,2,10,10,"2024-12-26 01:32:54.245647","80000.00"
71901,2,2,7,21,101,656,1,10,10,"2024-10-11 23:41:31.46631","20000.00"
71905,2,2,7,21,101,657,4,10,10,"2025-04-25 10:23:04.236636","5000.00"
71907,2,2,7,21,101,657,2,10,10,"2025-06-06 02:46:03.665351","80000.00"
71908,2,2,7,21,101,657,1,10,10,"2024-10-23 07:35:56.909169","20000.00"
71912,2,2,7,21,101,658,4,8,8,"2024-12-07 01:49:20.118013","5000.00"
71914,2,2,7,21,101,658,2,8,8,"2025-02-05 00:04:38.605085","48000.00"
71915,2,2,7,21,101,658,1,8,8,"2024-10-09 13:02:57.987918","20000.00"
71919,2,2,7,21,101,659,4,3,3,"2025-03-29 13:14:41.067444","5000.00"
71921,2,2,7,21,101,659,2,3,3,"2025-01-11 22:44:39.472261","80000.00"
71922,2,2,7,21,101,659,1,3,3,"2024-10-03 01:04:05.773505","20000.00"
71926,2,2,7,21,101,660,4,7,7,"2024-10-24 02:59:58.497274","5000.00"
71928,2,2,7,21,101,660,2,7,7,"2025-01-26 05:36:26.186995","80000.00"
71929,2,2,7,21,101,660,1,7,7,"2024-10-12 01:36:31.110811","20000.00"
71933,2,2,7,21,102,661,4,1,1,"2025-01-03 02:18:45.771571","5000.00"
71935,2,2,7,21,102,661,2,1,1,"2025-01-08 07:14:22.228105","80000.00"
71936,2,2,7,21,102,661,1,1,1,"2024-10-11 21:26:19.850607","20000.00"
71940,2,2,7,21,102,662,4,5,5,"2025-03-27 03:45:09.805901","5000.00"
71942,2,2,7,21,102,662,2,5,5,"2024-11-11 06:31:02.343671","48000.00"
71943,2,2,7,21,102,662,1,5,5,"2024-10-09 13:58:46.631189","20000.00"
71947,2,2,7,21,102,663,4,7,7,"2024-11-22 02:23:19.173367","5000.00"
71949,2,2,7,21,102,663,2,7,7,"2025-02-11 13:25:05.792678","48000.00"
71950,2,2,7,21,102,663,1,7,7,"2024-10-06 13:09:40.436546","20000.00"
71954,2,2,7,21,102,664,4,6,6,"2024-12-02 19:16:11.633592","5000.00"
71956,2,2,7,21,102,664,2,6,6,"2025-01-29 08:34:18.899037","80000.00"
71957,2,2,7,21,102,664,1,6,6,"2024-10-29 17:43:11.890169","20000.00"
71961,2,2,7,21,102,665,4,3,3,"2024-11-03 21:06:35.475959","5000.00"
71963,2,2,7,21,102,665,2,3,3,"2025-04-21 08:24:34.340061","80000.00"
71964,2,2,7,21,102,665,1,3,3,"2024-10-15 23:52:46.423767","20000.00"
71968,2,2,7,21,102,666,4,5,5,"2025-03-21 18:32:20.537415","5000.00"
71970,2,2,7,21,102,666,2,5,5,"2025-04-27 07:17:24.283345","80000.00"
71971,2,2,7,21,102,666,1,5,5,"2024-10-04 00:15:46.400003","20000.00"
71975,2,2,7,21,102,667,4,7,7,"2025-03-17 12:46:16.172437","5000.00"
71977,2,2,7,21,102,667,2,7,7,"2025-02-13 04:51:37.576256","48000.00"
71978,2,2,7,21,102,667,1,7,7,"2024-10-29 00:11:20.824563","20000.00"
71982,2,2,7,21,102,668,4,8,8,"2024-12-07 20:16:42.244086","5000.00"
71984,2,2,7,21,102,668,2,8,8,"2025-01-22 14:27:34.687361","80000.00"
71985,2,2,7,21,102,668,1,8,8,"2024-10-30 10:40:19.255586","20000.00"
71989,2,2,7,21,102,669,4,6,6,"2025-02-23 13:19:02.858289","5000.00"
71991,2,2,7,21,102,669,2,6,6,"2025-06-04 06:13:07.28414","48000.00"
71992,2,2,7,21,102,669,1,6,6,"2024-10-22 01:20:08.404031","20000.00"
71996,2,2,7,21,102,670,4,2,2,"2024-11-01 19:23:55.664301","5000.00"
71998,2,2,7,21,102,670,2,2,2,"2025-06-09 21:17:49.959791","48000.00"
71999,2,2,7,21,102,670,1,2,2,"2024-10-23 08:35:04.587885","20000.00"
72003,2,2,7,21,103,671,4,9,9,"2025-05-04 19:52:36.644428","5000.00"
72005,2,2,7,21,103,671,2,9,9,"2025-02-05 13:38:41.396812","48000.00"
72006,2,2,7,21,103,671,1,9,9,"2024-10-08 21:12:40.375595","20000.00"
72010,2,2,7,21,103,672,4,4,4,"2024-11-07 12:25:44.988885","5000.00"
72012,2,2,7,21,103,672,2,4,4,"2024-12-06 23:39:34.34759","48000.00"
72013,2,2,7,21,103,672,1,4,4,"2024-10-28 06:06:22.559743","20000.00"
72017,2,2,7,21,103,673,4,9,9,"2024-10-18 22:25:14.052382","5000.00"
72019,2,2,7,21,103,673,2,9,9,"2024-10-10 02:22:21.95104","80000.00"
72020,2,2,7,21,103,673,1,9,9,"2024-10-20 05:00:38.544917","20000.00"
72024,2,2,7,21,103,674,4,1,1,"2025-02-18 03:26:24.069757","5000.00"
72026,2,2,7,21,103,674,2,1,1,"2025-03-17 22:34:01.1702","48000.00"
72027,2,2,7,21,103,674,1,1,1,"2024-10-25 19:19:52.722028","20000.00"
72031,2,2,7,21,103,675,4,2,2,"2025-01-24 22:19:19.034219","5000.00"
72033,2,2,7,21,103,675,2,2,2,"2024-12-16 01:44:50.542149","80000.00"
72034,2,2,7,21,103,675,1,2,2,"2024-10-21 00:42:25.955041","20000.00"
72038,2,2,7,21,103,676,4,7,7,"2025-01-09 10:38:32.08008","5000.00"
72040,2,2,7,21,103,676,2,7,7,"2025-05-26 01:22:45.021867","80000.00"
72041,2,2,7,21,103,676,1,7,7,"2024-10-20 11:11:31.460681","20000.00"
72045,2,2,7,21,103,677,4,6,6,"2025-04-15 09:43:06.190808","5000.00"
72047,2,2,7,21,103,677,2,6,6,"2025-03-02 10:24:09.703816","80000.00"
72048,2,2,7,21,103,677,1,6,6,"2024-10-26 01:59:23.672814","20000.00"
72052,2,2,7,21,103,678,4,9,9,"2025-01-23 12:50:10.679695","5000.00"
72054,2,2,7,21,103,678,2,9,9,"2025-01-27 21:28:57.650433","80000.00"
72055,2,2,7,21,103,678,1,9,9,"2024-10-06 11:58:36.311401","20000.00"
72059,2,2,7,21,103,679,4,2,2,"2025-01-29 15:59:18.532712","5000.00"
72061,2,2,7,21,103,679,2,2,2,"2024-10-22 14:00:10.193423","80000.00"
72062,2,2,7,21,103,679,1,2,2,"2024-10-02 10:27:38.565218","20000.00"
72066,2,2,7,21,103,680,4,8,8,"2024-12-10 06:33:03.030942","5000.00"
72068,2,2,7,21,103,680,2,8,8,"2025-04-27 07:44:07.785078","80000.00"
72069,2,2,7,21,103,680,1,8,8,"2024-10-03 18:44:44.217036","20000.00"
72073,2,2,7,22,104,681,4,8,8,"2025-05-01 06:35:52.124639","5000.00"
72075,2,2,7,22,104,681,2,8,8,"2025-03-10 23:38:03.674486","48000.00"
72076,2,2,7,22,104,681,1,8,8,"2024-10-12 16:02:11.106448","20000.00"
72080,2,2,7,22,104,682,4,9,9,"2024-10-07 04:03:29.284741","5000.00"
72082,2,2,7,22,104,682,2,9,9,"2024-12-25 17:13:55.858415","48000.00"
72083,2,2,7,22,104,682,1,9,9,"2024-10-29 23:02:22.354005","20000.00"
72087,2,2,7,22,104,683,4,3,3,"2024-12-25 12:23:23.687652","5000.00"
72089,2,2,7,22,104,683,2,3,3,"2025-02-02 10:19:54.7896","80000.00"
72090,2,2,7,22,104,683,1,3,3,"2024-10-26 15:09:20.4553","20000.00"
72094,2,2,7,22,104,684,4,2,2,"2025-06-12 04:24:50.275185","5000.00"
72096,2,2,7,22,104,684,2,2,2,"2025-01-12 12:39:49.385373","80000.00"
72097,2,2,7,22,104,684,1,2,2,"2024-10-30 09:28:13.315829","20000.00"
72101,2,2,7,22,104,685,4,8,8,"2025-06-25 09:21:55.296832","5000.00"
72103,2,2,7,22,104,685,2,8,8,"2025-05-11 05:16:02.760232","48000.00"
72104,2,2,7,22,104,685,1,8,8,"2024-10-03 08:35:31.026868","20000.00"
72108,2,2,7,22,104,686,4,6,6,"2025-01-13 04:19:55.345684","5000.00"
72110,2,2,7,22,104,686,2,6,6,"2025-03-26 16:28:51.065026","48000.00"
72111,2,2,7,22,104,686,1,6,6,"2024-10-26 23:01:42.947805","20000.00"
72115,2,2,7,22,104,687,4,8,8,"2025-04-14 20:28:25.939895","5000.00"
72117,2,2,7,22,104,687,2,8,8,"2025-06-20 21:54:43.119857","80000.00"
72118,2,2,7,22,104,687,1,8,8,"2024-10-30 15:51:41.513565","20000.00"
72122,2,2,7,22,104,688,4,8,8,"2024-12-15 20:14:01.151154","5000.00"
72124,2,2,7,22,104,688,2,8,8,"2025-01-21 19:28:09.225109","48000.00"
72125,2,2,7,22,104,688,1,8,8,"2024-10-28 09:58:11.990933","20000.00"
72129,2,2,7,22,104,689,4,10,10,"2025-03-29 21:42:52.565581","5000.00"
72131,2,2,7,22,104,689,2,10,10,"2025-05-20 09:36:54.243832","48000.00"
72132,2,2,7,22,104,689,1,10,10,"2024-10-01 19:07:30.074319","20000.00"
72136,2,2,7,22,104,690,4,5,5,"2025-05-21 19:57:27.786664","5000.00"
72138,2,2,7,22,104,690,2,5,5,"2025-06-24 19:34:16.36984","48000.00"
72139,2,2,7,22,104,690,1,5,5,"2024-10-19 09:36:46.301278","20000.00"
72143,2,2,7,22,105,691,4,2,2,"2025-01-31 21:28:47.032109","5000.00"
72145,2,2,7,22,105,691,2,2,2,"2025-05-26 05:19:31.575594","48000.00"
72146,2,2,7,22,105,691,1,2,2,"2024-10-09 00:49:11.178591","20000.00"
72150,2,2,7,22,105,692,4,8,8,"2024-11-15 21:43:08.377941","5000.00"
72152,2,2,7,22,105,692,2,8,8,"2025-06-13 17:09:49.347933","80000.00"
72153,2,2,7,22,105,692,1,8,8,"2024-10-22 05:06:43.598166","20000.00"
72157,2,2,7,22,105,693,4,8,8,"2025-02-06 16:50:23.549582","5000.00"
72159,2,2,7,22,105,693,2,8,8,"2024-12-05 17:37:18.337966","80000.00"
72160,2,2,7,22,105,693,1,8,8,"2024-10-08 16:46:19.863566","20000.00"
72164,2,2,7,22,105,694,4,3,3,"2024-11-20 00:59:53.545811","5000.00"
72166,2,2,7,22,105,694,2,3,3,"2025-06-27 09:31:27.838824","48000.00"
72167,2,2,7,22,105,694,1,3,3,"2024-10-20 05:41:13.754657","20000.00"
72171,2,2,7,22,105,695,4,8,8,"2025-04-04 19:08:55.486702","5000.00"
72173,2,2,7,22,105,695,2,8,8,"2025-03-20 02:39:45.262111","80000.00"
72174,2,2,7,22,105,695,1,8,8,"2024-10-26 19:37:48.326691","20000.00"
72178,2,2,7,22,105,696,4,5,5,"2025-04-15 07:25:52.363607","5000.00"
72180,2,2,7,22,105,696,2,5,5,"2025-04-14 16:56:52.618373","48000.00"
72181,2,2,7,22,105,696,1,5,5,"2024-10-29 13:35:28.651701","20000.00"
72185,2,2,7,22,105,697,4,4,4,"2025-01-30 09:57:54.781744","5000.00"
72187,2,2,7,22,105,697,2,4,4,"2025-05-05 06:36:17.9645","80000.00"
72188,2,2,7,22,105,697,1,4,4,"2024-10-23 23:26:32.677298","20000.00"
72192,2,2,7,22,105,698,4,4,4,"2025-01-30 01:02:48.260756","5000.00"
72194,2,2,7,22,105,698,2,4,4,"2024-11-20 19:49:44.307337","48000.00"
72195,2,2,7,22,105,698,1,4,4,"2024-10-22 14:33:15.564962","20000.00"
72199,2,2,7,22,105,699,4,8,8,"2024-11-17 13:55:07.314392","5000.00"
72201,2,2,7,22,105,699,2,8,8,"2025-04-20 08:14:25.138643","48000.00"
72202,2,2,7,22,105,699,1,8,8,"2024-10-03 08:04:47.420338","20000.00"
72206,2,2,7,22,105,700,4,9,9,"2025-02-07 10:42:59.862433","5000.00"
72208,2,2,7,22,105,700,2,9,9,"2025-03-21 01:56:39.387377","48000.00"
72209,2,2,7,22,105,700,1,9,9,"2024-10-29 19:48:13.278211","20000.00"
72213,2,2,7,22,106,701,4,7,7,"2025-01-23 03:06:56.945673","5000.00"
72215,2,2,7,22,106,701,2,7,7,"2024-11-13 23:13:01.874252","80000.00"
72216,2,2,7,22,106,701,1,7,7,"2024-10-29 18:11:05.51365","20000.00"
72220,2,2,7,22,106,702,4,1,1,"2025-02-15 08:29:54.917579","5000.00"
72222,2,2,7,22,106,702,2,1,1,"2025-03-16 02:50:09.924668","80000.00"
72223,2,2,7,22,106,702,1,1,1,"2024-10-03 14:33:29.820202","20000.00"
72227,2,2,7,22,106,703,4,5,5,"2025-04-05 02:26:09.131783","5000.00"
72229,2,2,7,22,106,703,2,5,5,"2024-11-19 15:00:03.440271","80000.00"
72230,2,2,7,22,106,703,1,5,5,"2024-10-01 17:52:26.720417","20000.00"
72234,2,2,7,22,106,704,4,5,5,"2025-03-21 11:22:47.02067","5000.00"
72236,2,2,7,22,106,704,2,5,5,"2025-02-14 16:55:40.390183","80000.00"
72237,2,2,7,22,106,704,1,5,5,"2024-10-25 04:48:06.644611","20000.00"
72241,2,2,7,22,106,705,4,6,6,"2025-06-27 10:55:50.324281","5000.00"
72243,2,2,7,22,106,705,2,6,6,"2025-03-19 11:22:21.337376","48000.00"
72244,2,2,7,22,106,705,1,6,6,"2024-10-11 13:13:46.423658","20000.00"
72248,2,2,7,22,106,706,4,6,6,"2024-11-16 13:42:23.072097","5000.00"
72250,2,2,7,22,106,706,2,6,6,"2025-03-23 13:49:45.823052","80000.00"
72251,2,2,7,22,106,706,1,6,6,"2024-10-30 01:01:31.383239","20000.00"
72255,2,2,7,22,106,707,4,3,3,"2025-01-23 00:49:01.223002","5000.00"
72257,2,2,7,22,106,707,2,3,3,"2025-05-10 15:51:27.676446","48000.00"
72258,2,2,7,22,106,707,1,3,3,"2024-10-05 04:25:27.595058","20000.00"
72262,2,2,7,22,106,708,4,10,10,"2024-12-06 20:29:00.279829","5000.00"
72264,2,2,7,22,106,708,2,10,10,"2024-10-03 23:27:04.683038","80000.00"
72265,2,2,7,22,106,708,1,10,10,"2024-10-06 05:11:54.203763","20000.00"
72269,2,2,7,22,106,709,4,3,3,"2025-06-27 05:59:15.869452","5000.00"
72271,2,2,7,22,106,709,2,3,3,"2025-04-06 23:42:50.581527","48000.00"
72272,2,2,7,22,106,709,1,3,3,"2024-10-15 18:45:20.198812","20000.00"
72276,2,2,7,22,106,710,4,8,8,"2025-03-21 16:54:15.11217","5000.00"
72278,2,2,7,22,106,710,2,8,8,"2025-02-08 17:15:55.050047","80000.00"
72279,2,2,7,22,106,710,1,8,8,"2024-10-06 01:08:23.9949","20000.00"
72283,2,2,7,23,107,711,4,10,10,"2024-11-04 22:37:51.041508","5000.00"
72285,2,2,7,23,107,711,2,10,10,"2024-10-16 10:57:30.47294","70000.00"
72286,2,2,7,23,107,711,1,10,10,"2024-10-06 10:32:24.353905","20000.00"
72290,2,2,7,23,107,712,4,5,5,"2024-10-19 14:01:25.30619","5000.00"
72292,2,2,7,23,107,712,2,5,5,"2024-10-26 06:35:16.567373","70000.00"
72293,2,2,7,23,107,712,1,5,5,"2024-10-24 17:12:02.470767","20000.00"
72297,2,2,7,23,107,713,4,8,8,"2024-12-22 05:02:54.227422","5000.00"
72299,2,2,7,23,107,713,2,8,8,"2025-01-31 18:12:32.201152","42000.00"
72300,2,2,7,23,107,713,1,8,8,"2024-10-16 00:22:31.80591","20000.00"
72304,2,2,7,23,107,714,4,1,1,"2025-05-11 23:46:06.41865","5000.00"
72306,2,2,7,23,107,714,2,1,1,"2025-02-03 14:54:06.54518","70000.00"
72307,2,2,7,23,107,714,1,1,1,"2024-10-10 01:31:54.44008","20000.00"
72311,2,2,7,23,107,715,4,10,10,"2025-05-10 03:25:17.431597","5000.00"
72313,2,2,7,23,107,715,2,10,10,"2025-06-03 05:57:10.98345","70000.00"
72314,2,2,7,23,107,715,1,10,10,"2024-10-21 22:20:32.329981","20000.00"
72318,2,2,7,23,107,716,4,9,9,"2025-03-01 13:50:09.087562","5000.00"
72320,2,2,7,23,107,716,2,9,9,"2024-10-23 13:26:42.027606","70000.00"
72321,2,2,7,23,107,716,1,9,9,"2024-10-04 02:57:19.185705","20000.00"
72325,2,2,7,23,107,717,4,2,2,"2025-02-21 12:33:48.348138","5000.00"
72327,2,2,7,23,107,717,2,2,2,"2024-10-14 21:53:19.870843","42000.00"
72328,2,2,7,23,107,717,1,2,2,"2024-10-17 23:36:09.944764","20000.00"
72332,2,2,7,23,107,718,4,4,4,"2025-02-18 12:29:13.188929","5000.00"
72334,2,2,7,23,107,718,2,4,4,"2024-10-03 17:54:05.65341","42000.00"
72335,2,2,7,23,107,718,1,4,4,"2024-10-10 03:25:27.036371","20000.00"
72339,2,2,7,23,107,719,4,10,10,"2025-06-28 20:58:41.129323","5000.00"
72341,2,2,7,23,107,719,2,10,10,"2025-03-23 20:51:47.470403","70000.00"
72342,2,2,7,23,107,719,1,10,10,"2024-10-07 22:04:06.429588","20000.00"
72346,2,2,7,23,107,720,4,5,5,"2025-04-11 02:45:47.160652","5000.00"
72348,2,2,7,23,107,720,2,5,5,"2025-04-01 14:13:34.508082","42000.00"
72349,2,2,7,23,107,720,1,5,5,"2024-10-15 04:36:41.404964","20000.00"
72353,2,2,7,21,101,721,4,9,9,"2025-04-25 06:17:57.0675","5000.00"
72355,2,2,7,21,101,721,2,9,9,"2025-05-14 02:45:15.452934","48000.00"
72356,2,2,7,21,101,721,1,9,9,"2024-10-12 17:41:43.134049","20000.00"
72360,2,2,7,21,102,722,4,6,6,"2024-10-18 19:50:22.871515","5000.00"
72362,2,2,7,21,102,722,2,6,6,"2025-03-04 20:51:02.691829","80000.00"
72363,2,2,7,21,102,722,1,6,6,"2024-10-21 12:35:10.207335","20000.00"
72367,2,2,7,21,103,723,4,9,9,"2024-11-01 08:22:03.548854","5000.00"
72369,2,2,7,21,103,723,2,9,9,"2025-05-27 06:31:56.417302","48000.00"
72370,2,2,7,21,103,723,1,9,9,"2024-10-03 21:59:18.343338","20000.00"
72374,2,2,7,22,104,724,4,9,9,"2025-04-21 10:51:14.821085","5000.00"
72376,2,2,7,22,104,724,2,9,9,"2025-01-21 13:10:41.355704","80000.00"
72377,2,2,7,22,104,724,1,9,9,"2024-10-27 11:47:25.915283","20000.00"
72381,2,2,7,22,105,725,4,9,9,"2025-04-12 11:19:22.041385","5000.00"
72383,2,2,7,22,105,725,2,9,9,"2025-05-25 00:09:59.967588","80000.00"
72384,2,2,7,22,105,725,1,9,9,"2024-10-22 06:40:28.993857","20000.00"
72388,2,2,7,22,106,726,4,1,1,"2025-03-03 14:26:46.007822","5000.00"
72390,2,2,7,22,106,726,2,1,1,"2025-05-22 02:13:47.903215","48000.00"
72391,2,2,7,22,106,726,1,1,1,"2024-10-02 05:07:05.707221","20000.00"
72395,2,2,7,23,107,727,4,1,1,"2025-05-31 04:38:56.135932","5000.00"
72397,2,2,7,23,107,727,2,1,1,"2024-12-19 08:57:12.568053","42000.00"
72398,2,2,7,23,107,727,1,1,1,"2024-10-15 02:58:21.601407","20000.00"
72402,2,2,7,23,108,728,4,9,9,"2025-04-16 03:11:19.163014","5000.00"
72404,2,2,7,23,108,728,2,9,9,"2025-04-27 06:35:32.358833","42000.00"
72405,2,2,7,23,108,728,1,9,9,"2024-10-30 03:56:57.43832","20000.00"
72409,2,2,7,23,109,729,4,6,6,"2025-01-12 07:32:56.921404","5000.00"
72411,2,2,7,23,109,729,2,6,6,"2025-01-24 05:59:17.651599","70000.00"
72412,2,2,7,23,109,729,1,6,6,"2024-10-12 21:56:25.401933","20000.00"
72416,3,3,8,25,113,730,4,3,3,"2025-02-26 15:04:34.758456","5000.00"
72418,3,3,8,25,113,730,2,3,3,"2025-03-04 08:03:29.620787","120000.00"
72419,3,3,8,25,113,730,1,3,3,"2024-10-09 10:19:00.928409","25000.00"
72423,3,3,8,25,114,731,4,6,6,"2025-02-12 19:03:47.121029","5000.00"
72425,3,3,8,25,114,731,2,6,6,"2024-12-09 09:06:02.270784","72000.00"
72426,3,3,8,25,114,731,1,6,6,"2024-10-02 16:39:08.601054","25000.00"
72430,3,3,8,25,115,732,4,7,7,"2025-05-14 10:07:19.28724","5000.00"
72432,3,3,8,25,115,732,2,7,7,"2025-02-02 18:11:51.073531","120000.00"
72433,3,3,8,25,115,732,1,7,7,"2024-10-05 02:40:12.282629","25000.00"
72438,3,3,8,26,116,733,3,7,7,"2025-02-27 16:49:43.761577","40000.00"
72439,3,3,8,26,116,733,2,7,7,"2024-10-20 19:04:02.914654","70000.00"
72440,3,3,8,26,116,733,1,7,7,"2024-10-20 22:23:20.641015","20000.00"
72445,3,3,8,26,117,734,3,7,7,"2025-03-23 16:25:57.662132","40000.00"
72446,3,3,8,26,117,734,2,7,7,"2025-06-15 00:09:46.918321","70000.00"
72447,3,3,8,26,117,734,1,7,7,"2024-10-11 17:20:42.148496","20000.00"
72452,3,3,8,26,118,735,3,5,5,"2025-05-14 00:44:23.444364","40000.00"
72453,3,3,8,26,118,735,2,5,5,"2025-05-21 16:04:30.623376","42000.00"
72454,3,3,8,26,118,735,1,5,5,"2024-10-27 18:36:21.476656","20000.00"
72458,4,4,10,30,128,736,4,10,10,"2025-01-01 23:52:44.532149","5000.00"
72460,4,4,10,30,128,736,2,10,10,"2025-05-07 17:14:10.092972","42000.00"
72461,4,4,10,30,128,736,1,10,10,"2024-10-27 10:27:31.416791","20000.00"
72465,4,4,10,30,129,737,4,3,3,"2025-06-14 06:11:13.17351","5000.00"
72467,4,4,10,30,129,737,2,3,3,"2025-04-21 05:25:31.439063","42000.00"
72468,4,4,10,30,129,737,1,3,3,"2024-10-27 08:08:56.050683","20000.00"
72472,4,4,10,30,130,738,4,5,5,"2024-11-30 22:00:01.25868","5000.00"
72474,4,4,10,30,130,738,2,5,5,"2024-11-21 11:15:21.376485","70000.00"
72475,4,4,10,30,130,738,1,5,5,"2024-10-12 00:47:10.010284","20000.00"
72479,4,4,10,31,131,739,4,4,4,"2025-01-13 03:40:22.873519","5000.00"
72481,4,4,10,31,131,739,2,4,4,"2025-06-25 22:12:34.587458","70000.00"
72482,4,4,10,31,131,739,1,4,4,"2024-10-22 15:19:03.953491","20000.00"
72486,4,4,10,31,132,740,4,9,9,"2024-10-15 20:55:41.922825","5000.00"
