transaction_id,date,region_id,prefecture_id,agence_id,produit_id,quantite,montant_total
2458,5/6/2024,2,7,7,7,2,385.88
2459,4/30/2023,1,35,35,3,4,319.93
2460,12/14/2022,5,13,13,12,3,167.44
2461,10/9/2021,3,20,20,7,4,800.64
2462,1/19/2025,5,6,6,1,5,770.89
2463,7/3/2025,2,25,25,10,4,177.07
2464,10/22/2021,5,9,9,6,2,278.06
2465,9/22/2021,3,16,16,2,4,376.38
2466,4/22/2024,5,21,21,4,5,820.54
2467,7/5/2022,5,15,15,17,4,331.33
2468,9/22/2023,5,10,10,7,2,330.42
2469,12/31/2024,2,8,8,2,5,430.72
2470,1/26/2024,5,9,9,9,1,93.33
2471,1/26/2022,4,30,30,6,1,180.99
2472,2/1/2022,2,7,7,5,3,219.2
2473,6/24/2022,4,27,27,16,1,28.76
2474,10/1/2024,2,1,1,15,4,616.48
2475,8/20/2024,5,13,13,11,1,180.7
2476,7/7/2022,5,21,21,9,2,148.35
2477,3/22/2023,2,17,17,15,4,455.51
2478,5/30/2025,2,25,25,10,5,210.72
2479,10/19/2021,2,7,7,18,5,117
2480,3/11/2024,5,13,13,15,3,407.24
2481,12/13/2022,2,1,1,11,5,830.09
2482,8/30/2024,2,39,39,13,1,143.71
2483,11/5/2024,2,17,17,2,4,294.99
2484,9/4/2025,5,10,10,5,3,195.71
2485,3/24/2023,2,17,17,11,3,580.77
2486,9/27/2022,2,37,37,11,5,767.47
2487,9/19/2022,2,8,8,1,2,388.48
2488,6/10/2025,5,10,10,17,4,320.92
2489,9/2/2025,2,1,1,16,2,47.5
2490,2/14/2023,5,10,10,1,2,361.73
2491,3/13/2024,5,6,6,7,3,702.14
2492,1/7/2025,2,37,37,11,5,711.01
2493,7/24/2025,2,1,1,8,1,96.42
2494,11/12/2021,5,19,19,11,3,447.94
2495,5/27/2024,2,1,1,5,4,349.51
2496,7/1/2024,2,25,25,10,5,194.04
2497,1/2/2024,2,37,37,2,1,71.78
2498,12/19/2021,2,40,40,6,2,382.65
2499,6/22/2025,2,24,24,10,1,43
2500,9/2/2025,2,1,1,18,1,20.82
2501,5/28/2024,3,5,5,11,3,577.06
2502,10/17/2022,1,31,31,4,3,358.24
2503,11/14/2024,2,1,1,15,4,597.96
2504,9/30/2021,3,26,26,13,5,772.83
2505,5/30/2022,2,24,24,16,1,30.54
2506,3/26/2022,2,39,39,4,1,159.43
2507,11/26/2022,2,37,37,6,1,189.26
2508,7/22/2025,2,1,1,8,1,79.51
2509,2/7/2022,2,7,7,16,3,77.31
2510,4/2/2024,5,10,10,15,3,330.06
2511,11/26/2023,5,21,21,9,1,66.45
2512,5/4/2024,5,9,9,3,5,405.64
2513,6/3/2025,5,13,13,15,4,485.75
2514,6/12/2023,2,39,39,4,1,139.72
2515,6/21/2025,2,37,37,12,1,60.19
2516,7/31/2025,2,24,24,10,5,226.09
2517,9/13/2022,2,8,8,4,2,311.28
2518,2/26/2022,2,39,39,6,4,788.84
2519,8/6/2024,1,32,32,11,5,874.83
2520,9/25/2021,5,6,6,16,2,48.67
2521,10/25/2022,3,26,26,4,4,547.34
2522,10/17/2021,2,8,8,2,2,185.88
2523,10/24/2021,2,1,1,9,1,71.47
2524,8/15/2025,2,40,40,4,5,817.74
2525,2/27/2022,2,37,37,4,3,437.57
2526,9/3/2022,1,31,31,15,4,464.77
2527,6/10/2024,2,17,17,10,2,82.7
2528,5/17/2022,2,39,39,10,1,52.14
2529,1/31/2022,2,8,8,10,2,77.19
2530,4/20/2024,4,33,33,14,3,457.71
2531,12/8/2022,2,25,25,6,2,301.09
2532,10/27/2022,5,21,21,10,2,90.56
2533,11/16/2024,2,37,37,2,5,443.74
2534,4/1/2022,2,24,24,6,2,295.2
2535,6/24/2025,2,17,17,18,4,104.71
2536,4/20/2024,5,15,15,18,4,89.89
2537,1/1/2023,4,33,33,5,5,323.51
2538,2/27/2022,2,37,37,12,3,209.03
2539,8/14/2023,2,1,1,3,5,505.14
2540,5/29/2024,3,14,14,5,4,265.91
2541,1/28/2022,2,1,1,11,4,609.33
2542,8/8/2024,5,21,21,17,3,285.68
2543,2/24/2023,3,5,5,2,1,93.05
2544,8/7/2023,4,30,30,13,2,340.96
2545,12/25/2023,1,32,32,10,3,120.59
2546,4/23/2025,3,3,3,12,4,235.12
2547,4/3/2024,2,37,37,10,3,127.52
2548,9/24/2022,2,24,24,8,5,565.11
2549,11/21/2024,1,34,34,16,4,129.93
2550,2/8/2023,2,24,24,12,4,233.87
2551,7/11/2025,2,17,17,7,3,647.24
2552,10/26/2024,2,25,25,1,3,449.06
2553,8/13/2025,4,23,23,3,2,179.84
2554,10/26/2024,2,37,37,5,2,118.76
2555,1/1/2024,2,7,7,10,5,182.83
2556,12/21/2023,2,24,24,12,3,167.85
2557,10/31/2022,2,25,25,3,2,173.65
2558,8/25/2022,4,30,30,15,2,254.73
2559,1/27/2023,5,10,10,17,2,160.79
2560,10/31/2021,3,5,5,7,1,208.56
2561,9/10/2025,2,37,37,8,3,348.09
2562,8/26/2025,2,40,40,11,1,149.09
2563,6/21/2022,2,37,37,7,5,1064.65
2564,6/20/2022,2,1,1,17,5,456.03
2565,5/16/2023,2,37,37,10,5,240.27
2566,1/16/2023,2,1,1,6,3,499.49
2567,3/8/2024,2,39,39,9,4,311.8
2568,8/10/2025,2,25,25,12,5,245.39
2569,6/13/2023,2,17,17,3,1,113.84
2570,11/27/2023,2,39,39,7,4,915.23
2571,1/13/2025,2,17,17,5,4,284.76
2572,9/5/2022,4,27,27,2,2,174.17
2573,9/17/2024,4,23,23,17,5,367.9
2574,3/8/2022,2,40,40,5,4,265.38
2575,8/30/2025,2,1,1,2,4,293.81
2576,11/5/2023,5,13,13,8,1,116.47
2577,7/28/2025,2,7,7,16,1,31.58
2578,5/7/2022,2,37,37,3,4,440.5
2579,7/8/2025,1,32,32,1,5,1103.78
2580,1/27/2023,2,1,1,16,3,89.76
2581,12/3/2023,3,26,26,17,1,70.4
2582,12/8/2022,5,10,10,3,2,197.46
2583,6/15/2024,2,39,39,1,1,157.32
2584,11/9/2022,2,25,25,10,3,124.7
2585,12/9/2024,2,25,25,3,1,108.63
2586,8/31/2024,2,8,8,14,2,342.19
2587,6/30/2024,3,14,14,2,2,134.67
2588,1/13/2024,2,8,8,4,2,238.78
2589,6/30/2023,3,3,3,7,4,919.34
2590,4/9/2022,2,37,37,3,1,91.1
2591,4/29/2024,2,25,25,8,1,97.26
2592,3/23/2022,2,25,25,4,2,270.12
2593,3/23/2022,3,18,18,3,4,383.75
2594,8/17/2022,2,24,24,18,5,132.46
2595,12/9/2022,2,1,1,2,5,449.58
2596,2/14/2022,2,25,25,18,1,24.34
2597,10/12/2021,5,19,19,16,2,45.74
2598,1/9/2024,4,33,33,12,3,193.6
2599,12/23/2021,3,4,4,8,1,107.21
2600,12/15/2022,5,10,10,2,2,196.01
2601,2/3/2024,2,1,1,8,3,279.34
2602,10/9/2022,2,40,40,12,2,129.98
2603,11/3/2023,1,31,31,8,4,458.61
2604,9/3/2025,5,10,10,9,4,277.87
2605,8/27/2022,2,37,37,16,3,95.3
2606,6/26/2025,2,25,25,13,1,174.67
2607,5/3/2022,4,33,33,17,3,209.08
2608,9/16/2023,5,10,10,10,2,102.14
2609,5/3/2025,2,1,1,3,2,194.17
2610,5/28/2023,4,12,12,15,2,252.43
2611,2/25/2022,2,8,8,15,1,113.95
2612,5/12/2022,2,40,40,13,2,334.83
2613,10/27/2021,5,10,10,13,2,311.67
2614,6/7/2022,1,34,34,18,3,69.15
2615,4/15/2022,2,8,8,4,1,149.39
2616,5/24/2024,1,32,32,5,1,60.56
2617,3/3/2025,3,4,4,5,4,261.19
2618,9/15/2021,2,7,7,18,3,90.59
2619,11/12/2021,1,35,35,15,3,348.92
2620,3/14/2022,5,19,19,2,4,364.95
2621,4/15/2025,2,1,1,1,1,163.41
2622,7/18/2022,2,8,8,8,4,350.99
2623,2/5/2025,2,25,25,18,4,90.33
2624,10/17/2022,3,14,14,8,4,398.84
2625,10/2/2022,2,39,39,11,2,317.72
2626,11/2/2024,2,7,7,9,5,471.3
2627,5/18/2024,2,37,37,14,5,879.56
2628,5/8/2025,2,40,40,6,2,378.88
2629,1/15/2022,2,1,1,5,3,213.92
2630,5/4/2025,5,9,9,15,2,240.93
2631,3/23/2023,2,1,1,14,1,157.95
2632,10/18/2021,2,37,37,12,2,140.69
2633,11/10/2021,2,8,8,16,3,93.8
2634,4/7/2024,2,25,25,16,2,52.33
2635,12/30/2024,2,24,24,17,3,291.3
2636,10/18/2023,5,10,10,6,1,201.72
2637,6/14/2023,5,6,6,4,3,420.89
2638,2/17/2025,2,17,17,7,4,811.16
2639,12/22/2022,2,37,37,18,3,83.34
2640,4/27/2023,2,25,25,18,1,25.42
2641,5/17/2023,2,24,24,13,4,696.58
2642,2/2/2025,5,15,15,13,3,377.66
2643,9/4/2022,2,37,37,10,5,244.97
2644,9/24/2021,2,39,39,14,5,854.64
2645,7/7/2024,2,39,39,8,3,347.97
2646,8/4/2025,4,12,12,16,1,32.09
2647,9/6/2024,2,24,24,12,1,67.19
2648,3/8/2023,4,33,33,13,1,131.51
2649,12/2/2021,2,25,25,9,1,84.61
2650,11/12/2024,5,19,19,18,4,83.96
2651,11/16/2021,2,24,24,11,5,688.88
2652,3/11/2022,5,15,15,2,1,75.73
2653,6/15/2025,2,8,8,6,5,1026.87
2654,8/13/2025,2,39,39,7,4,831.59
2655,5/26/2022,2,40,40,16,5,138.53
2656,8/17/2024,1,35,35,2,5,447.68
2657,4/12/2025,5,13,13,10,2,93.12
2658,2/2/2022,1,34,34,1,1,168
2659,12/15/2022,5,21,21,10,1,37.66
2660,4/21/2024,2,8,8,3,1,115.37
2661,1/17/2024,2,37,37,6,3,415.25
2662,2/1/2025,2,37,37,17,3,228.71
2663,2/18/2024,2,39,39,16,4,111.4
2664,12/28/2023,5,9,9,16,3,69.86
2665,12/25/2023,1,11,11,17,4,335
2666,9/22/2022,2,39,39,9,1,87.36
2667,1/22/2025,5,6,6,12,2,141.87
2668,11/24/2024,2,17,17,11,5,900.62
2669,4/1/2023,2,7,7,2,2,195.71
2670,9/3/2024,2,39,39,15,3,382.01
2671,1/10/2022,2,7,7,17,2,199.97
2672,1/11/2024,2,37,37,14,3,612.42
2673,7/22/2022,5,13,13,6,1,164.1
2674,6/1/2024,2,17,17,17,1,98.06
2675,6/11/2025,2,39,39,8,1,95.63
2676,3/15/2024,5,13,13,5,1,63.64
2677,7/15/2023,2,17,17,16,3,97.89
2678,9/20/2023,2,39,39,7,4,911.67
2679,10/4/2022,2,40,40,16,5,152.77
2680,9/11/2024,2,1,1,5,1,59.79
2681,12/25/2022,5,21,21,2,1,88.97
2682,2/6/2022,2,7,7,15,1,128.92
2683,8/18/2025,2,7,7,7,2,427.37
2684,2/9/2025,5,6,6,12,2,106.14
2685,12/29/2024,2,8,8,18,2,46.24
2686,10/23/2022,1,11,11,17,2,150.28
2687,8/26/2025,2,37,37,13,2,251.43
2688,7/29/2022,2,24,24,6,3,571.6
2689,7/6/2025,5,19,19,3,2,219.39
2690,7/21/2024,5,10,10,16,2,52.68
2691,4/6/2024,2,39,39,6,4,620.88
2692,3/23/2022,2,8,8,2,1,78.6
2693,7/12/2022,2,25,25,5,3,213.02
2694,9/27/2024,2,24,24,8,5,413.64
2695,10/20/2023,3,26,26,12,4,254.12
2696,12/20/2023,2,17,17,8,1,109.4
2697,12/14/2021,1,35,35,8,1,95.34
2698,10/6/2024,2,25,25,11,2,407.49
2699,6/11/2022,5,19,19,11,2,361.51
2700,7/22/2023,4,36,36,14,5,1026.54
2701,4/13/2025,5,13,13,12,5,251.35
2702,2/26/2023,2,39,39,13,3,465.63
2703,5/12/2022,2,24,24,11,2,410.73
2704,8/24/2023,2,40,40,15,3,386.84
2705,2/6/2022,5,6,6,3,1,109.63
2706,3/11/2023,5,10,10,7,5,1024.05
2707,9/4/2024,2,40,40,5,1,65.03
2708,4/7/2024,2,1,1,3,5,565.23
2709,2/17/2025,2,1,1,6,3,584.07
2710,12/8/2024,2,40,40,9,1,82.69
2711,6/5/2025,2,37,37,18,2,44.65
2712,9/15/2022,2,25,25,2,1,89.37
2713,6/6/2024,5,10,10,3,4,460.68
2714,8/10/2024,2,7,7,15,2,264.36
2715,9/19/2022,2,8,8,5,1,60.89
2716,6/12/2025,2,17,17,12,5,317.65
2717,9/19/2024,3,22,22,1,5,1004.96
2718,8/14/2024,3,2,2,1,1,209.5
2719,5/6/2025,2,1,1,14,3,529.22
2720,6/15/2025,2,8,8,9,3,225.72
2721,7/28/2022,2,1,1,1,1,185.07
2722,9/28/2024,2,40,40,2,3,286.86
2723,12/2/2023,2,17,17,17,1,87.28
2724,7/5/2023,2,39,39,14,5,779.41
2725,4/6/2022,2,17,17,3,2,171.53
2726,8/14/2023,2,25,25,18,3,68.79
2727,6/1/2025,2,17,17,6,1,157.31
2728,2/23/2024,2,8,8,8,5,572.14
2729,3/15/2022,3,16,16,16,5,112.36
2730,4/14/2025,2,24,24,14,1,162.03
2731,9/22/2021,2,1,1,16,1,26.71
2732,4/15/2023,5,10,10,16,2,51.81
2733,5/10/2023,2,8,8,18,4,112.96
2734,1/13/2025,2,8,8,5,4,350.68
2735,1/10/2023,2,8,8,6,2,333.13
2736,9/20/2023,2,24,24,18,3,60.72
2737,12/5/2024,5,10,10,16,2,47.72
2738,12/19/2022,2,17,17,18,4,107.57
2739,4/23/2023,2,8,8,16,5,112.07
2740,12/7/2024,2,7,7,16,4,91.64
2741,7/10/2025,5,15,15,10,5,206.38
2742,2/20/2023,2,25,25,13,2,315.81
2743,3/9/2022,1,35,35,12,1,69.29
2744,9/6/2025,2,8,8,6,5,1011.32
2745,2/8/2024,2,24,24,8,1,88.56
2746,11/19/2022,2,8,8,1,4,802.65
2747,11/9/2022,2,37,37,14,3,615.47
2748,6/7/2022,2,25,25,10,3,114.98
2749,4/15/2022,5,6,6,3,4,317.39
2750,4/4/2022,5,6,6,8,4,426.22
2751,10/29/2024,5,13,13,9,3,255.19
2752,12/30/2021,2,37,37,13,4,738.78
2753,1/1/2024,2,40,40,2,4,324.64
2754,9/8/2024,2,17,17,4,5,682.86
2755,4/22/2022,1,11,11,8,5,472.84
2756,8/16/2025,2,25,25,15,4,574.4
2757,9/8/2024,2,24,24,2,5,342.26
2758,6/28/2023,5,15,15,14,3,563.22
2759,12/24/2021,5,9,9,4,3,424.18
2760,10/1/2022,1,32,32,3,2,167.26
2761,9/17/2023,2,24,24,6,5,762.63
2762,3/4/2025,5,9,9,8,1,97.78
2763,8/16/2023,2,25,25,1,2,308.2
2764,10/2/2021,2,25,25,10,4,156.21
2765,10/14/2022,5,6,6,14,3,466.37
2766,12/11/2023,4,12,12,18,5,147.83
2767,2/19/2022,3,5,5,10,3,147.6
2768,3/5/2022,2,17,17,8,3,341.52
2769,4/30/2022,5,13,13,3,2,156.84
2770,8/28/2025,2,17,17,8,1,106.81
2771,2/4/2022,2,37,37,1,3,599.58
2772,7/30/2022,2,24,24,5,2,138.01
2773,8/26/2025,1,35,35,16,3,98.11
2774,5/7/2024,2,1,1,16,1,31.84
2775,12/20/2022,1,34,34,9,2,165.47
2776,7/3/2022,5,10,10,9,2,157.22
2777,12/9/2022,4,12,12,1,2,361.78
2778,11/1/2021,2,25,25,13,2,274.91
2779,9/29/2024,5,10,10,3,2,225.29
2780,10/28/2023,2,24,24,7,2,424.43
2781,4/18/2023,2,7,7,17,1,95.78
2782,5/29/2025,2,1,1,6,4,613.95
2783,1/21/2025,5,9,9,14,2,353.41
2784,2/2/2024,2,24,24,9,4,302.12
2785,3/17/2024,2,24,24,5,2,165.91
2786,5/2/2024,2,25,25,16,3,94.05
2787,3/11/2024,2,24,24,16,3,75.16
2788,5/27/2024,2,7,7,16,4,90.4
2789,11/29/2024,4,23,23,7,3,483.26
2790,8/27/2024,2,40,40,8,5,399.81
2791,5/21/2025,5,10,10,18,5,103.78
2792,3/30/2025,5,15,15,18,2,40.98
2793,4/10/2024,2,25,25,13,2,274.6
2794,5/31/2024,2,8,8,11,5,944.36
2795,8/3/2023,2,25,25,3,3,329.25
2796,5/14/2023,2,17,17,6,5,1018.23
2797,9/10/2024,2,25,25,3,2,194.69
2798,5/2/2024,5,6,6,15,1,141.92
2799,3/23/2025,3,20,20,1,2,412.15
2800,9/7/2023,2,37,37,16,2,61.58
2801,11/12/2024,2,37,37,18,3,83.64
2802,3/31/2025,2,24,24,15,2,213.08
2803,12/11/2021,5,21,21,12,2,131.91
2804,7/25/2023,5,13,13,16,1,30.8
2805,12/30/2022,2,37,37,7,3,497.21
2806,1/10/2022,1,32,32,9,4,307.84
2807,1/7/2022,4,36,36,15,5,540.98
2808,8/1/2025,5,13,13,11,4,566.55
2809,2/1/2025,2,17,17,9,2,157.72
2810,2/8/2024,2,8,8,13,3,480.59
2811,12/28/2021,2,39,39,15,1,128.44
2812,9/30/2023,1,35,35,4,4,637.1
2813,1/18/2023,5,10,10,10,2,93.18
2814,1/25/2024,2,39,39,11,1,198.6
2815,6/14/2023,2,40,40,9,4,351.5
2816,4/26/2025,2,17,17,16,3,97.61
2817,1/9/2024,2,17,17,12,4,257.25
2818,1/18/2023,5,6,6,11,3,557.55
2819,12/2/2021,2,1,1,13,4,612.64
2820,8/6/2024,2,8,8,14,2,305.39
2821,11/26/2022,5,6,6,18,4,97.43
2822,5/20/2025,2,1,1,8,2,205.34
2823,10/24/2023,2,25,25,12,1,57.38
2824,11/25/2021,2,8,8,13,2,271.85
2825,4/16/2023,5,21,21,12,1,51
2826,1/8/2022,2,25,25,8,2,216.71
2827,4/27/2025,2,39,39,7,4,717.15
2828,3/14/2022,1,34,34,11,5,771.6
2829,10/17/2024,2,7,7,10,2,95.54
2830,1/13/2023,3,22,22,11,4,765.64
2831,5/4/2022,2,7,7,4,2,248.09
2832,10/1/2024,2,8,8,12,1,49.66
2833,11/20/2022,2,25,25,14,4,793.23
2834,1/1/2022,2,1,1,10,1,35.86
2835,4/10/2024,2,25,25,16,3,77.26
2836,1/3/2023,2,40,40,10,2,73.91
2837,8/10/2022,5,6,6,2,4,338.86
2838,4/25/2023,1,32,32,13,2,263.91
2839,10/22/2024,2,1,1,14,3,638.01
2840,6/21/2024,2,7,7,10,3,123.41
2841,4/7/2024,3,3,3,15,4,480.27
2842,9/23/2024,2,8,8,12,2,121.48
2843,12/11/2021,2,24,24,5,5,356.29
2844,1/8/2025,2,25,25,1,1,204.94
2845,9/3/2024,3,4,4,4,2,263
2846,9/13/2022,2,7,7,16,2,52.69
2847,10/24/2021,2,1,1,13,2,277.42
2848,6/21/2023,2,25,25,3,1,112.72
2849,11/4/2022,5,21,21,17,1,94.99
2850,7/8/2024,2,7,7,12,5,246.06
2851,9/4/2024,1,11,11,8,3,325.16
2852,7/30/2024,5,15,15,10,1,45.31
2853,7/23/2024,2,25,25,8,4,387.96
2854,12/12/2024,3,28,28,7,5,1090.98
2855,1/2/2023,2,25,25,2,1,91.26
2856,4/28/2022,1,11,11,8,5,555.93
2857,4/13/2022,2,1,1,10,5,180.93
2858,10/24/2024,2,40,40,9,2,126.99
2859,11/17/2022,2,37,37,7,5,894.9
2860,3/20/2022,3,22,22,13,3,467.42
2861,1/9/2023,2,1,1,14,1,203.09
2862,7/22/2024,2,39,39,5,3,184.91
2863,11/1/2021,5,13,13,14,1,155.26
2864,6/3/2022,5,19,19,3,4,408.59
2865,8/20/2022,2,25,25,17,4,271.16
2866,8/6/2022,2,17,17,8,5,498.64
2867,1/26/2024,3,38,38,6,5,947.87
2868,3/14/2024,2,25,25,14,5,877.57
2869,12/16/2022,2,8,8,7,2,346.88
2870,5/30/2024,2,17,17,2,2,174.05
2871,4/3/2023,2,8,8,12,3,190.45
2872,9/8/2023,2,25,25,2,3,294.46
2873,10/9/2022,4,23,23,8,5,476.36
2874,7/13/2024,5,9,9,18,3,89.46
2875,8/5/2025,2,39,39,5,4,259.77
2876,1/18/2025,2,7,7,6,4,598.22
2877,8/31/2023,2,7,7,8,2,216.6
2878,12/1/2024,2,24,24,16,5,119.21
2879,7/19/2024,2,17,17,1,4,705.6
2880,5/15/2024,2,8,8,11,1,163.75
2881,11/21/2021,2,1,1,2,1,67.06
2882,7/8/2024,1,32,32,8,2,196.75
2883,2/22/2023,5,10,10,15,1,113.14
2884,12/11/2023,2,7,7,4,5,620.62
2885,3/5/2023,2,17,17,18,1,23.52
2886,3/3/2025,2,37,37,13,4,552.4
2887,7/3/2023,5,9,9,11,1,174.32
2888,5/11/2022,2,39,39,12,4,247.31
2889,1/3/2024,1,32,32,11,3,518.44
2890,10/26/2024,2,17,17,15,4,513.06
2891,12/6/2021,2,37,37,10,5,190.9
2892,3/23/2025,2,7,7,12,2,131.99
2893,4/8/2022,2,17,17,17,3,257.21
2894,3/10/2023,5,13,13,8,4,415.45
2895,7/26/2025,2,8,8,5,4,335.68
2896,2/14/2025,5,15,15,12,4,272.33
2897,8/13/2023,2,7,7,12,3,152.37
2898,12/18/2024,2,8,8,13,5,778.48
2899,3/4/2023,1,31,31,9,5,350.4
2900,10/25/2023,2,39,39,18,2,46.74
2901,8/28/2025,2,7,7,2,4,274.7
2902,6/3/2025,2,1,1,6,4,784.56
2903,7/6/2024,2,39,39,2,5,496.74
2904,7/23/2024,5,21,21,12,3,146.99
2905,2/15/2024,2,7,7,2,2,173.92
2906,12/12/2021,5,21,21,13,5,861.81
2907,7/12/2025,2,25,25,18,5,102.66
2908,7/6/2022,4,12,12,11,2,307.65
2909,4/16/2022,2,7,7,3,2,223.57
2910,12/10/2021,2,40,40,5,5,421.31
2911,4/18/2022,2,39,39,1,5,998.58
2912,2/1/2025,4,30,30,4,1,154.06
2913,1/31/2023,5,13,13,4,2,255.68
2914,10/17/2022,3,22,22,3,3,330.23
2915,9/5/2024,3,18,18,17,5,491.41
2916,5/1/2023,4,36,36,11,4,768.94
2917,1/11/2024,1,32,32,3,1,80.12
2918,12/30/2023,1,31,31,8,3,252.33
2919,5/8/2024,5,21,21,8,3,311.47
2920,3/29/2025,2,25,25,16,3,77.29
2921,12/19/2021,4,33,33,13,4,666.62
2922,9/13/2022,5,21,21,18,2,50.71
2923,5/11/2023,2,24,24,4,5,758.96
2924,6/20/2023,2,24,24,9,3,279.85
2925,7/30/2023,2,8,8,17,4,367.9
2926,12/2/2021,2,1,1,5,1,70.63
2927,3/22/2022,2,7,7,4,5,720.47
2928,10/20/2024,3,5,5,13,3,386.13
2929,11/7/2022,2,1,1,6,3,415.14
2930,5/19/2024,4,30,30,16,4,113.11
2931,1/4/2023,2,8,8,7,2,338.18
2932,1/13/2024,4,29,29,11,4,570.76
2933,12/20/2022,3,4,4,1,4,808.24
2934,11/20/2023,5,10,10,10,4,154.18
2935,4/23/2023,2,24,24,12,2,130.29
2936,3/18/2025,5,10,10,17,1,78.39
2937,9/6/2024,2,17,17,6,5,990.97
2938,1/4/2023,2,1,1,17,2,174.94
2939,1/9/2025,4,12,12,12,4,281
2940,4/5/2024,5,13,13,8,2,217.36
2941,10/2/2021,2,40,40,7,2,366.77
2942,2/21/2024,2,17,17,13,3,389.16
2943,8/28/2023,2,39,39,4,3,453.14
2944,3/18/2023,2,24,24,18,4,91.16
2945,12/17/2023,2,39,39,10,4,196.68
2946,6/30/2025,5,13,13,9,1,85.96
2947,5/16/2025,5,13,13,13,4,710.88
2948,2/3/2022,2,37,37,3,4,342.09
2949,1/12/2024,2,37,37,7,2,456.78
2950,7/21/2023,2,8,8,8,3,343.24
2951,3/19/2023,2,17,17,3,2,208.28
2952,8/19/2022,2,25,25,16,2,52.47
2953,9/14/2022,2,1,1,9,4,331.99
2954,2/17/2023,3,2,2,9,4,363.3
2955,10/8/2022,5,10,10,1,4,878.28
2956,11/7/2022,2,39,39,10,3,127.59
2957,1/5/2022,2,1,1,2,3,206.96
2958,12/10/2024,2,37,37,9,3,275.7
2959,4/26/2025,2,25,25,9,5,411.17
2960,5/13/2025,2,24,24,5,2,165.91
2961,9/27/2024,2,8,8,10,4,162.36
2962,12/12/2022,3,22,22,2,2,188.53
2963,12/29/2023,5,10,10,5,2,118.86
2964,1/23/2023,2,8,8,14,4,834.02
2965,5/27/2022,5,15,15,6,4,608.8
2966,6/28/2023,4,12,12,15,5,587.22
2967,11/15/2024,5,21,21,11,5,971.32
2968,1/29/2025,2,17,17,12,1,70.95
2969,6/8/2023,5,21,21,16,2,46.75
2970,9/1/2023,1,32,32,4,5,588.19
2971,6/3/2024,3,5,5,13,5,828.49
2972,12/5/2024,2,25,25,17,3,205.42
2973,6/30/2024,2,37,37,15,3,395.99
2974,8/15/2024,2,17,17,13,3,510.46
2975,8/17/2022,2,7,7,8,2,224.07
2976,6/29/2025,2,7,7,12,5,332.91
2977,8/20/2022,3,26,26,15,1,151.69
2978,7/15/2022,5,15,15,10,1,44.5
2979,4/23/2025,2,24,24,5,1,68.41
2980,8/6/2022,3,2,2,10,5,237.1
2981,8/12/2022,2,17,17,14,4,769.93
2982,9/7/2025,5,6,6,16,1,29.32
2983,4/8/2025,2,25,25,15,5,583.99
2984,4/30/2024,1,32,32,9,3,235.87
2985,8/30/2024,5,9,9,4,2,273.32
2986,4/27/2023,1,35,35,4,1,128.72
2987,3/3/2022,5,19,19,14,3,512.8
2988,10/2/2022,3,20,20,15,3,399.42
2989,5/11/2024,2,37,37,3,5,434.74
2990,4/6/2023,5,10,10,3,5,550.76
2991,12/9/2023,3,3,3,17,4,369.56
2992,8/19/2022,2,7,7,7,4,677.49
2993,3/9/2024,2,25,25,9,1,81.96
2994,2/22/2022,1,32,32,13,3,430.89
2995,2/22/2025,2,25,25,5,3,261.55
2996,11/23/2024,4,29,29,9,5,369.01
2997,7/16/2022,2,40,40,17,1,97.37
2998,5/30/2022,2,40,40,3,4,381.82
2999,9/28/2022,3,28,28,18,5,123.74
3000,8/20/2024,2,8,8,6,1,204.43
3001,10/24/2021,2,37,37,8,2,170.92
3002,1/17/2025,2,8,8,12,1,67.72
3003,6/9/2022,5,19,19,3,1,115.67
3004,10/4/2024,5,21,21,8,4,404.11
3005,6/24/2024,5,13,13,3,1,98.37
3006,3/28/2023,2,40,40,16,3,93.02
3007,8/7/2022,2,25,25,9,5,364.28
3008,8/3/2023,2,17,17,16,4,116.38
3009,10/6/2023,2,7,7,1,5,809.36
3010,10/18/2023,5,19,19,14,2,353.35
3011,10/4/2023,2,25,25,17,5,412.52
3012,3/15/2022,2,7,7,17,1,97.95
3013,6/23/2024,2,24,24,12,5,252.24
3014,2/12/2023,2,37,37,11,2,318.43
3015,4/23/2023,2,40,40,10,4,191.96
3016,5/21/2025,5,9,9,6,5,1025.93
3017,11/15/2022,2,25,25,4,2,250.64
3018,3/17/2023,5,15,15,11,3,491.17
3019,10/28/2024,2,1,1,5,3,244.18
3020,10/2/2024,5,19,19,16,3,82.16
3021,12/22/2023,5,15,15,15,4,434.92
3022,2/3/2023,5,6,6,10,1,44.12
3023,11/15/2022,4,23,23,4,2,324.64
3024,7/14/2022,2,8,8,16,5,146.62
3025,9/18/2022,2,1,1,14,4,752
3026,6/14/2022,5,13,13,17,2,159.38
3027,10/24/2023,2,25,25,2,1,73.63
3028,9/23/2022,2,25,25,4,1,141.24
3029,9/23/2021,2,24,24,13,3,375.48
3030,8/13/2025,5,10,10,7,5,1154.33
3031,11/4/2022,5,19,19,7,1,174.83
3032,12/11/2024,2,17,17,6,1,175.21
3033,9/4/2023,2,39,39,10,1,44.13
3034,11/11/2021,2,25,25,17,4,365.94
3035,11/7/2022,2,8,8,18,1,21.06
3036,9/17/2021,2,1,1,12,1,65.52
3037,10/27/2024,3,38,38,5,1,86.01
3038,3/15/2024,5,9,9,8,4,432.58
