"ID_FACTURE","DT_FACTURE","ID_CLIENT","ID_DEVIS"
"FA007715","2024-01-07","EM-1414082","DE010404"
"FA007716","2024-01-18","PK-190751408","DE010404"
"FA007717","2024-04-24","CK-125957","DE010404"
"FA007718","2023-08-16","MS-1753058","DE010404"
"FA007719","2023-09-18","PW-190301402","DE010404"
"FA007720","2023-04-15","RD-1993027","DE010404"
"FA007721","2023-02-24","BO-1135048","DE010404"
"FA007722","2023-10-16","CP-1234031","DE010404"
"FA007723","2023-02-15","KH-1663036","DE010404"
"FA007724","2023-05-01","MD-1786014","DE010404"
"FA007725","2023-10-09","PC-18745102","DE010404"
"FA007726","2023-06-15","AA-1064556","DE010404"
"FA007727","2023-06-25","Co-1264088","DE010404"
"FA007728","2023-07-22","DK-129855","DE010404"
"FA007729","2023-09-20","LW-1712591","DE010404"
"FA007730","2023-12-21","PB-915061","DE010404"
"FA007731","2023-09-25","AB-15137","DE010404"
"FA007732","2024-05-01","JH-1582045","DE010404"
"FA007733","2023-02-02","CR-28203","DE010404"
"FA007734","2023-11-06","MW-18220120","DE010404"
"FA007735","2024-07-22","KH-636095","DE010404"
"FA007736","2024-06-20","KL-166451402","DE010404"
"FA007737","2024-06-21","SC-1077060","DE010404"
"FA007738","2023-06-09","NW-1840059","DE010404"
"FA007739","2023-05-14","MH-744063","DE010404"
"FA007740","2024-06-05","TB-11280108","DE010404"
"FA007741","2024-05-23","KC-1667528","DE010404"
"FA007742","2024-03-30","RM-967523","DE010404"
"FA007743","2024-06-10","BP-11050139","DE010404"
"FA007744","2023-06-20","AH-1046539","DE010404"
"FA007745","2023-09-05","LC-6960134","DE010404"
"FA007746","2023-03-14","AH-1069064","DE010404"
"FA007747","2024-04-28","MH-1811555","DE010404"
"FA007748","2024-01-16","MR-1754548","DE010404"
"FA007749","2023-09-14","PM-8940108","DE010404"
"FA007750","2023-04-12","RM-9375122","DE010404"
"FA007751","2023-11-05","CC-1268555","DE010404"
"FA007752","2023-09-27","CM-1223545","DE010404"
"FA007753","2023-03-16","SD-1048563","DE010404"
"FA007754","2023-05-02","SJ-2050051","DE010404"
"FA007755","2024-06-03","JM-1553558","DE010404"
"FA007756","2024-03-19","MK-1790558","DE010404"
"FA007757","2023-11-19","SG-20605144","DE010404"
"FA007758","2024-03-29","RW-19630120","DE010404"
"FA007759","2023-07-16","TS-213701404","DE010404"
"FA007760","2024-01-21","SW-1075523","DE010404"
"FA007761","2023-11-09","SC-2038064","DE010404"
"FA007762","2024-02-10","DW-13585132","DE010404"
"FA007763","2024-04-26","DK-31504","DE010404"
"FA007764","2023-10-22","LC-688529","DE010404"
"FA007765","2024-04-14","RM-19675139","DE010404"
"FA007766","2023-05-11","DB-13210120","DE010404"
"FA007767","2023-05-11","AS-1009098","DE010404"
"FA007768","2024-01-08","SM-10950108","DE010404"
"FA007769","2023-04-08","BF-102086","DE010404"
"FA007770","2023-05-14","BN-151557","DE010404"
"FA007771","2023-05-07","RH-194951408","DE010404"
"FA007772","2023-09-28","JF-549095","DE010404"
"FA007773","2024-05-30","AB-1001564","DE010404"
"FA007774","2024-04-20","DS-130301404","DE010404"
"FA007775","2023-05-12","JC-1534097","DE010404"
"FA007776","2023-07-10","KW-6435147","DE010404"
"FA007777","2024-04-08","MZ-1733545","DE010404"
"FA007778","2023-07-22","SD-204851406","DE010404"
"FA007779","2024-04-08","RS-1942064","DE010404"
"FA007780","2023-07-14","LW-699061","DE010404"
"FA007781","2023-12-29","CL-12565139","DE010404"
"FA007782","2023-11-02","CK-12760139","DE010404"
"FA007783","2023-02-27","SW-20245102","DE010404"
"FA007784","2023-12-05","HP-1481537","DE010404"
"FA007785","2024-05-24","TS-214301402","DE010404"
"FA007786","2024-04-24","BD-177038","DE010404"
"FA007787","2023-01-07","NZ-1856511","DE010404"
"FA007788","2024-06-29","MT-1807082","DE010404"
"FA007789","2023-07-25","KM-6375146","DE010404"
"FA007790","2023-08-16","JB-160451408","DE010404"
"FA007791","2024-01-14","IG-150851406","DE010404"
"FA007792","2023-08-04","KB-1624031","DE010404"
"FA007793","2024-02-15","MK-17905143","DE010404"
"FA007794","2024-03-18","CA-1226527","DE010404"
"FA007795","2023-12-05","TC-214751404","DE010404"
"FA007796","2024-02-14","AF-108701408","DE010404"
"FA007797","2023-12-30","CK-2760117","DE010404"
"FA007798","2023-09-21","JK-5625116","DE010404"
"FA007799","2023-06-07","EM-3810137","DE010404"
"FA007800","2023-02-27","TB-21595113","DE010404"
"FA007801","2023-01-13","MB-17305125","DE010404"
"FA007802","2024-02-15","MG-1765048","DE010404"
"FA007803","2023-03-10","MC-1759051","DE010404"
"FA007804","2023-01-04","EM-13960144","DE010404"
"FA007805","2023-09-18","LC-170501404","DE010404"
"FA007806","2023-11-05","JS-1603045","DE010404"
"FA007807","2024-04-25","AW-1093064","DE010404"
"FA007808","2023-08-15","SS-2014027","DE010404"
"FA007809","2024-02-27","SB-201701402","DE010404"
"FA007810","2024-04-03","CS-1249045","DE010404"
"FA007811","2024-03-18","RL-1961548","DE010404"
"FA007812","2023-06-23","BD-17254","DE010404"
"FA007813","2024-03-07","KM-166607","DE010404"
"FA007814","2023-01-22","LD-16855132","DE010404"
"FA007815","2023-01-10","HG-502560","DE010404"
"FA007816","2023-12-04","HG-148451408","DE010404"
"FA007817","2023-09-13","KA-1652531","DE010404"
"FA007818","2023-02-15","RD-1966027","DE010404"
"FA007819","2023-06-26","LA-16780120","DE010404"
"FA007820","2024-06-17","JP-1613545","DE010404"
"FA007821","2023-03-15","CM-1265593","DE010404"
"FA007822","2023-10-06","SJ-201257","DE010404"
"FA007823","2024-05-04","AB-10105101","DE010404"
"FA007824","2024-04-07","PN-1877548","DE010404"
"FA007825","2024-02-20","MS-1783082","DE010404"
"FA007826","2023-03-09","SE-1011033","DE010404"
"FA007827","2023-05-23","CC-123708","DE010404"
"FA007828","2024-01-15","RW-196901406","DE010404"
"FA007829","2024-06-19","KD-1649558","DE010404"
"FA007830","2023-04-10","JJ-1576048","DE010404"
"FA007831","2023-06-14","LD-6855110","DE010404"
"FA007832","2023-10-31","EA-1403598","DE010404"
"FA007833","2023-01-23","DE-325560","DE010404"
"FA007834","2023-10-25","DB-13060143","DE010404"
"FA007835","2023-04-14","CD-2280117","DE010404"
"FA007836","2023-07-06","MM-1726051","DE010404"
"FA007837","2024-05-02","RH-960023","DE010404"
"FA007838","2023-03-18","DP-3000108","DE010404"
"FA007839","2023-01-22","AR-1082536","DE010404"
"FA007840","2024-03-21","CA-11965120","DE010404"
"FA007841","2023-11-21","HD-14785101","DE010404"
"FA007842","2024-03-22","AC-66061","DE010404"
"FA007843","2023-05-08","PF-19225125","DE010404"
"FA007844","2024-01-24","AR-1082531","DE010404"
"FA007845","2023-07-27","AH-106901404","DE010404"
"FA007846","2023-04-23","AA-1064582","DE010404"
"FA007847","2024-07-14","DW-319561","DE010404"
"FA007848","2024-01-20","YS-2188058","DE010404"
"FA007849","2023-07-21","DM-1334548","DE010404"
"FA007850","2023-05-18","JB-592538","DE010404"
"FA007851","2023-03-09","BS-180060","DE010404"
"FA007852","2023-06-25","RB-1943527","DE010404"
"FA007853","2023-07-12","EH-13765124","DE010404"
"FA007854","2023-09-08","MS-17770143","DE010404"
"FA007855","2023-11-18","DN-1369059","DE010404"
"FA007856","2024-01-18","GA-4515103","DE010404"
"FA007857","2024-05-24","BW-111101408","DE010404"
"FA007858","2024-03-26","AS-100451402","DE010404"
"FA007859","2024-06-14","FP-4320134","DE010404"
"FA007860","2023-03-16","DF-131351404","DE010404"
"FA007861","2024-05-02","EA-1403582","DE010404"
"FA007862","2023-07-14","KM-622595","DE010404"
"FA007863","2024-01-12","CC-255038","DE010404"
"FA007864","2023-06-27","PK-891068","DE010404"
"FA007865","2024-04-21","MS-177101406","DE010404"
"FA007866","2023-09-26","RF-19735102","DE010404"
"FA007867","2024-05-15","LH-1702091","DE010404"
"FA007868","2024-01-31","CK-276061","DE010404"
"FA007869","2023-11-09","TB-2135564","DE010404"
"FA007870","2023-05-13","AG-390134","DE010404"
"FA007871","2024-01-31","RP-1985548","DE010404"
"FA007872","2023-07-03","LR-1691564","DE010404"
"FA007873","2023-01-09","SW-202458","DE010404"
"FA007874","2023-10-12","VG-2180531","DE010404"
"FA007875","2023-09-20","MT-1781592","DE010404"
"FA007876","2024-06-26","KB-6600137","DE010404"
"FA007877","2024-01-05","MT-17815144","DE010404"
"FA007878","2024-03-03","SO-20335139","DE010404"
"FA007879","2023-05-08","RH-195101402","DE010404"
"FA007880","2024-04-30","SC-2072593","DE010404"
"FA007881","2023-01-14","MW-1823518","DE010404"
"FA007882","2023-08-06","SS-1014061","DE010404"
"FA007883","2023-08-31","EH-14125120","DE010404"
"FA007884","2023-10-12","KT-1648048","DE010404"
"FA007885","2023-01-15","ZD-1192560","DE010404"
"FA007886","2024-04-07","AH-195134","DE010404"
"FA007887","2024-01-25","EP-1391527","DE010404"
"FA007888","2023-09-14","SC-10725116","DE010404"
"FA007889","2023-03-25","EH-1418545","DE010404"
"FA007890","2023-09-04","GZ-1447028","DE010404"
"FA007891","2024-03-02","AB-1001593","DE010404"
"FA007892","2024-06-09","MG-7680134","DE010404"
"FA007893","2023-08-29","BB-109901406","DE010404"
"FA007894","2023-08-03","BD-1320103","DE010404"
"FA007895","2023-10-29","JH-5985117","DE010404"
"FA007896","2023-02-10","JR-1567064","DE010404"
"FA007897","2024-02-26","ZD-11925110","DE010404"
"FA007898","2023-08-02","AS-1013545","DE010404"
"FA007899","2023-03-03","BD-1163564","DE010404"
"FA007900","2023-08-20","SC-20095120","DE010404"
"FA007901","2023-05-11","TB-2162559","DE010404"
"FA007902","2023-09-17","BF-1121558","DE010404"
"FA007903","2024-05-01","AH-1012027","DE010404"
"FA007904","2024-06-17","PF-912086","DE010404"
"FA007905","2023-09-04","CK-12325139","DE010404"
"FA007906","2023-03-14","HD-14785124","DE010404"
"FA007907","2023-09-20","MB-180851404","DE010404"
"FA007908","2023-06-25","BP-118529","DE010404"
"FA007909","2023-03-24","LW-1721582","DE010404"
"FA007910","2024-04-29","CM-1216093","DE010404"
"FA007911","2024-06-16","NF-838569","DE010404"
"FA007912","2024-05-07","XP-2186592","DE010404"
"FA007913","2023-11-10","DO-1364518","DE010404"
"FA007914","2023-04-19","KL-1655591","DE010404"
"FA007915","2023-01-29","SH-206351408","DE010404"
"FA007916","2023-05-13","CW-119051402","DE010404"
"FA007917","2024-07-18","TB-2119082","DE010404"
"FA007918","2023-01-06","BD-150086","DE010404"
"FA007919","2023-09-30","MH-1802545","DE010404"
"FA007920","2023-05-28","MO-178007","DE010404"
"FA007921","2024-03-29","DA-1345059","DE010404"
"FA007922","2023-03-28","AH-101957","DE010404"
"FA007923","2024-03-03","JG-15115124","DE010404"
"FA007924","2023-07-01","JF-556533","DE010404"
"FA007925","2024-06-01","NP-1832593","DE010404"
"FA007926","2023-10-10","EG-3900134","DE010404"
"FA007927","2023-10-24","BE-114551402","DE010404"
"FA007928","2024-05-17","RF-19735102","DE010404"
"FA007929","2024-06-16","SL-2015582","DE010404"
"FA007930","2024-04-20","LS-17245120","DE010404"
"FA007931","2023-08-29","RD-1958544","DE010404"
"FA007932","2023-01-05","TD-209951408","DE010404"
"FA007933","2024-07-08","AR-345134","DE010404"
"FA007934","2024-03-25","BS-1136558","DE010404"
"FA007935","2024-07-07","DK-133757","DE010404"
"FA007936","2023-10-07","SC-1009538","DE010404"
"FA007937","2023-02-20","CK-232538","DE010404"
"FA007938","2023-03-13","HA-490560","DE010404"
"FA007939","2024-06-08","MO-780086","DE010404"
"FA007940","2024-03-14","VF-217151402","DE010404"
"FA007941","2023-02-01","AI-1085592","DE010404"
"FA007942","2024-01-29","YS-2188018","DE010404"
"FA007943","2023-01-25","ML-1826555","DE010404"
"FA007944","2024-04-29","MG-17875139","DE010404"
"FA007945","2023-10-01","SF-2020045","DE010404"
"FA007946","2024-02-23","LC-1696091","DE010404"
"FA007947","2024-01-31","PB-1915098","DE010404"
"FA007948","2024-01-12","NC-862523","DE010404"
"FA007949","2023-06-11","TH-1110033","DE010404"
"FA007950","2023-03-26","SS-2087558","DE010404"
"FA007951","2023-04-18","SC-206958","DE010404"
"FA007952","2024-05-15","AD-101801406","DE010404"
"FA007953","2024-04-14","GH-442561","DE010404"
"FA007954","2023-12-15","JP-1546059","DE010404"
"FA007955","2023-05-10","GM-45004","DE010404"
"FA007956","2023-12-30","LH-715522","DE010404"
"FA007957","2023-04-29","NM-1844518","DE010404"
"FA007958","2024-02-11","AT-1043582","DE010404"
"FA007959","2023-08-24","DS-1318055","DE010404"
"FA007960","2024-06-23","FH-142751406","DE010404"
"FA007961","2023-03-15","CA-1196527","DE010404"
"FA007962","2023-07-25","HD-147851406","DE010404"
"FA007963","2023-02-02","DM-1352564","DE010404"
"FA007964","2023-11-03","JW-1595548","DE010404"
"FA007965","2023-06-21","DR-1294064","DE010404"
"FA007966","2023-06-06","RA-1991536","DE010404"
"FA007967","2024-02-06","FO-4305126","DE010404"
"FA007968","2023-01-03","KH-633086","DE010404"
"FA007969","2023-05-08","CD-1279018","DE010404"
"FA007970","2023-03-24","MA-175601404","DE010404"
"FA007971","2023-08-06","SS-201401404","DE010404"
"FA007972","2023-12-21","MC-176051406","DE010404"
"FA007973","2023-01-21","MB-808557","DE010404"
"FA007974","2024-05-22","AJ-945111","DE010404"
"FA007975","2023-11-06","MY-17380104","DE010404"
"FA007976","2023-08-02","AM-10705139","DE010404"
"FA007977","2024-05-27","KN-6705107","DE010404"
"FA007978","2024-02-29","AH-1003019","DE010404"
"FA007979","2023-06-02","AG-107658","DE010404"
"FA007980","2023-01-04","LH-169001408","DE010404"
"FA007981","2023-12-25","BG-1103544","DE010404"
"FA007982","2023-01-20","CS-12460139","DE010404"
"FA007983","2023-08-26","SS-208751402","DE010404"
"FA007984","2023-09-01","KC-1654026","DE010404"
"FA007985","2023-01-16","EA-14035139","DE010404"
"FA007986","2023-01-11","SS-20590139","DE010404"
"FA007987","2023-11-06","EH-141257","DE010404"
"FA007988","2024-04-29","GH-144851402","DE010404"
"FA007989","2024-03-03","TZ-2158058","DE010404"
"FA007990","2023-01-04","BE-114101404","DE010404"
"FA007991","2023-05-12","TC-1098095","DE010404"
"FA007992","2024-05-16","CM-1211555","DE010404"
"FA007993","2024-01-16","KT-6480135","DE010404"
"FA007994","2024-06-27","TC-2129591","DE010404"
"FA007995","2024-01-16","KM-167205","DE010404"
"FA007996","2024-02-10","MK-179057","DE010404"
"FA007997","2023-10-11","SS-205901404","DE010404"
"FA007998","2023-10-22","AA-31513","DE010404"
"FA007999","2024-04-22","CR-127307","DE010404"
"FA008000","2023-11-11","HL-1504045","DE010404"
"FA008001","2024-01-05","MT-17815144","DE010404"
"FA008002","2023-10-26","MV-748520","DE010404"
"FA008003","2024-04-10","DB-1327056","DE010404"
"FA008004","2023-10-08","PT-1909092","DE010404"
"FA008005","2023-01-13","SN-10560137","DE010404"
"FA008006","2023-07-25","FH-1435045","DE010404"
"FA008007","2023-08-10","MZ-1751545","DE010404"
"FA008008","2023-10-12","SW-2075531","DE010404"
"FA008009","2024-07-06","CS-1217537","DE010404"
"FA008010","2023-11-07","RD-1948011","DE010404"
"FA008011","2023-08-14","Dp-3240117","DE010404"
"FA008012","2023-12-18","VM-11685134","DE010404"
"FA008013","2024-04-18","CM-1223528","DE010404"
"FA008014","2024-02-19","DL-13330139","DE010404"
"FA008015","2023-10-22","KS-1630014","DE010404"
"FA008016","2024-04-28","TB-11175129","DE010404"
"FA008017","2023-04-24","AW-1084045","DE010404"
"FA008018","2023-07-29","JP-1552039","DE010404"
"FA008019","2024-05-02","IM-15070144","DE010404"
"FA008020","2023-06-15","CC-247519","DE010404"
"FA008021","2023-02-22","GH-1442596","DE010404"
"FA008022","2024-05-12","DW-135401408","DE010404"
"FA008023","2023-12-16","MG-1768045","DE010404"
"FA008024","2024-01-10","AB-1016582","DE010404"
"FA008025","2024-03-10","AS-10225120","DE010404"
"FA008026","2024-06-23","CP-12340120","DE010404"
"FA008027","2023-04-08","DF-131351406","DE010404"
"FA008028","2023-08-15","NP-8685137","DE010404"
"FA008029","2023-09-22","AB-25533","DE010404"
"FA008030","2023-06-02","PS-190451406","DE010404"
"FA008031","2023-06-14","RK-193007","DE010404"
"FA008032","2023-09-06","AG-30067","DE010404"
"FA008033","2024-04-20","CK-220561","DE010404"
"FA008034","2023-07-25","DP-1316527","DE010404"
"FA008035","2024-06-29","LB-1673551","DE010404"
"FA008036","2023-02-17","LW-721595","DE010404"
"FA008037","2023-07-25","KB-631560","DE010404"
"FA008038","2024-01-23","TS-2116045","DE010404"
"FA008039","2023-12-10","YS-2188055","DE010404"
"FA008040","2023-05-05","DW-358586","DE010404"
"FA008041","2024-01-06","AG-1052555","DE010404"
"FA008042","2023-03-15","RR-1952518","DE010404"
"FA008043","2023-01-13","RE-940560","DE010404"
"FA008044","2024-02-29","YS-2188031","DE010404"
"FA008045","2023-09-11","LA-6780108","DE010404"
"FA008046","2024-01-16","EH-139451406","DE010404"
"FA008047","2023-01-21","KD-1661562","DE010404"
"FA008048","2024-04-16","LR-1703539","DE010404"
"FA008049","2023-07-15","GM-14695139","DE010404"
"FA008050","2024-01-12","TZ-2158082","DE010404"
"FA008051","2023-11-25","AG-1049564","DE010404"
"FA008052","2024-02-11","SE-2011098","DE010404"
"FA008053","2024-03-19","CS-122501404","DE010404"
"FA008054","2024-04-06","MD-178601408","DE010404"
"FA008055","2023-06-08","NP-1870028","DE010404"
"FA008056","2023-06-09","AS-1009027","DE010404"
"FA008057","2023-09-19","PC-19000139","DE010404"
"FA008058","2024-07-06","TS-2116045","DE010404"
"FA008059","2024-02-15","VB-2174518","DE010404"
"FA008060","2023-07-06","TM-210101402","DE010404"
"FA008061","2023-02-01","CM-238595","DE010404"
"FA008062","2024-07-05","DH-1367545","DE010404"
"FA008063","2024-03-23","LT-1711059","DE010404"
"FA008064","2024-07-18","BW-1120059","DE010404"
"FA008065","2023-09-18","NP-867061","DE010404"
"FA008066","2023-12-09","DH-136751406","DE010404"
"FA008067","2023-03-27","KC-1654037","DE010404"
"FA008068","2024-05-17","GB-1453027","DE010404"
"FA008069","2024-02-27","RR-19315118","DE010404"
"FA008070","2023-02-08","NM-1844593","DE010404"
"FA008071","2023-08-03","NC-1862564","DE010404"
"FA008072","2023-03-15","RB-943575","DE010404"
"FA008073","2024-03-16","HW-1493545","DE010404"
"FA008074","2023-03-17","ML-173951408","DE010404"
"FA008075","2023-10-10","MT-8070110","DE010404"
"FA008076","2023-12-05","PM-913573","DE010404"
"FA008077","2023-12-10","MB-17305125","DE010404"
"FA008078","2023-09-10","BG-116957","DE010404"
"FA008079","2023-04-28","PM-894038","DE010404"
"FA008080","2024-05-23","SS-2059045","DE010404"
"FA008081","2023-01-03","SZ-200351402","DE010404"
"FA008082","2023-12-09","KC-625595","DE010404"
"FA008083","2023-09-10","MG-1820548","DE010404"
"FA008084","2023-05-29","SF-2020018","DE010404"
"FA008085","2024-02-29","PG-1882082","DE010404"
"FA008086","2024-05-20","AG-1033092","DE010404"
"FA008087","2023-05-31","EA-4035134","DE010404"
"FA008088","2023-09-06","KT-1646598","DE010404"
"FA008089","2024-04-19","AT-43533","DE010404"
"FA008090","2024-04-25","CS-1186082","DE010404"
"FA008091","2024-04-24","MG-176507","DE010404"
"FA008092","2024-07-10","PF-19225102","DE010404"
"FA008093","2023-12-31","IM-15055118","DE010404"
"FA008094","2023-04-21","GA-145157","DE010404"
"FA008095","2023-01-02","CS-125051406","DE010404"
"FA008096","2024-05-12","JL-15235120","DE010404"
"FA008097","2024-07-18","AJ-10960120","DE010404"
"FA008098","2024-04-21","EJ-141551406","DE010404"
"FA008099","2024-07-05","ME-772530","DE010404"
"FA008100","2023-12-16","CK-1220555","DE010404"
"FA008101","2024-02-24","AC-1042039","DE010404"
"FA008102","2023-05-23","HG-1484558","DE010404"
"FA008103","2024-02-17","MK-1790555","DE010404"
"FA008104","2023-06-30","EH-400587","DE010404"
"FA008105","2023-06-29","SH-1063583","DE010404"
"FA008106","2023-02-02","FM-1429031","DE010404"
"FA008107","2023-07-29","MV-18190120","DE010404"
"FA008108","2023-11-07","DL-128651404","DE010404"
"FA008109","2023-04-30","ED-388586","DE010404"
"FA008110","2024-05-03","MM-8280108","DE010404"
"FA008111","2023-07-19","DK-12985102","DE010404"
"FA008112","2024-05-19","BD-116357","DE010404"
"FA008113","2023-01-29","JE-571561","DE010404"
"FA008114","2023-05-16","LH-1690082","DE010404"
"FA008115","2023-03-29","KA-1652539","DE010404"
"FA008116","2024-03-15","AS-1009015","DE010404"
"FA008117","2023-10-16","CK-1276028","DE010404"
"FA008118","2023-07-01","EN-378038","DE010404"
"FA008119","2023-07-27","AS-100901404","DE010404"
"FA008120","2024-06-15","JM-1558026","DE010404"
"FA008121","2023-04-14","RR-1931526","DE010404"
"FA008122","2023-05-27","EH-376595","DE010404"
"FA008123","2023-03-30","MP-1747039","DE010404"
"FA008124","2024-05-13","SP-2062064","DE010404"
"FA008125","2024-03-23","CR-1258051","DE010404"
"FA008126","2024-04-22","SH-206351404","DE010404"
"FA008127","2023-07-30","AT-1043531","DE010404"
"FA008128","2023-09-10","EJ-13720118","DE010404"
"FA008129","2023-03-15","CP-1234048","DE010404"
"FA008130","2023-08-06","EH-1418592","DE010404"
"FA008131","2023-01-25","CM-1181545","DE010404"
"FA008132","2023-12-26","TD-2099558","DE010404"
"FA008133","2023-12-27","TS-2108536","DE010404"
"FA008134","2023-12-07","MJ-17740139","DE010404"
"FA008135","2024-07-03","CM-12235130","DE010404"
"FA008136","2024-07-01","GM-146957","DE010404"
"FA008137","2023-08-15","SW-2075591","DE010404"
"FA008138","2023-11-29","NP-832568","DE010404"
"FA008139","2024-03-27","RB-193301406","DE010404"
"FA008140","2023-07-13","MS-17770104","DE010404"
"FA008141","2023-12-13","BD-117257","DE010404"
"FA008142","2023-04-23","DH-1307536","DE010404"
"FA008143","2024-02-08","FO-14305120","DE010404"
"FA008144","2023-04-15","SB-10185110","DE010404"
"FA008145","2024-07-08","AS-1009045","DE010404"
"FA008146","2023-03-01","TB-2117598","DE010404"
"FA008147","2024-06-05","SC-1009538","DE010404"
"FA008148","2023-11-16","KC-1654082","DE010404"
"FA008149","2023-01-15","VB-1174586","DE010404"
"FA008150","2023-08-15","DL-129255","DE010404"
"FA008151","2024-05-09","MR-1754531","DE010404"
"FA008152","2023-01-08","KH-16360101","DE010404"
"FA008153","2023-06-03","SC-2084558","DE010404"
"FA008154","2023-05-05","LR-170351406","DE010404"
"FA008155","2023-08-31","KS-1630048","DE010404"
"FA008156","2024-03-23","BP-1105064","DE010404"
"FA008157","2023-03-03","EB-1384059","DE010404"
"FA008158","2023-03-24","BP-110501404","DE010404"
"FA008159","2023-12-09","FP-1432048","DE010404"
"FA008160","2024-06-07","BT-1148550","DE010404"
"FA008161","2023-02-05","AR-10825120","DE010404"
"FA008162","2023-07-03","JF-1556545","DE010404"
"FA008163","2024-01-18","MZ-1733548","DE010404"
"FA008164","2024-01-03","JJ-1544558","DE010404"
"FA008165","2023-09-23","CA-1277531","DE010404"
"FA008166","2023-07-06","HF-1499518","DE010404"
"FA008167","2023-03-07","RB-19705120","DE010404"
"FA008168","2023-06-04","CK-122051404","DE010404"
"FA008169","2023-09-26","TC-2147536","DE010404"
"FA008170","2023-08-07","DB-13660120","DE010404"
"FA008171","2023-12-09","JO-1528093","DE010404"
"FA008172","2023-04-16","EH-139451408","DE010404"
"FA008173","2023-01-05","JC-534038","DE010404"
"FA008174","2023-09-05","TS-2150536","DE010404"
"FA008175","2023-01-03","JM-1586527","DE010404"
"FA008176","2023-08-08","PR-1888045","DE010404"
"FA008177","2023-11-18","BM-1114098","DE010404"
"FA008178","2023-06-14","PB-192101402","DE010404"
"FA008179","2024-04-18","FH-1427559","DE010404"
"FA008180","2023-06-08","AG-10765139","DE010404"
"FA008181","2024-02-28","MG-1789091","DE010404"
"FA008182","2024-03-18","RS-194207","DE010404"
"FA008183","2023-05-31","VG-2180548","DE010404"
"FA008184","2023-11-03","KB-1631598","DE010404"
"FA008185","2023-02-21","AS-1013558","DE010404"
"FA008186","2023-02-24","JK-1562545","DE010404"
"FA008187","2024-06-29","TA-1138570","DE010404"
"FA008188","2023-03-15","LW-1682514","DE010404"
"FA008189","2024-01-30","GA-1472564","DE010404"
"FA008190","2023-07-09","CR-12820120","DE010404"
"FA008191","2023-03-30","CA-119651406","DE010404"
"FA008192","2024-03-28","CC-237038","DE010404"
"FA008193","2023-06-05","DB-1297045","DE010404"
"FA008194","2024-02-07","DB-3405107","DE010404"
"FA008195","2023-02-26","AA-10315102","DE010404"
"FA008196","2023-02-09","DW-131951402","DE010404"
"FA008197","2023-06-09","CM-1830134","DE010404"
"FA008198","2024-06-11","RB-19645102","DE010404"
"FA008199","2023-02-15","CK-276061","DE010404"
"FA008200","2023-06-27","JE-1574551","DE010404"
"FA008201","2024-04-04","SC-20440120","DE010404"
"FA008202","2023-03-29","PC-874538","DE010404"
"FA008203","2024-06-04","MS-178301404","DE010404"
"FA008204","2023-12-14","TH-1155033","DE010404"
"FA008205","2023-04-25","KW-165701404","DE010404"
"FA008206","2024-03-04","PF-1916548","DE010404"
"FA008207","2023-02-24","NF-18595139","DE010404"
"FA008208","2023-11-26","LF-7185111","DE010404"
"FA008209","2023-12-13","RD-990038","DE010404"
"FA008210","2023-10-22","SD-10485137","DE010404"
"FA008211","2024-05-05","MH-18115102","DE010404"
"FA008212","2023-08-24","ME-177257","DE010404"
"FA008213","2024-02-27","BF-109751402","DE010404"
"FA008214","2024-07-04","EM-3810137","DE010404"
"FA008215","2023-11-30","DD-1357045","DE010404"
"FA008216","2023-06-24","MK-79058","DE010404"
"FA008217","2023-04-25","BT-1144091","DE010404"
"FA008218","2023-12-09","MO-17950120","DE010404"
"FA008219","2024-02-15","DK-1322582","DE010404"
"FA008220","2023-12-31","DJ-1342027","DE010404"
"FA008221","2023-01-24","CJ-120101406","DE010404"
"FA008222","2024-02-10","NR-1855039","DE010404"
"FA008223","2023-04-13","JW-1595559","DE010404"
"FA008224","2024-02-06","JG-1511531","DE010404"
"FA008225","2024-04-30","SD-20485130","DE010404"
"FA008226","2023-08-07","TG-2164048","DE010404"
"FA008227","2023-07-04","KM-1637536","DE010404"
"FA008228","2023-02-02","GZ-14545118","DE010404"
"FA008229","2023-10-26","SF-2096559","DE010404"
"FA008230","2023-09-02","DV-3045137","DE010404"
"FA008231","2023-02-24","JE-5475146","DE010404"
"FA008232","2023-06-07","BF-111701408","DE010404"
"FA008233","2024-06-16","ZC-21910139","DE010404"
"FA008234","2023-04-03","KE-164201402","DE010404"
"FA008235","2024-07-12","CR-1258064","DE010404"
"FA008236","2024-06-04","AS-13523","DE010404"
"FA008237","2023-09-06","SC-200951402","DE010404"
"FA008238","2023-03-11","MH-180251402","DE010404"
"FA008239","2024-07-02","JR-5700122","DE010404"
"FA008240","2024-02-19","BB-990107","DE010404"
"FA008241","2024-06-20","GZ-1447058","DE010404"
"FA008242","2023-04-05","PC-874519","DE010404"
"FA008243","2023-03-01","SK-1999059","DE010404"
"FA008244","2023-10-05","CH-120701408","DE010404"
"FA008245","2024-01-29","TC-10980110","DE010404"
"FA008246","2024-05-26","RE-1940531","DE010404"
"FA008247","2023-10-10","RE-1940527","DE010404"
"FA008248","2023-11-29","FM-1421548","DE010404"
"FA008249","2023-05-06","BK-1260108","DE010404"
"FA008250","2023-05-05","AG-103901408","DE010404"
"FA008251","2024-02-07","JF-155651402","DE010404"
"FA008252","2023-01-05","SW-2027545","DE010404"
"FA008253","2024-07-17","AC-66022","DE010404"
"FA008254","2024-05-12","DW-358533","DE010404"
