"ID_DEVIS","CD_PRESTATION","NB_QUANTITE","NB_PRIX_HT","NB_PRIX_TTC"
"DE000753","PS0191","9","1646","1728.3"
"DE006878","PS0128","16","1185","1244.25"
"DE004667","PS0007","17","2921","3213.1"
"DE003749","PS0193","2","4880","4880"
"DE005425","PS0076","15","4709","4709"
"DE000359","PS0035","8","3653","4383.6"
"DE008044","PS0136","11","3166","3482.6"
"DE007261","PS0165","5","862","905.1"
"DE009623","PS0055","3","3539","3539"
"DE007478","PS0030","3","3765","4141.5"
"DE001119","PS0087","20","2181","2181"
"DE001520","PS0196","6","3273","3927.6"
"DE006366","PS0165","9","862","905.1"
"DE010222","PS0044","3","894","983.4"
"DE006651","PS0087","3","2181","2181"
"DE006114","PS0144","17","613","613"
"DE009425","PS0185","20","2944","3091.2"
"DE010941","PS0162","13","2580","2838"
"DE009453","PS0111","13","3335","4002"
"DE008271","PS0162","10","2580","2838"
"DE002290","PS0115","20","4570","5027"
"DE007274","PS0193","20","4880","4880"
"DE002129","PS0019","15","4815","4815"
"DE007153","PS0021","13","1716","1801.8"
"DE000253","PS0176","10","1902","1902"
"DE008443","PS0027","15","1108","1329.6"
"DE010673","PS0146","4","1742","1742"
"DE007496","PS0010","18","4373","4591.65"
"DE008810","PS0059","19","4993","5242.65"
"DE009818","PS0030","1","3765","4141.5"
"DE008868","PS0135","11","3908","4689.6"
"DE005662","PS0021","19","1716","1801.8"
"DE009957","PS0093","13","2999","3148.95"
"DE002607","PS0067","19","1824","1915.2"
"DE007142","PS0025","18","4960","5208"
"DE001210","PS0186","10","3126","3438.6"
"DE004789","PS0114","20","3975","4372.5"
"DE002866","PS0120","7","4751","5701.2"
"DE010363","PS0134","17","2614","3136.8"
"DE010432","PS0099","4","3071","3224.55"
"DE002783","PS0079","6","1943","1943"
"DE008967","PS0167","1","2672","2805.6"
"DE004639","PS0164","5","1809","1809"
"DE009643","PS0078","8","3929","3929"
"DE004220","PS0026","6","2578","3093.6"
"DE002329","PS0070","11","1148","1148"
"DE005743","PS0199","13","1317","1580.4"
"DE002293","PS0030","14","3765","4141.5"
"DE000723","PS0122","11","1558","1635.9"
"DE003188","PS0082","12","4269","4695.9"
"DE002970","PS0149","12","1409","1409"
"DE008343","PS0125","11","1693","1777.65"
"DE008689","PS0147","8","1530","1530"
"DE003517","PS0075","13","3943","4140.15"
"DE009207","PS0028","10","2114","2114"
"DE001045","PS0023","10","3479","3479"
"DE009224","PS0029","14","4104","4309.2"
"DE003149","PS0108","15","2728","3000.8"
"DE003736","PS0121","17","4246","4458.3"
"DE008308","PS0002","16","1184","1302.4"
"DE005942","PS0002","18","1184","1302.4"
"DE001217","PS0139","17","3529","3705.45"
"DE005814","PS0039","20","737","773.85"
"DE005899","PS0042","8","3772","4526.4"
"DE009601","PS0021","17","1716","1801.8"
"DE001592","PS0121","5","4246","4458.3"
"DE009097","PS0088","20","1464","1610.4"
"DE005122","PS0197","16","3502","3852.2"
"DE002933","PS0187","11","3333","3499.65"
"DE006542","PS0200","9","2860","3146"
"DE004169","PS0128","12","1185","1244.25"
"DE007310","PS0113","13","1421","1421"
"DE006465","PS0075","1","3943","4140.15"
"DE005954","PS0165","15","862","905.1"
"DE004771","PS0047","13","1271","1334.55"
"DE006755","PS0074","7","1493","1493"
"DE004704","PS0076","10","4709","4709"
"DE004783","PS0035","11","3653","4383.6"
"DE008647","PS0082","3","4269","4695.9"
"DE005744","PS0149","4","1409","1409"
"DE008758","PS0074","1","1493","1493"
"DE010622","PS0081","9","3916","4307.6"
"DE003854","PS0097","13","3905","4686"
"DE010539","PS0108","5","2728","3000.8"
"DE003023","PS0086","17","4872","5846.4"
"DE007214","PS0020","1","4856","5341.6"
"DE001401","PS0100","8","1714","2056.8"
"DE002289","PS0042","17","3772","4526.4"
"DE008172","PS0190","13","822","863.1"
"DE002353","PS0185","20","2944","3091.2"
"DE000986","PS0162","13","2580","2838"
"DE004191","PS0195","12","2296","2296"
"DE008982","PS0186","12","3126","3438.6"
"DE003299","PS0016","16","4420","5304"
"DE004068","PS0064","16","2959","3254.9"
"DE008896","PS0060","15","2474","2968.8"
"DE009467","PS0101","12","4494","5392.8"
"DE006149","PS0116","20","4508","4958.8"
"DE009356","PS0063","20","1391","1669.2"
"DE002580","PS0029","16","4104","4309.2"
"DE005820","PS0148","1","3503","3678.15"
"DE006854","PS0006","20","2045","2249.5"
"DE007268","PS0184","6","1840","2208"
"DE000926","PS0058","11","3666","4399.2"
"DE000035","PS0012","19","3469","4162.8"
"DE007868","PS0075","5","3943","4140.15"
"DE005223","PS0181","4","1128","1353.6"
"DE006605","PS0008","5","2258","2258"
"DE003741","PS0031","15","3309","3474.45"
"DE002482","PS0140","20","4874","4874"
"DE002519","PS0154","3","699","699"
"DE004827","PS0032","9","1857","1949.85"
"DE004842","PS0040","1","1880","1974"
"DE003424","PS0156","10","1047","1151.7"
"DE000648","PS0125","9","1693","1777.65"
"DE001710","PS0199","18","1317","1580.4"
"DE008962","PS0111","6","3335","4002"
"DE009710","PS0056","5","3253","3578.3"
"DE000531","PS0077","11","4739","5212.9"
"DE007344","PS0089","6","3356","3356"
"DE006966","PS0005","1","1255","1255"
"DE005826","PS0179","2","3886","4274.6"
"DE010598","PS0170","7","3820","4202"
"DE002990","PS0008","13","2258","2258"
"DE001480","PS0040","1","1880","1974"
"DE007143","PS0158","18","4083","4083"
"DE003055","PS0103","20","1326","1458.6"
"DE003837","PS0076","9","4709","4709"
"DE006703","PS0050","10","2801","3361.2"
"DE009111","PS0186","9","3126","3438.6"
"DE010098","PS0024","11","4289","5146.8"
"DE005836","PS0097","18","3905","4686"
"DE001939","PS0110","2","2038","2241.8"
"DE000204","PS0089","11","3356","3356"
"DE010219","PS0006","14","2045","2249.5"
"DE006234","PS0164","16","1809","1809"
"DE005956","PS0070","2","1148","1148"
"DE006294","PS0105","7","2785","2924.25"
"DE003473","PS0058","8","3666","4399.2"
"DE007068","PS0191","15","1646","1728.3"
"DE008537","PS0194","7","4157","4572.7"
"DE000985","PS0199","3","1317","1580.4"
"DE004810","PS0049","9","2162","2378.2"
"DE009833","PS0110","4","2038","2241.8"
"DE004166","PS0136","19","3166","3482.6"
"DE009625","PS0180","14","2164","2272.2"
"DE006359","PS0015","18","4308","4738.8"
"DE009936","PS0195","16","2296","2296"
"DE010136","PS0039","20","737","773.85"
"DE006970","PS0147","1","1530","1530"
"DE002365","PS0003","2","710","852"
"DE004884","PS0060","11","2474","2968.8"
"DE003493","PS0005","17","1255","1255"
"DE010761","PS0012","1","3469","4162.8"
"DE000172","PS0105","16","2785","2924.25"
"DE008289","PS0111","1","3335","4002"
"DE001988","PS0147","15","1530","1530"
"DE008463","PS0065","11","3011","3011"
"DE006693","PS0171","4","1863","1956.15"
"DE006350","PS0039","8","737","773.85"
"DE005700","PS0092","2","1266","1266"
"DE008189","PS0053","15","1852","2037.2"
"DE010405","PS0009","11","1132","1358.4"
"DE007127","PS0122","1","1558","1635.9"
"DE004698","PS0197","18","3502","3852.2"
"DE010281","PS0020","9","4856","5341.6"
"DE010894","PS0135","11","3908","4689.6"
"DE006674","PS0112","7","2886","3463.2"
"DE003992","PS0167","1","2672","2805.6"
"DE001888","PS0105","18","2785","2924.25"
"DE000995","PS0096","16","2802","2942.1"
"DE008385","PS0114","6","3975","4372.5"
"DE006569","PS0132","11","3369","4042.8"
"DE006816","PS0175","1","2398","2877.6"
"DE006074","PS0116","13","4508","4958.8"
"DE004211","PS0121","4","4246","4458.3"
"DE008803","PS0024","8","4289","5146.8"
"DE001003","PS0076","15","4709","4709"
"DE003337","PS0165","6","862","905.1"
"DE002841","PS0029","17","4104","4309.2"
"DE001120","PS0199","16","1317","1580.4"
"DE010311","PS0099","12","3071","3224.55"
"DE004558","PS0007","13","2921","3213.1"
"DE003137","PS0017","5","3898","3898"
"DE005927","PS0139","10","3529","3705.45"
"DE002089","PS0148","10","3503","3678.15"
"DE003851","PS0078","11","3929","3929"
"DE008704","PS0107","3","2693","3231.6"
"DE001868","PS0069","11","873","960.3"
"DE005324","PS0144","9","613","613"
"DE000419","PS0186","19","3126","3438.6"
"DE003245","PS0121","1","4246","4458.3"
"DE008366","PS0003","11","710","852"
"DE000515","PS0034","8","2908","2908"
"DE010517","PS0178","13","2534","2660.7"
"DE010014","PS0084","15","1596","1675.8"
"DE004750","PS0008","8","2258","2258"
"DE006095","PS0186","10","3126","3438.6"
"DE002680","PS0198","4","3668","4401.6"
"DE004143","PS0084","9","1596","1675.8"
"DE006391","PS0073","16","1367","1435.35"
"DE004287","PS0171","13","1863","1956.15"
"DE000769","PS0187","12","3333","3499.65"
"DE005468","PS0023","17","3479","3479"
"DE003748","PS0032","11","1857","1949.85"
"DE011002","PS0092","5","1266","1266"
"DE006015","PS0021","12","1716","1801.8"
"DE009284","PS0096","16","2802","2942.1"
"DE006734","PS0145","10","2505","2755.5"
"DE008567","PS0055","10","3539","3539"
"DE003158","PS0097","20","3905","4686"
"DE008560","PS0150","19","3275","3438.75"
"DE009418","PS0093","17","2999","3148.95"
"DE007658","PS0161","9","2912","2912"
"DE000044","PS0161","4","2912","2912"
"DE009637","PS0108","17","2728","3000.8"
"DE008010","PS0164","19","1809","1809"
"DE007541","PS0109","19","924","924"
"DE009708","PS0121","3","4246","4458.3"
"DE002972","PS0090","14","2587","3104.4"
"DE003536","PS0188","2","1923","2307.6"
"DE008350","PS0196","18","3273","3927.6"
"DE009566","PS0152","8","1962","1962"
"DE006398","PS0002","2","1184","1302.4"
"DE000843","PS0125","5","1693","1777.65"
"DE001930","PS0182","2","4712","4947.6"
"DE008311","PS0034","13","2908","2908"
"DE005396","PS0167","11","2672","2805.6"
"DE007468","PS0071","6","1285","1349.25"
"DE007114","PS0020","9","4856","5341.6"
"DE002497","PS0167","20","2672","2805.6"
"DE007361","PS0119","1","831","914.1"
"DE007675","PS0014","19","3304","3469.2"
"DE008061","PS0068","12","638","638"
"DE003479","PS0081","12","3916","4307.6"
"DE000683","PS0081","8","3916","4307.6"
"DE004028","PS0067","5","1824","1915.2"
"DE006038","PS0050","6","2801","3361.2"
"DE009292","PS0144","5","613","613"
"DE007420","PS0084","18","1596","1675.8"
"DE001198","PS0179","9","3886","4274.6"
"DE007703","PS0142","10","1183","1242.15"
"DE009603","PS0080","18","2482","2482"
"DE010049","PS0063","11","1391","1669.2"
"DE003446","PS0069","6","873","960.3"
"DE010671","PS0163","2","1728","1728"
"DE007986","PS0181","15","1128","1353.6"
"DE003716","PS0065","5","3011","3011"
"DE006220","PS0038","5","3432","3432"
"DE004277","PS0057","8","2855","3140.5"
"DE002188","PS0147","13","1530","1530"
"DE007852","PS0140","11","4874","4874"
"DE002160","PS0108","20","2728","3000.8"
"DE004069","PS0156","1","1047","1151.7"
"DE001978","PS0072","11","4112","4523.2"
"DE004324","PS0129","19","548","575.4"
"DE007148","PS0046","7","4813","5775.6"
"DE002473","PS0001","20","2024","2125.2"
"DE002545","PS0140","20","4874","4874"
"DE005862","PS0061","17","1652","1817.2"
"DE002897","PS0055","11","3539","3539"
"DE009222","PS0191","15","1646","1728.3"
"DE000033","PS0189","16","1018","1018"
"DE001492","PS0185","11","2944","3091.2"
"DE001380","PS0141","4","3556","3733.8"
"DE000941","PS0032","1","1857","1949.85"
"DE003661","PS0059","12","4993","5242.65"
"DE002530","PS0170","7","3820","4202"
"DE006890","PS0046","15","4813","5775.6"
"DE004938","PS0028","7","2114","2114"
"DE005239","PS0137","16","2907","3052.35"
"DE001190","PS0136","2","3166","3482.6"
"DE003045","PS0105","14","2785","2924.25"
"DE000069","PS0089","11","3356","3356"
"DE008721","PS0004","12","4618","5541.6"
"DE010866","PS0083","11","4750","5700"
"DE008656","PS0083","1","4750","5700"
"DE005932","PS0060","13","2474","2968.8"
"DE005993","PS0100","15","1714","2056.8"
"DE001046","PS0169","3","2716","3259.2"
"DE010478","PS0110","12","2038","2241.8"
"DE002109","PS0198","13","3668","4401.6"
"DE004760","PS0112","5","2886","3463.2"
"DE002940","PS0034","9","2908","2908"
"DE000516","PS0035","3","3653","4383.6"
"DE006324","PS0011","10","4911","4911"
"DE007234","PS0074","19","1493","1493"
"DE007667","PS0139","20","3529","3705.45"
"DE010641","PS0018","18","4405","4845.5"
"DE008174","PS0185","10","2944","3091.2"
"DE006803","PS0034","9","2908","2908"
"DE010632","PS0045","16","3895","4674"
"DE000116","PS0095","10","3247","3247"
"DE008945","PS0001","14","2024","2125.2"
"DE007782","PS0068","16","638","638"
"DE007330","PS0195","16","2296","2296"
"DE001241","PS0175","1","2398","2877.6"
"DE002636","PS0112","11","2886","3463.2"
"DE006930","PS0107","2","2693","3231.6"
"DE010142","PS0186","4","3126","3438.6"
"DE004622","PS0038","7","3432","3432"
"DE010173","PS0068","2","638","638"
"DE010080","PS0173","8","4850","4850"
"DE010594","PS0167","14","2672","2805.6"
"DE002581","PS0020","3","4856","5341.6"
"DE000408","PS0096","12","2802","2942.1"
"DE004853","PS0134","1","2614","3136.8"
"DE004768","PS0043","3","1449","1521.45"
"DE002855","PS0087","18","2181","2181"
"DE004887","PS0067","18","1824","1915.2"
"DE009273","PS0179","10","3886","4274.6"
"DE005867","PS0028","5","2114","2114"
"DE003844","PS0159","1","1547","1624.35"
"DE002292","PS0109","5","924","924"
"DE009254","PS0126","2","4385","4385"
"DE009104","PS0141","3","3556","3733.8"
"DE004446","PS0064","12","2959","3254.9"
"DE010180","PS0073","15","1367","1435.35"
"DE004493","PS0071","8","1285","1349.25"
"DE007047","PS0106","3","2784","3340.8"
"DE007405","PS0036","9","3506","4207.2"
"DE009299","PS0114","13","3975","4372.5"
"DE010261","PS0058","6","3666","4399.2"
"DE007202","PS0152","11","1962","1962"
"DE010464","PS0151","12","4869","5355.9"
"DE002296","PS0154","14","699","699"
"DE009531","PS0031","8","3309","3474.45"
"DE006440","PS0011","17","4911","4911"
"DE002909","PS0113","15","1421","1421"
"DE001352","PS0167","18","2672","2805.6"
"DE006762","PS0130","11","2449","2693.9"
"DE007767","PS0134","10","2614","3136.8"
"DE008607","PS0052","3","3823","3823"
"DE009053","PS0121","12","4246","4458.3"
"DE000143","PS0034","3","2908","2908"
"DE002814","PS0039","14","737","773.85"
"DE008722","PS0138","2","2809","2949.45"
"DE003693","PS0059","1","4993","5242.65"
"DE004255","PS0028","8","2114","2114"
"DE000404","PS0187","11","3333","3499.65"
"DE003034","PS0179","16","3886","4274.6"
"DE010048","PS0094","9","2548","2802.8"
"DE001692","PS0102","18","1322","1388.1"
"DE010360","PS0142","17","1183","1242.15"
"DE005827","PS0031","16","3309","3474.45"
"DE008816","PS0017","7","3898","3898"
"DE007745","PS0135","11","3908","4689.6"
"DE002068","PS0077","5","4739","5212.9"
"DE003303","PS0186","1","3126","3438.6"
"DE008527","PS0182","19","4712","4947.6"
"DE009480","PS0162","12","2580","2838"
"DE006838","PS0010","8","4373","4591.65"
"DE008234","PS0079","20","1943","1943"
"DE004006","PS0071","5","1285","1349.25"
"DE005634","PS0028","13","2114","2114"
"DE006504","PS0079","8","1943","1943"
"DE003820","PS0036","13","3506","4207.2"
"DE002458","PS0147","7","1530","1530"
"DE008067","PS0072","9","4112","4523.2"
"DE005439","PS0198","1","3668","4401.6"
"DE003451","PS0012","9","3469","4162.8"
"DE001892","PS0040","4","1880","1974"
"DE000836","PS0187","20","3333","3499.65"
"DE007961","PS0128","14","1185","1244.25"
"DE000429","PS0095","1","3247","3247"
"DE004156","PS0071","17","1285","1349.25"
"DE002988","PS0167","10","2672","2805.6"
"DE006886","PS0140","20","4874","4874"
"DE002994","PS0083","3","4750","5700"
"DE004941","PS0110","11","2038","2241.8"
"DE003406","PS0198","1","3668","4401.6"
"DE003976","PS0162","5","2580","2838"
"DE004828","PS0169","5","2716","3259.2"
"DE010581","PS0118","17","3828","4210.8"
"DE010181","PS0058","9","3666","4399.2"
"DE003598","PS0199","3","1317","1580.4"
"DE002570","PS0126","3","4385","4385"
"DE008768","PS0105","16","2785","2924.25"
"DE004244","PS0068","18","638","638"
"DE010856","PS0193","13","4880","4880"
"DE010770","PS0040","20","1880","1974"
"DE000222","PS0117","9","4835","5802"
"DE005822","PS0033","15","1340","1340"
"DE008456","PS0073","19","1367","1435.35"
"DE004014","PS0140","15","4874","4874"
"DE001705","PS0084","12","1596","1675.8"
"DE009937","PS0142","8","1183","1242.15"
"DE008020","PS0149","3","1409","1409"
"DE006323","PS0175","8","2398","2877.6"
"DE002213","PS0073","5","1367","1435.35"
"DE002846","PS0135","3","3908","4689.6"
"DE000051","PS0005","12","1255","1255"
"DE009684","PS0113","11","1421","1421"
"DE002402","PS0135","10","3908","4689.6"
"DE000970","PS0156","18","1047","1151.7"
"DE007066","PS0109","15","924","924"
"DE010495","PS0115","18","4570","5027"
"DE008705","PS0134","6","2614","3136.8"
"DE006108","PS0187","15","3333","3499.65"
"DE005959","PS0144","12","613","613"
"DE007300","PS0001","11","2024","2125.2"
"DE003477","PS0129","16","548","575.4"
"DE005663","PS0168","18","2550","2677.5"
"DE009889","PS0102","18","1322","1388.1"
"DE003380","PS0134","13","2614","3136.8"
"DE005219","PS0122","1","1558","1635.9"
"DE006871","PS0090","2","2587","3104.4"
"DE009089","PS0081","14","3916","4307.6"
"DE002790","PS0123","10","2137","2564.4"
"DE005969","PS0116","6","4508","4958.8"
"DE004945","PS0060","15","2474","2968.8"
"DE010534","PS0024","20","4289","5146.8"
"DE006835","PS0025","10","4960","5208"
"DE007806","PS0089","15","3356","3356"
"DE008913","PS0195","3","2296","2296"
"DE001673","PS0051","15","1179","1414.8"
"DE007683","PS0046","13","4813","5775.6"
"DE001191","PS0174","9","1507","1582.35"
"DE007448","PS0173","18","4850","4850"
"DE004603","PS0021","15","1716","1801.8"
"DE001356","PS0181","11","1128","1353.6"
"DE005486","PS0023","10","3479","3479"
"DE004251","PS0111","12","3335","4002"
"DE006917","PS0123","1","2137","2564.4"
"DE002943","PS0118","6","3828","4210.8"
"DE000047","PS0066","6","2450","2450"
"DE002201","PS0102","11","1322","1388.1"
"DE007664","PS0007","20","2921","3213.1"
"DE000692","PS0090","4","2587","3104.4"
"DE008320","PS0127","3","3451","3796.1"
"DE008421","PS0113","15","1421","1421"
"DE007325","PS0139","17","3529","3705.45"
"DE010766","PS0095","5","3247","3247"
"DE002899","PS0034","8","2908","2908"
"DE010846","PS0130","12","2449","2693.9"
"DE002856","PS0077","2","4739","5212.9"
"DE007601","PS0189","16","1018","1018"
"DE002998","PS0134","12","2614","3136.8"
"DE007291","PS0096","7","2802","2942.1"
"DE004279","PS0029","8","4104","4309.2"
"DE001836","PS0080","15","2482","2482"
"DE000656","PS0097","15","3905","4686"
"DE000475","PS0049","15","2162","2378.2"
"DE007102","PS0038","3","3432","3432"
"DE002569","PS0151","4","4869","5355.9"
"DE009618","PS0164","14","1809","1809"
"DE005583","PS0013","17","3409","3409"
"DE010011","PS0114","9","3975","4372.5"
"DE002459","PS0173","4","4850","4850"
"DE008482","PS0086","15","4872","5846.4"
"DE000379","PS0067","2","1824","1915.2"
"DE000423","PS0076","4","4709","4709"
"DE005089","PS0160","3","1396","1535.6"
"DE009042","PS0185","20","2944","3091.2"
"DE000485","PS0059","14","4993","5242.65"
"DE009288","PS0144","19","613","613"
"DE008027","PS0042","13","3772","4526.4"
"DE010262","PS0018","15","4405","4845.5"
"DE006756","PS0094","12","2548","2802.8"
"DE004900","PS0038","13","3432","3432"
"DE007340","PS0132","4","3369","4042.8"
"DE007678","PS0101","15","4494","5392.8"
"DE005902","PS0082","1","4269","4695.9"
"DE002193","PS0049","19","2162","2378.2"
"DE007822","PS0074","13","1493","1493"
"DE002180","PS0110","8","2038","2241.8"
"DE009990","PS0139","13","3529","3705.45"
"DE002042","PS0191","16","1646","1728.3"
"DE003586","PS0180","15","2164","2272.2"
"DE002953","PS0156","10","1047","1151.7"
"DE003360","PS0081","10","3916","4307.6"
"DE001505","PS0097","20","3905","4686"
"DE003529","PS0105","18","2785","2924.25"
"DE010978","PS0176","16","1902","1902"
"DE000805","PS0158","7","4083","4083"
"DE003205","PS0169","3","2716","3259.2"
"DE008182","PS0016","6","4420","5304"
"DE000890","PS0076","17","4709","4709"
"DE010965","PS0127","17","3451","3796.1"
"DE003762","PS0104","9","3030","3636"
"DE009419","PS0047","3","1271","1334.55"
"DE001206","PS0199","8","1317","1580.4"
"DE005251","PS0146","17","1742","1742"
"DE001679","PS0149","2","1409","1409"
"DE008286","PS0159","12","1547","1624.35"
"DE002529","PS0198","10","3668","4401.6"
"DE003818","PS0101","15","4494","5392.8"
"DE010797","PS0151","8","4869","5355.9"
"DE001882","PS0168","6","2550","2677.5"
"DE010984","PS0198","11","3668","4401.6"
"DE009378","PS0137","14","2907","3052.35"
"DE008835","PS0111","5","3335","4002"
"DE002274","PS0083","7","4750","5700"
"DE008314","PS0082","18","4269","4695.9"
"DE009078","PS0155","4","2134","2347.4"
"DE000013","PS0004","16","4618","5541.6"
"DE009291","PS0185","5","2944","3091.2"
"DE009321","PS0121","11","4246","4458.3"
"DE001022","PS0128","9","1185","1244.25"
"DE010844","PS0179","17","3886","4274.6"
"DE005514","PS0034","13","2908","2908"
"DE003319","PS0133","11","1869","2242.8"
"DE004617","PS0177","11","1076","1076"
"DE002342","PS0135","20","3908","4689.6"
"DE010882","PS0144","4","613","613"
"DE004044","PS0111","20","3335","4002"
"DE003169","PS0169","19","2716","3259.2"
"DE005275","PS0114","8","3975","4372.5"
"DE003669","PS0161","7","2912","2912"
"DE007475","PS0173","4","4850","4850"
"DE008877","PS0121","18","4246","4458.3"
"DE006735","PS0095","20","3247","3247"
"DE007947","PS0021","6","1716","1801.8"
"DE007781","PS0055","19","3539","3539"
"DE000504","PS0003","10","710","852"
"DE004478","PS0190","2","822","863.1"
"DE002956","PS0144","18","613","613"
"DE007398","PS0007","18","2921","3213.1"
"DE004718","PS0111","12","3335","4002"
"DE003146","PS0076","2","4709","4709"
"DE007490","PS0081","2","3916","4307.6"
"DE008107","PS0131","3","4193","5031.6"
"DE002421","PS0058","11","3666","4399.2"
"DE009445","PS0091","2","4055","4460.5"
"DE008658","PS0028","3","2114","2114"
"DE001513","PS0019","7","4815","4815"
"DE009874","PS0165","6","862","905.1"
"DE007368","PS0039","6","737","773.85"
"DE007349","PS0044","12","894","983.4"
"DE002378","PS0093","12","2999","3148.95"
"DE010058","PS0178","7","2534","2660.7"
"DE001746","PS0150","9","3275","3438.75"
"DE002277","PS0122","20","1558","1635.9"
"DE008602","PS0033","9","1340","1340"
"DE007265","PS0009","18","1132","1358.4"
"DE006394","PS0044","19","894","983.4"
"DE000742","PS0037","15","4777","5015.85"
"DE010190","PS0195","5","2296","2296"
"DE000201","PS0149","20","1409","1409"
"DE003568","PS0005","2","1255","1255"
"DE010944","PS0104","7","3030","3636"
"DE007501","PS0095","19","3247","3247"
"DE001884","PS0168","9","2550","2677.5"
"DE001515","PS0009","11","1132","1358.4"
"DE007373","PS0138","5","2809","2949.45"
"DE005322","PS0082","10","4269","4695.9"
"DE007960","PS0033","11","1340","1340"
"DE001809","PS0044","11","894","983.4"
"DE000199","PS0097","4","3905","4686"
"DE008888","PS0110","4","2038","2241.8"
"DE005375","PS0036","8","3506","4207.2"
"DE009183","PS0055","13","3539","3539"
"DE005720","PS0090","10","2587","3104.4"
"DE006611","PS0106","20","2784","3340.8"
"DE007144","PS0066","9","2450","2450"
"DE009843","PS0021","12","1716","1801.8"
"DE002834","PS0077","12","4739","5212.9"
"DE008887","PS0094","16","2548","2802.8"
"DE004967","PS0185","17","2944","3091.2"
"DE002805","PS0111","19","3335","4002"
"DE002335","PS0001","19","2024","2125.2"
"DE000674","PS0105","15","2785","2924.25"
"DE010449","PS0091","20","4055","4460.5"
"DE004159","PS0060","20","2474","2968.8"
"DE007387","PS0136","3","3166","3482.6"
"DE003785","PS0151","5","4869","5355.9"
"DE004677","PS0161","16","2912","2912"
"DE005999","PS0140","11","4874","4874"
"DE006063","PS0154","1","699","699"
"DE009974","PS0128","1","1185","1244.25"
"DE004737","PS0060","4","2474","2968.8"
"DE010869","PS0160","12","1396","1535.6"
"DE007619","PS0172","19","583","583"
"DE000317","PS0022","17","3106","3106"
"DE001086","PS0008","10","2258","2258"
"DE001004","PS0035","1","3653","4383.6"
"DE001212","PS0047","7","1271","1334.55"
"DE007458","PS0019","8","4815","4815"
"DE007210","PS0030","13","3765","4141.5"
"DE000339","PS0154","9","699","699"
"DE001448","PS0010","12","4373","4591.65"
"DE002395","PS0185","19","2944","3091.2"
"DE009641","PS0094","20","2548","2802.8"
"DE009439","PS0105","14","2785","2924.25"
"DE005003","PS0047","20","1271","1334.55"
"DE002095","PS0021","1","1716","1801.8"
"DE000946","PS0003","16","710","852"
"DE001564","PS0093","14","2999","3148.95"
"DE008455","PS0146","5","1742","1742"
"DE009772","PS0032","4","1857","1949.85"
"DE005844","PS0173","1","4850","4850"
"DE010909","PS0192","1","3081","3389.1"
"DE009813","PS0144","16","613","613"
"DE007944","PS0073","14","1367","1435.35"
"DE003954","PS0088","17","1464","1610.4"
"DE007518","PS0196","13","3273","3927.6"
"DE002962","PS0011","11","4911","4911"
"DE007411","PS0066","11","2450","2450"
"DE001806","PS0199","19","1317","1580.4"
"DE001240","PS0142","18","1183","1242.15"
"DE008577","PS0050","14","2801","3361.2"
"DE003591","PS0066","19","2450","2450"
"DE005196","PS0129","6","548","575.4"
"DE005774","PS0107","11","2693","3231.6"
"DE005714","PS0049","20","2162","2378.2"
"DE010991","PS0153","6","4044","4448.4"
"DE000830","PS0168","16","2550","2677.5"
"DE000735","PS0155","10","2134","2347.4"
"DE008986","PS0005","10","1255","1255"
"DE005390","PS0049","20","2162","2378.2"
"DE004210","PS0096","15","2802","2942.1"
"DE005807","PS0101","11","4494","5392.8"
"DE007511","PS0138","13","2809","2949.45"
"DE009064","PS0029","5","4104","4309.2"
"DE006088","PS0199","4","1317","1580.4"
"DE010782","PS0146","13","1742","1742"
"DE008375","PS0003","6","710","852"
"DE007827","PS0168","17","2550","2677.5"
"DE000160","PS0138","5","2809","2949.45"
"DE000875","PS0199","19","1317","1580.4"
"DE001453","PS0143","3","4067","4473.7"
"DE002237","PS0166","7","2363","2481.15"
"DE003500","PS0143","3","4067","4473.7"
"DE006255","PS0176","11","1902","1902"
"DE006083","PS0091","12","4055","4460.5"
"DE006433","PS0002","10","1184","1302.4"
"DE006533","PS0131","10","4193","5031.6"
"DE008103","PS0120","16","4751","5701.2"
"DE007338","PS0037","1","4777","5015.85"
"DE004669","PS0104","5","3030","3636"
"DE003729","PS0174","7","1507","1582.35"
"DE001844","PS0092","9","1266","1266"
"DE002677","PS0100","16","1714","2056.8"
"DE004594","PS0200","4","2860","3146"
"DE004448","PS0028","6","2114","2114"
"DE010068","PS0043","8","1449","1521.45"
"DE010949","PS0195","11","2296","2296"
"DE001484","PS0031","11","3309","3474.45"
"DE003309","PS0049","6","2162","2378.2"
"DE001777","PS0091","1","4055","4460.5"
"DE004701","PS0124","8","2519","2519"
"DE002104","PS0008","7","2258","2258"
"DE002552","PS0162","14","2580","2838"
"DE002122","PS0107","2","2693","3231.6"
"DE008892","PS0155","5","2134","2347.4"
"DE010183","PS0058","1","3666","4399.2"
"DE004500","PS0013","18","3409","3409"
"DE007453","PS0050","10","2801","3361.2"
"DE001948","PS0177","7","1076","1076"
"DE005928","PS0037","16","4777","5015.85"
"DE002465","PS0191","15","1646","1728.3"
"DE002921","PS0170","19","3820","4202"
"DE005060","PS0097","12","3905","4686"
"DE002853","PS0055","15","3539","3539"
"DE005741","PS0135","12","3908","4689.6"
"DE006128","PS0155","7","2134","2347.4"
"DE007821","PS0029","8","4104","4309.2"
"DE008626","PS0188","11","1923","2307.6"
