"ID_DEVIS","DT_DEVIS","ID_CLIENT"
"DE002818","2023-06-17","EH-137651402"
"DE002819","2023-06-29","IL-51003"
"DE002820","2023-02-09","BP-1105039"
"DE002821","2024-05-12","DA-134501402"
"DE002822","2024-01-31","MY-173801402"
"DE002823","2024-06-04","DJ-1342048"
"DE002824","2024-07-14","Dp-1324037"
"DE002825","2023-05-15","DB-1291082"
"DE002826","2024-03-22","KH-1636091"
"DE002827","2024-07-01","SW-2075531"
"DE002828","2024-04-23","TP-2113058"
"DE002829","2024-01-22","TG-1164060"
"DE002830","2023-03-06","RP-19270120"
"DE002831","2023-10-04","EP-139151406"
"DE002832","2023-10-02","HP-1481545"
"DE002833","2023-03-30","ME-173205"
"DE002834","2023-12-20","MP-1796545"
"DE002835","2023-11-05","KN-1639048"
"DE002836","2024-01-26","AG-1067518"
"DE002837","2023-02-27","SU-20665120"
"DE002838","2024-06-02","BP-1109536"
"DE002839","2024-02-14","PM-1894031"
"DE002840","2023-11-15","KH-6330137"
"DE002841","2023-06-26","BD-1172559"
"DE002842","2024-05-16","JJ-15445130"
"DE002843","2023-08-25","MS-1736592"
"DE002844","2024-04-08","CM-1271531"
"DE002845","2023-10-12","PB-9210108"
"DE002846","2023-04-09","SG-20605120"
"DE002847","2024-05-21","JC-1577592"
"DE002848","2024-01-08","PT-1909031"
"DE002849","2023-02-20","TW-11025107"
"DE002850","2023-12-14","SC-20695120"
"DE002851","2023-11-09","MH-18025101"
"DE002852","2023-10-12","MG-1820554"
"DE002853","2023-01-06","CR-258060"
"DE002854","2023-08-29","SP-20860139"
"DE002855","2023-11-12","MH-174407"
"DE002856","2023-07-03","JA-1597027"
"DE002857","2023-05-10","TH-2110036"
"DE002858","2023-05-15","DB-1306082"
"DE002859","2023-08-22","KN-1639082"
"DE002860","2024-03-20","JM-161951408"
"DE002861","2023-08-21","AB-106001408"
"DE002862","2024-02-28","RM-1975059"
"DE002863","2023-10-12","PW-1924058"
"DE002864","2023-05-11","RM-1937551"
"DE002865","2023-04-28","KC-16540139"
"DE002866","2024-04-19","DJ-351038"
"DE002867","2023-12-05","SG-1060595"
"DE002868","2023-06-29","AG-1033027"
"DE002869","2024-05-16","HM-148601404"
"DE002870","2024-05-28","AS-1063096"
"DE002871","2024-04-23","DS-131801404"
"DE002872","2023-10-26","AJ-96022"
"DE002873","2024-02-26","EB-1411048"
"DE002874","2024-04-15","BD-1150058"
"DE002875","2023-09-10","KB-1640578"
"DE002876","2023-02-05","AR-405111"
"DE002877","2024-02-20","GG-146501404"
"DE002878","2023-07-17","AB-106007"
"DE002879","2023-01-26","GZ-4470103"
"DE002880","2023-10-03","BP-1115562"
"DE002881","2023-06-20","CS-1235559"
"DE002882","2024-04-03","KL-165551406"
"DE002883","2023-08-26","SB-201701402"
"DE002884","2023-02-14","AB-10060147"
"DE002885","2023-02-19","HD-1478548"
"DE002886","2024-01-17","LH-1702045"
"DE002887","2023-09-15","ME-7320117"
"DE002888","2024-05-11","AG-27032"
"DE002889","2023-09-21","MW-1822059"
"DE002890","2023-04-19","RM-196751406"
"DE002891","2023-06-04","EM-140651402"
"DE002892","2023-04-22","VP-217601408"
"DE002893","2023-10-04","SW-207551406"
"DE002894","2023-10-02","SV-2036598"
"DE002895","2023-12-03","BT-114407"
"DE002896","2024-07-16","LS-1724527"
"DE002897","2023-03-31","SM-2032018"
"DE002898","2024-02-15","JH-1598539"
"DE002899","2023-10-30","LD-6855110"
"DE002900","2023-08-15","AH-1021051"
"DE002901","2023-05-09","AG-1030098"
"DE002902","2024-02-12","DB-132101408"
"DE002903","2024-04-14","PR-888023"
"DE002904","2024-03-07","HZ-1495059"
"DE002905","2024-03-25","TP-2113099"
"DE002906","2023-09-25","SP-2065018"
"DE002907","2024-05-04","ME-732060"
"DE002908","2024-05-04","KN-164501402"
"DE002909","2024-03-03","BM-178586"
"DE002910","2023-08-11","TP-2113064"
"DE002911","2024-07-06","PB-18805144"
"DE002912","2024-06-04","EH-1418582"
"DE002913","2024-03-11","DS-13180139"
"DE002914","2023-02-04","DR-1294028"
"DE002915","2023-06-28","SF-10200146"
"DE002916","2023-11-26","LO-1717092"
"DE002917","2023-06-03","MS-17770120"
"DE002918","2023-08-29","EH-1394564"
"DE002919","2023-04-12","CP-1234048"
"DE002920","2023-02-16","TC-2098058"
"DE002921","2024-02-08","TC-215351408"
"DE002922","2023-02-07","GH-1442578"
"DE002923","2024-04-25","GZ-1447082"
"DE002924","2024-01-23","KM-622530"
"DE002925","2024-01-01","LT-1676558"
"DE002926","2023-05-01","RP-1939045"
"DE002927","2024-07-18","JM-5655117"
"DE002928","2024-06-19","PB-192101406"
"DE002929","2023-09-22","GR-1456055"
"DE002930","2023-10-15","NF-859583"
"DE002931","2024-02-23","DB-136151408"
"DE002932","2023-06-25","MH-802563"
"DE002933","2024-01-24","SG-208901406"
"DE002934","2023-01-19","BB-115451402"
"DE002935","2024-07-23","JF-556538"
"DE002936","2023-05-21","RA-1991582"
"DE002937","2023-09-14","SS-204101402"
"DE002938","2023-07-15","SV-10785110"
"DE002939","2024-05-28","ML-8040122"
"DE002940","2023-05-12","JM-565533"
"DE002941","2023-12-16","GA-145158"
"DE002942","2024-07-17","JM-15265141"
"DE002943","2024-05-03","SB-20185139"
"DE002944","2023-07-12","NM-184451402"
"DE002945","2023-02-07","CV-2805117"
"DE002946","2023-04-23","BS-1138027"
"DE002947","2024-04-30","AH-21038"
"DE002948","2024-06-16","BE-14554"
"DE002949","2023-11-05","MP-181751402"
"DE002950","2024-07-17","RK-19300139"
"DE002951","2023-10-13","AO-10810102"
"DE002952","2024-05-11","CC-1261045"
"DE002953","2024-07-16","JD-160601404"
"DE002954","2023-10-02","NP-867047"
"DE002955","2023-01-08","CR-12625139"
"DE002956","2023-08-23","DK-1289582"
"DE002957","2024-03-07","KM-1622527"
"DE002958","2023-02-01","JD-160151404"
"DE002959","2023-07-17","AP-10720139"
"DE002960","2024-06-23","AM-103601402"
"DE002961","2023-12-05","MK-1816018"
"DE002962","2024-04-26","KH-166907"
"DE002963","2023-12-15","IM-1505548"
"DE002964","2023-07-18","BM-1178545"
"DE002965","2024-06-16","BW-112005"
"DE002966","2023-10-20","DB-3405107"
"DE002967","2023-04-23","ES-1402039"
"DE002968","2023-06-17","MO-1750082"
"DE002969","2023-11-09","HF-149951404"
"DE002970","2023-04-08","AB-101657"
"DE002971","2023-01-12","NZ-856561"
"DE002972","2024-05-11","RD-194801404"
"DE002973","2023-02-23","AS-1013527"
"DE002974","2023-07-26","JG-1531027"
"DE002975","2023-12-22","JG-151151404"
"DE002976","2024-05-16","MM-1726011"
"DE002977","2023-09-08","BS-1138092"
"DE002978","2023-08-19","CC-1247555"
"DE002979","2023-02-07","BN-11515101"
"DE002980","2024-02-16","MK-17905102"
"DE002981","2023-09-12","ME-1732064"
"DE002982","2023-10-02","NM-184451404"
"DE002983","2023-04-05","LW-17125102"
"DE002984","2024-03-21","CB-202561"
"DE002985","2024-04-13","TS-2108539"
"DE002986","2024-03-06","HM-486071"
"DE002987","2023-09-02","SB-202901404"
"DE002988","2024-04-09","CS-1240031"
"DE002989","2023-01-05","JP-15460125"
"DE002990","2023-05-18","LH-7155137"
"DE002991","2024-03-05","AF-108855"
"DE002992","2023-06-01","SG-1008023"
"DE002993","2023-01-14","EB-397547"
"DE002994","2023-05-01","RD-197201402"
"DE002995","2023-10-26","MC-175901404"
"DE002996","2024-04-06","CS-118601406"
"DE002997","2024-01-01","CS-12490139"
"DE002998","2023-06-05","CA-1226558"
"DE002999","2024-02-19","EM-140657"
"DE003000","2024-07-17","SB-201701406"
"DE003001","2024-02-27","TZ-1144523"
"DE003002","2023-10-16","BM-1178592"
"DE003003","2023-02-12","XP-2186527"
"DE003004","2024-02-01","RF-197351408"
"DE003005","2023-04-19","TG-2164059"
"DE003006","2023-07-02","DD-3570117"
"DE003007","2024-06-20","PS-1904551"
"DE003008","2024-04-13","JL-15850118"
"DE003009","2024-04-01","LW-7125117"
"DE003010","2024-07-11","BH-1171082"
"DE003011","2023-01-27","MC-176357"
"DE003012","2024-02-08","KH-1669098"
"DE003013","2023-01-06","HG-1484551"
"DE003014","2023-05-13","NP-1832558"
"DE003015","2024-06-21","JS-1603026"
"DE003016","2024-05-24","RB-957013"
"DE003017","2023-11-28","EM-1381031"
"DE003018","2024-01-24","ST-1053060"
"DE003019","2024-06-22","KS-163005"
"DE003020","2023-01-26","MC-1759051"
"DE003021","2023-02-02","PB-1915082"
"DE003022","2023-04-23","ML-1775593"
"DE003023","2023-04-10","RB-1970527"
"DE003024","2023-09-28","RB-1957082"
"DE003025","2024-06-15","SC-100204"
"DE003026","2023-03-17","OT-1873093"
"DE003027","2023-02-02","SG-2060536"
"DE003028","2023-05-25","RF-197357"
"DE003029","2023-03-26","MG-1814559"
"DE003030","2023-05-18","AB-10015144"
"DE003031","2024-03-11","JM-5250122"
"DE003032","2023-02-27","JM-5655103"
"DE003033","2023-08-12","JH-154301406"
"DE003034","2024-04-08","HE-1480028"
"DE003035","2024-04-25","BD-116051"
"DE003036","2023-11-14","AD-10180139"
"DE003037","2023-04-24","PA-906095"
"DE003038","2024-06-05","SW-1045538"
"DE003039","2024-07-11","CM-216038"
"DE003040","2023-12-26","LC-705013"
"DE003041","2023-12-30","AB-1006028"
"DE003042","2023-11-29","KS-1630031"
"DE003043","2023-12-31","DK-1283598"
"DE003044","2023-08-03","GH-1442564"
"DE003045","2023-03-07","DL-129251404"
"DE003046","2023-11-11","NR-1855039"
"DE003047","2024-01-07","SS-2087558"
"DE003048","2024-03-23","AS-10285120"
"DE003049","2024-03-03","JO-555095"
"DE003050","2024-04-01","RH-1951082"
"DE003051","2023-01-26","HE-14800113"
"DE003052","2023-07-31","AT-1073536"
"DE003053","2023-12-05","TS-2165518"
"DE003054","2023-04-30","EB-411070"
"DE003055","2023-05-05","BW-1200103"
"DE003056","2023-07-24","KD-1627045"
"DE003057","2023-08-20","TG-2164064"
"DE003058","2024-05-23","TB-2105526"
"DE003059","2024-02-19","BN-114701402"
"DE003060","2023-10-10","KM-1672018"
"DE003061","2023-02-02","PH-1879045"
"DE003062","2023-12-25","JS-1603027"
"DE003063","2024-04-09","CM-1211564"
"DE003064","2024-03-24","MW-1822027"
"DE003065","2023-06-08","MS-1736551"
"DE003066","2024-04-13","SV-1081595"
"DE003067","2023-05-26","MS-1753059"
"DE003068","2024-04-22","MS-736574"
"DE003069","2023-05-12","ON-187151402"
"DE003070","2023-09-18","BO-1142548"
"DE003071","2024-06-10","AG-1067518"
"DE003072","2023-07-28","CC-12550101"
"DE003073","2023-12-30","VP-2176018"
"DE003074","2023-06-13","DN-369038"
"DE003075","2023-08-03","HR-1477058"
"DE003076","2023-03-19","IG-15085102"
"DE003077","2024-05-17","DB-1306093"
"DE003078","2023-01-12","DK-13375120"
"DE003079","2023-03-04","PC-1900078"
"DE003080","2024-03-30","RD-993095"
"DE003081","2023-01-21","FM-4380103"
"DE003082","2023-03-04","PS-1876048"
"DE003083","2023-06-23","JF-1519058"
"DE003084","2023-11-22","NZ-185657"
"DE003085","2024-04-24","CP-208560"
"DE003086","2023-12-09","HM-498033"
"DE003087","2023-06-14","FG-142601406"
"DE003088","2023-11-18","EH-1418588"
"DE003089","2023-07-06","PB-915061"
"DE003090","2023-02-07","CM-1211518"
"DE003091","2023-05-10","BD-115001408"
"DE003092","2024-01-28","CM-1238558"
"DE003093","2023-12-28","MM-18280120"
"DE003094","2023-04-24","RC-19825101"
"DE003095","2023-11-19","SC-203801408"
"DE003096","2023-08-02","TM-1149060"
"DE003097","2023-12-28","CJ-118755"
"DE003098","2024-04-17","JO-151451404"
"DE003099","2024-04-16","RD-1958548"
"DE003100","2023-06-07","LH-171551404"
"DE003101","2023-08-22","BD-115001402"
"DE003102","2023-01-08","NK-1849048"
"DE003103","2024-04-14","JD-601595"
"DE003104","2023-11-05","RD-9480108"
"DE003105","2023-06-25","RB-1964548"
"DE003106","2024-07-21","LL-1684045"
"DE003107","2024-03-31","KB-1660092"
"DE003108","2024-01-21","SC-2077093"
"DE003109","2023-04-13","SP-2062097"
"DE003110","2023-03-13","TB-2117582"
"DE003111","2023-07-09","AR-5703"
"DE003112","2023-01-18","JH-159851402"
"DE003113","2024-03-12","CA-226561"
"DE003114","2023-05-12","SC-2072514"
"DE003115","2023-04-20","DK-1289598"
"DE003116","2023-02-15","DA-345067"
"DE003117","2024-06-27","MV-748560"
"DE003118","2024-06-13","IM-150701406"
"DE003119","2023-03-24","FW-439579"
"DE003120","2023-01-21","CY-1274564"
"DE003121","2024-02-25","BP-1050134"
"DE003122","2023-12-26","KD-1634548"
"DE003123","2024-03-08","BS-1138026"
"DE003124","2023-10-06","JS-155951404"
"DE003125","2023-04-11","ML-1804018"
"DE003126","2024-04-01","MB-808560"
"DE003127","2024-06-29","JK-1520582"
"DE003128","2024-03-31","RD-1993031"
"DE003129","2024-02-18","BG-117401402"
"DE003130","2023-06-13","EH-1399058"
"DE003131","2023-11-01","CM-193595"
"DE003132","2023-04-04","JS-158801408"
"DE003133","2023-04-30","RA-928569"
"DE003134","2023-06-17","CR-258095"
"DE003135","2024-01-03","NH-1861058"
"DE003136","2023-04-11","CA-127751404"
"DE003137","2024-04-18","EB-1411097"
"DE003138","2023-02-26","JK-1609058"
"DE003139","2023-10-23","TC-1114586"
"DE003140","2024-03-21","EH-1418527"
"DE003141","2024-03-11","SC-202301402"
"DE003142","2023-06-05","SU-10665110"
"DE003143","2024-04-27","TB-2128028"
"DE003144","2023-09-17","FC-1424528"
"DE003145","2023-07-09","SM-2090527"
"DE003146","2024-01-01","SS-20515100"
"DE003147","2023-06-05","NP-832533"
"DE003148","2023-06-22","MH-1778551"
"DE003149","2023-10-10","JH-15430144"
"DE003150","2023-03-04","AS-10045120"
"DE003151","2023-01-10","CD-122801406"
"DE003152","2023-12-19","HA-14920120"
"DE003153","2023-09-10","BV-112451402"
"DE003154","2023-06-02","AB-60042"
"DE003155","2023-02-06","ML-1775559"
"DE003156","2024-04-02","CM-1219031"
"DE003157","2024-05-09","PR-1888059"
"DE003158","2023-12-29","PO-18850118"
"DE003159","2024-01-15","GT-1463597"
"DE003160","2023-11-27","HM-1498059"
"DE003161","2023-03-07","JF-529523"
"DE003162","2024-02-02","AG-103901406"
"DE003163","2023-09-23","RB-19705120"
"DE003164","2023-06-08","FC-4335137"
"DE003165","2023-06-07","GG-4650134"
"DE003166","2023-01-05","JK-15370143"
"DE003167","2024-05-21","MZ-1751539"
"DE003168","2024-07-23","EG-13900139"
"DE003169","2023-11-01","JG-153101402"
"DE003170","2024-04-28","PM-8940117"
"DE003171","2023-11-20","CL-1890103"
"DE003172","2024-04-13","SZ-2003558"
"DE003173","2023-06-22","KH-1651048"
"DE003174","2023-11-30","DJ-1342027"
"DE003175","2023-03-01","SV-10815126"
"DE003176","2023-09-22","JK-1520518"
"DE003177","2023-09-29","JD-6015122"
"DE003178","2023-09-12","BF-110801406"
"DE003179","2024-04-06","CC-124751406"
"DE003180","2023-08-24","DD-1357018"
"DE003181","2023-02-04","KH-16690120"
"DE003182","2023-09-01","AF-87060"
"DE003183","2024-04-22","BE-114101406"
"DE003184","2023-02-09","SC-1005060"
"DE003185","2023-02-18","FH-1436559"
"DE003186","2024-05-07","MF-1825082"
"DE003187","2023-06-29","RR-1952598"
"DE003188","2023-04-28","AG-1033045"
"DE003189","2024-02-14","NG-8430137"
"DE003190","2023-12-10","FM-1438059"
"DE003191","2024-04-28","CM-1216082"
"DE003192","2023-11-20","TC-11295111"
"DE003193","2023-06-24","EH-14005139"
"DE003194","2023-02-03","EA-4035134"
"DE003195","2023-01-21","DJ-1342045"
"DE003196","2023-01-02","RK-930079"
"DE003197","2024-06-02","MS-783061"
"DE003198","2024-06-21","JD-157901404"
"DE003199","2024-04-10","SM-200057"
"DE003200","2023-11-11","JH-1598548"
"DE003201","2024-06-10","RD-197201404"
"DE003202","2024-02-20","DB-1336039"
"DE003203","2023-09-17","MW-18235120"
"DE003204","2024-07-10","KW-1657098"
"DE003205","2023-04-05","MG-182051408"
"DE003206","2023-09-30","ST-20530120"
"DE003207","2023-06-15","CM-119351404"
"DE003208","2023-09-17","BB-99089"
"DE003209","2023-05-11","RB-1943551"
"DE003210","2023-01-12","CV-1229536"
"DE003211","2023-11-29","LH-702033"
"DE003212","2024-04-15","LR-170357"
"DE003213","2024-01-20","SM-10005115"
"DE003214","2023-02-20","JE-5475107"
"DE003215","2023-12-04","AH-1007514"
"DE003216","2023-08-21","DH-3675129"
"DE003217","2023-12-04","JD-601568"
"DE003218","2024-02-19","SC-200201402"
"DE003219","2023-03-10","RB-19330120"
"DE003220","2024-01-06","TB-2105545"
"DE003221","2023-03-31","CK-123257"
"DE003222","2023-10-18","TT-2122055"
"DE003223","2023-04-23","RD-1993027"
"DE003224","2023-02-13","EH-4125117"
"DE003225","2023-12-06","MA-179951406"
"DE003226","2023-06-12","NG-1843058"
"DE003227","2023-06-20","CS-246061"
"DE003228","2023-04-24","OT-187301406"
"DE003229","2024-03-20","MS-1798054"
"DE003230","2024-04-24","RM-967552"
"DE003231","2023-08-29","BB-99061"
"DE003232","2023-03-11","GM-4680134"
"DE003233","2024-05-25","MY-1829527"
"DE003234","2023-05-31","AF-1088591"
"DE003235","2023-07-01","GK-1462027"
"DE003236","2024-02-17","BN-1151548"
"DE003237","2023-12-14","JP-1552048"
"DE003238","2023-04-11","JB-160007"
"DE003239","2023-05-01","CD-198023"
"DE003240","2024-03-26","VM-2183558"
"DE003241","2023-09-16","TS-11205134"
"DE003242","2024-03-31","SS-20410125"
"DE003243","2024-04-18","MG-176951406"
"DE003244","2023-02-18","BT-1148527"
"DE003245","2023-03-02","SC-2057545"
"DE003246","2023-03-28","AM-1036045"
"DE003247","2023-08-01","CR-12730139"
"DE003248","2023-12-23","SS-204101404"
"DE003249","2023-02-18","TG-2131082"
"DE003250","2023-06-11","LD-16855132"
"DE003251","2023-07-18","DJ-1351048"
"DE003252","2024-07-09","VF-217157"
"DE003253","2023-02-02","BD-116207"
"DE003254","2023-07-03","SF-1020032"
"DE003255","2023-06-03","CS-12400139"
"DE003256","2023-11-21","AA-103751402"
"DE003257","2024-07-17","TZ-21580143"
"DE003258","2023-10-05","SN-205601406"
"DE003259","2023-12-21","GH-1441018"
"DE003260","2024-05-15","EM-14065120"
"DE003261","2023-09-17","JD-1601551"
"DE003262","2024-05-25","MT-178158"
"DE003263","2023-09-05","TS-2120592"
"DE003264","2024-03-29","CR-1262582"
"DE003265","2024-05-28","PB-8805134"
"DE003266","2023-06-08","JH-5820137"
"DE003267","2024-02-02","BP-111851406"
"DE003268","2023-10-27","TS-2134039"
"DE003269","2023-01-30","TP-2156564"
"DE003270","2023-10-03","RP-9855110"
"DE003271","2023-08-07","CS-1217548"
"DE003272","2023-06-13","TH-1155033"
"DE003273","2024-07-18","BF-1127518"
"DE003274","2024-01-28","SD-20485139"
"DE003275","2023-10-31","GB-4575117"
"DE003276","2023-02-28","QJ-192551408"
"DE003277","2023-02-14","NM-18520120"
"DE003278","2023-06-26","CR-12625102"
"DE003279","2023-10-02","DB-1340558"
"DE003280","2023-10-01","AC-1042048"
"DE003281","2024-06-05","KC-1667591"
"DE003282","2024-03-03","Dl-1360055"
"DE003283","2023-10-10","MC-1757555"
"DE003284","2024-03-21","DM-1334564"
"DE003285","2023-06-20","RR-952530"
"DE003286","2023-01-13","MG-17890124"
"DE003287","2024-02-02","LW-171251406"
"DE003288","2023-09-22","DO-364523"
"DE003289","2023-11-19","JC-157751406"
"DE003290","2023-05-29","CA-1196564"
"DE003291","2023-05-15","AJ-1096092"
"DE003292","2023-02-02","JA-1597051"
"DE003293","2023-10-16","SS-10410103"
"DE003294","2023-03-02","SM-2095059"
"DE003295","2024-05-20","PF-19225125"
"DE003296","2023-10-07","PB-910513"
"DE003297","2023-10-28","RL-1961518"
"DE003298","2023-10-25","BP-111557"
"DE003299","2024-01-18","NC-8415137"
"DE003300","2024-03-20","MZ-7515117"
"DE003301","2024-01-13","SM-2095036"
"DE003302","2023-04-08","KL-6555108"
"DE003303","2023-05-11","MH-729087"
"DE003304","2024-02-27","TM-2149027"
"DE003305","2024-05-16","RD-195857"
"DE003306","2024-05-03","FM-1429082"
"DE003307","2024-04-04","JM-161951404"
"DE003308","2023-03-31","BW-1200103"
"DE003309","2023-08-10","GH-4665138"
"DE003310","2024-04-14","DO-1343518"
"DE003311","2023-08-14","GM-1450027"
"DE003312","2024-04-01","BS-113801404"
"DE003313","2024-01-21","BP-105095"
"DE003314","2024-03-27","BD-1132039"
"DE003315","2024-05-24","KD-166151406"
"DE003316","2024-01-06","LR-170357"
"DE003317","2023-11-09","JM-1525031"
"DE003318","2023-03-23","JM-6195107"
"DE003319","2023-02-24","DB-1327045"
"DE003320","2024-07-19","LH-1690048"
"DE003321","2023-10-31","NR-8550103"
"DE003322","2023-02-21","NM-18445118"
"DE003323","2024-03-06","RB-1957045"
"DE003324","2023-03-23","SF-1006552"
"DE003325","2024-06-04","TC-2114592"
"DE003326","2023-08-12","AM-10705139"
"DE003327","2024-07-09","NS-185051406"
"DE003328","2023-01-29","HE-4800129"
"DE003329","2024-06-07","DK-1283592"
"DE003330","2023-08-11","JL-1523526"
"DE003331","2024-02-13","AM-1070559"
"DE003332","2023-07-25","CP-1234082"
"DE003333","2023-12-26","JW-16075144"
"DE003334","2023-04-25","CM-1271527"
"DE003335","2023-08-18","MS-175307"
"DE003336","2023-08-01","LO-1717092"
"DE003337","2023-08-01","MC-1813082"
"DE003338","2023-01-21","CD-228052"
"DE003339","2023-05-29","MH-17455139"
"DE003340","2023-04-29","SW-1045538"
"DE003341","2024-04-05","TB-2119058"
"DE003342","2024-06-20","JC-1610558"
"DE003343","2023-07-15","BP-11290120"
"DE003344","2024-03-13","TB-21595113"
"DE003345","2024-03-27","TG-11640134"
"DE003346","2024-06-10","MO-17800130"
"DE003347","2024-06-15","TG-213101404"
"DE003348","2023-06-19","LW-16825113"
"DE003349","2024-01-21","FM-421533"
"DE003350","2024-06-10","PF-1916566"
"DE003351","2023-08-29","LL-6840135"
"DE003352","2023-07-09","SP-20860124"
"DE003353","2023-12-29","AH-1019539"
"DE003354","2024-06-15","MG-1765039"
"DE003355","2023-04-03","BO-1135082"
"DE003356","2023-01-02","IM-1505582"
"DE003357","2023-02-15","BD-116057"
"DE003358","2023-04-26","PB-1915055"
"DE003359","2024-03-21","CK-12205102"
"DE003360","2023-04-01","AS-1009091"
"DE003361","2024-06-16","CR-126257"
"DE003362","2023-11-01","AA-1031548"
"DE003363","2023-05-18","LC-1696055"
"DE003364","2023-08-10","LS-172451408"
"DE003365","2024-04-08","RF-19345120"
"DE003366","2024-05-08","HD-478595"
"DE003367","2023-04-07","MY-1829536"
"DE003368","2024-02-09","GB-145301404"
"DE003369","2024-06-21","KN-6450134"
"DE003370","2023-08-12","MG-1768031"
"DE003371","2024-04-25","AM-1036018"
"DE003372","2023-04-13","ND-1846048"
"DE003373","2023-11-30","KL-165555"
"DE003374","2023-01-09","YC-2189582"
"DE003375","2024-06-03","EB-4110138"
"DE003376","2023-05-23","TC-1147533"
"DE003377","2024-04-06","EJ-13720102"
"DE003378","2023-07-22","CS-246038"
"DE003379","2024-03-15","MW-82203"
"DE003380","2023-03-19","BV-112451404"
"DE003381","2023-12-19","PB-1921082"
"DE003382","2023-07-07","SN-2071018"
"DE003383","2024-02-23","NP-1870048"
"DE003384","2024-01-13","LH-1690034"
"DE003385","2024-02-28","EB-393052"
"DE003386","2023-04-20","PO-191808"
"DE003387","2023-05-28","JG-1531027"
"DE003388","2024-03-26","IG-150851406"
"DE003389","2024-05-19","MW-182201404"
"DE003390","2024-04-08","CA-2265122"
"DE003391","2023-08-18","MM-805560"
"DE003392","2023-03-30","PG-8820146"
"DE003393","2023-04-20","ME-1732018"
"DE003394","2024-05-04","FH-1436564"
"DE003395","2023-03-30","CR-12625139"
"DE003396","2023-08-07","SW-2075593"
"DE003397","2024-03-21","SA-10830117"
"DE003398","2023-11-09","JC-5775137"
"DE003399","2024-06-18","AH-10210139"
"DE003400","2023-09-02","LC-168857"
"DE003401","2023-07-01","HG-1502527"
"DE003402","2024-02-08","CK-1276082"
"DE003403","2023-01-12","AB-10150139"
"DE003404","2023-10-05","AS-100901402"
"DE003405","2023-12-03","KL-1655592"
"DE003406","2024-01-08","DP-131651402"
"DE003407","2023-07-01","RM-937519"
"DE003408","2024-07-18","RD-97209"
"DE003409","2024-02-15","SW-2075548"
"DE003410","2024-05-02","JP-1552048"
"DE003411","2023-03-15","LP-709523"
"DE003412","2023-08-27","JE-156101404"
"DE003413","2024-01-05","SV-2093544"
"DE003414","2023-08-01","SC-207251406"
"DE003415","2024-04-28","HE-480060"
"DE003416","2023-10-18","AJ-7803"
"DE003417","2023-07-31","BF-1127545"
"DE003418","2023-09-06","RW-1954097"
"DE003419","2024-06-28","CM-1183045"
"DE003420","2024-04-02","DE-13255143"
"DE003421","2023-04-29","ER-3855134"
"DE003422","2023-09-13","DP-1300098"
"DE003423","2023-11-20","LE-16810102"
"DE003424","2023-05-13","DO-1364559"
"DE003425","2023-07-12","JF-153551404"
"DE003426","2023-01-29","VS-218201404"
"DE003427","2023-11-26","Co-12640139"
"DE003428","2024-03-27","BE-1410111"
"DE003429","2023-04-23","KE-164205"
"DE003430","2023-11-02","PO-19180102"
"DE003431","2024-03-19","RR-19315118"
"DE003432","2023-10-27","SP-20920125"
"DE003433","2023-09-29","MC-172755"
"DE003434","2023-01-18","SF-10200146"
"DE003435","2023-03-29","KB-658568"
"DE003436","2023-06-28","KW-643538"
"DE003437","2023-02-09","NS-18505101"
"DE003438","2023-03-19","TS-2137051"
"DE003439","2023-08-17","LB-1679564"
"DE003440","2023-09-14","SC-2030548"
"DE003441","2024-01-25","VW-21775143"
"DE003442","2024-04-08","NS-864086"
"DE003443","2023-06-04","EC-1405014"
"DE003444","2024-02-04","FA-1423082"
"DE003445","2023-08-04","CM-1238531"
"DE003446","2023-05-26","KE-164207"
"DE003447","2023-11-16","BT-1130582"
"DE003448","2023-03-14","AS-28586"
"DE003449","2023-07-17","OT-1873090"
"DE003450","2023-07-25","ND-846063"
"DE003451","2023-10-28","DM-12955130"
"DE003452","2023-04-21","FW-1439555"
"DE003453","2023-05-15","AT-735107"
"DE003454","2024-02-06","JC-1538545"
"DE003455","2024-02-06","CY-127457"
"DE003456","2023-02-26","RM-193751406"
"DE003457","2024-03-07","QJ-1925551"
"DE003458","2024-03-09","SJ-20500113"
"DE003459","2024-05-28","PB-8805103"
"DE003460","2024-04-06","JK-15625120"
"DE003461","2023-12-15","MV-181901406"
"DE003462","2023-08-01","SR-20425118"
"DE003463","2023-03-12","AH-465134"
"DE003464","2023-09-30","LT-167651404"
"DE003465","2023-09-05","SZ-2003598"
"DE003466","2023-07-10","HR-48303"
"DE003467","2023-04-23","DK-133751402"
"DE003468","2024-05-17","HG-150251404"
"DE003469","2023-04-21","MP-796586"
"DE003470","2024-01-20","JL-513095"
"DE003471","2023-06-11","VB-11745106"
"DE003472","2023-12-23","CK-1276098"
"DE003473","2023-04-28","PJ-1901559"
"DE003474","2024-05-16","TB-211751408"
"DE003475","2023-05-09","VP-1173060"
"DE003476","2024-03-08","DL-333022"
"DE003477","2024-04-28","JS-1568536"
"DE003478","2023-08-16","BE-145530"
"DE003479","2024-03-24","TM-2149082"
"DE003480","2023-07-13","DM-295595"
"DE003481","2024-04-28","DE-1325527"
"DE003482","2023-06-20","ML-1826582"
"DE003483","2024-02-06","ML-173951406"
"DE003484","2023-02-19","JE-157451406"
"DE003485","2024-02-29","MC-17845130"
"DE003486","2024-05-24","TS-211601402"
