"ID_REGLEMENT","ID_FACTURE","NB_MONTANT_REGLEMENT"
"RGLT03533","FA012232","44458.2"
"RGLT03534","FA009188","99045.1"
"RGLT03535","FA016928","11272"
"RGLT03536","FA009006","81844.4"
"RGLT03537","FA023764","8916.6"
"RGLT03538","FA006513","67114.8"
"RGLT03539","FA004889","128007.2"
"RGLT03540","FA010367","27911.4"
"RGLT03541","FA010429","97710.65"
"RGLT03542","FA009356","62920"
"RGLT03543","FA010211","141959.2"
"RGLT03544","FA019834","151608.5"
"RGLT03545","FA018832","149710.05"
"RGLT03546","FA025479","15955.2"
"RGLT03547","FA019914","12632.4"
"RGLT03548","FA003308","45227"
"RGLT03549","FA021527","11038.45"
"RGLT03550","FA004866","109902"
"RGLT03551","FA010562","108642.6"
"RGLT03552","FA014087","26483.6"
"RGLT03553","FA014868","151628.2"
"RGLT03554","FA021306","124325.9"
"RGLT03555","FA018902","56728"
"RGLT03556","FA016844","17306"
"RGLT03557","FA007384","12632.4"
"RGLT03558","FA024516","152356.65"
"RGLT03559","FA022170","61508.7"
"RGLT03560","FA004422","179172.8"
"RGLT03561","FA021821","140252.4"
"RGLT03562","FA003231","24655.6"
"RGLT03563","FA020178","50340"
"RGLT03564","FA002202","10447.8"
"RGLT03565","FA015667","8798.4"
"RGLT03566","FA023955","41511.9"
"RGLT03567","FA003360","11632"
"RGLT03568","FA009829","42154"
"RGLT03569","FA021906","20334.6"
"RGLT03570","FA004338","85935.5"
"RGLT03571","FA014490","29214.15"
"RGLT03572","FA006499","88812.2"
"RGLT03573","FA000816","125605.5"
"RGLT03574","FA005510","110875"
"RGLT03575","FA010510","15598.8"
"RGLT03576","FA017921","74813"
"RGLT03577","FA010590","88262"
"RGLT03578","FA009931","53388.5"
"RGLT03579","FA008898","149606.4"
"RGLT03580","FA005843","10626"
"RGLT03581","FA011908","37686"
"RGLT03582","FA006807","57314.25"
"RGLT03583","FA024540","242016.75"
"RGLT03584","FA023198","51581.25"
"RGLT03585","FA012348","82373.5"
"RGLT03586","FA022444","8615.2"
"RGLT03587","FA022926","37094.4"
"RGLT03588","FA024424","42154"
"RGLT03589","FA019353","101196.5"
"RGLT03590","FA005092","53618.8"
"RGLT03591","FA013361","26394.6"
"RGLT03592","FA011188","34940.1"
"RGLT03593","FA000054","103560.6"
"RGLT03594","FA013717","197339.4"
"RGLT03595","FA010377","5064"
"RGLT03596","FA022040","31744.8"
"RGLT03597","FA005390","35988"
"RGLT03598","FA019231","13734.6"
"RGLT03599","FA011768","11201.4"
"RGLT03600","FA007194","28426.2"
"RGLT03601","FA019037","70182.2"
"RGLT03602","FA002870","10498.95"
"RGLT03603","FA004237","13584"
"RGLT03604","FA002191","119113.45"
"RGLT03605","FA010616","4479"
"RGLT03606","FA025410","96388.95"
"RGLT03607","FA014260","7467.6"
"RGLT03608","FA007577","90559.2"
"RGLT03609","FA015189","26318.25"
"RGLT03610","FA016525","79812"
"RGLT03611","FA018263","45541.65"
"RGLT03612","FA014262","130082.4"
"RGLT03613","FA005217","142643.65"
"RGLT03614","FA001593","4873.05"
"RGLT03615","FA013014","118075.9"
"RGLT03616","FA020612","21252"
"RGLT03617","FA010023","38444"
"RGLT03618","FA013055","81349.3"
"RGLT03619","FA023855","3898"
"RGLT03620","FA012894","83647.8"
"RGLT03621","FA000672","145063.75"
"RGLT03622","FA000459","48705"
"RGLT03623","FA001600","13155"
"RGLT03624","FA008798","181947.6"
"RGLT03625","FA024089","204043.25"
"RGLT03626","FA005708","37280.1"
"RGLT03627","FA009048","9128.7"
"RGLT03628","FA010343","55822.2"
"RGLT03629","FA004696","81037.3"
"RGLT03630","FA015878","81396"
"RGLT03631","FA008815","61843.1"
"RGLT03632","FA021001","74930.5"
"RGLT03633","FA004164","9536"
"RGLT03634","FA018661","66947.25"
"RGLT03635","FA013044","190258.4"
"RGLT03636","FA014223","8526"
"RGLT03637","FA008751","24848"
"RGLT03638","FA024485","94412.6"
"RGLT03639","FA024902","32198.1"
"RGLT03640","FA025123","15730"
"RGLT03641","FA015856","4564.35"
"RGLT03642","FA013260","116627.2"
"RGLT03643","FA006294","94859.4"
"RGLT03644","FA008958","6212"
"RGLT03645","FA024234","41328"
"RGLT03646","FA020141","224546.5"
"RGLT03647","FA022011","6342"
"RGLT03648","FA020488","136668"
"RGLT03649","FA002007","68948"
"RGLT03650","FA007186","147096.8"
"RGLT03651","FA015463","91219.2"
"RGLT03652","FA007527","108734.4"
"RGLT03653","FA016260","41332.4"
"RGLT03654","FA014475","39910.5"
"RGLT03655","FA008158","19278.6"
"RGLT03656","FA003534","107069.7"
"RGLT03657","FA013230","13363.2"
"RGLT03658","FA011513","89777.8"
"RGLT03659","FA007970","17280"
"RGLT03660","FA009144","111220"
"RGLT03661","FA004650","32432.4"
"RGLT03662","FA005669","24536.4"
"RGLT03663","FA018083","30368.8"
"RGLT03664","FA016598","26155.5"
"RGLT03665","FA011870","34812"
"RGLT03666","FA002374","111364.3"
"RGLT03667","FA021300","42807.6"
"RGLT03668","FA019022","4579.5"
"RGLT03669","FA015620","30067.2"
"RGLT03670","FA021218","38566"
"RGLT03671","FA014233","16651.2"
"RGLT03672","FA016075","120768"
"RGLT03673","FA024379","216852.4"
"RGLT03674","FA004388","6922.8"
"RGLT03675","FA004112","5355"
"RGLT03676","FA011535","75558"
"RGLT03677","FA009636","103625.5"
"RGLT03678","FA023347","73576.2"
"RGLT03679","FA020018","152458.8"
"RGLT03680","FA025146","81351.5"
"RGLT03681","FA010009","110427.6"
"RGLT03682","FA025197","28500"
"RGLT03683","FA009989","13777.5"
"RGLT03684","FA009866","3823"
"RGLT03685","FA019902","112876"
"RGLT03686","FA012799","96406.2"
"RGLT03687","FA018788","39200"
"RGLT03688","FA010670","26708"
"RGLT03689","FA019930","87969.35"
"RGLT03690","FA011062","30916.6"
"RGLT03691","FA015035","273750.4"
"RGLT03692","FA021571","36267"
"RGLT03693","FA003272","135565.95"
"RGLT03694","FA024279","71607.8"
"RGLT03695","FA014186","3011"
"RGLT03696","FA012455","37880.4"
"RGLT03697","FA022933","126848"
"RGLT03698","FA024264","52965"
"RGLT03699","FA023816","67241"
"RGLT03700","FA017488","21558.9"
"RGLT03701","FA022482","56753.4"
"RGLT03702","FA007909","56681.1"
"RGLT03703","FA014821","46805.25"
"RGLT03704","FA014530","106584.05"
"RGLT03705","FA022692","155739.9"
"RGLT03706","FA016141","9389.6"
"RGLT03707","FA002186","121501.2"
"RGLT03708","FA021638","102719.7"
"RGLT03709","FA024993","63173.6"
"RGLT03710","FA011422","49197.3"
"RGLT03711","FA014182","57986.5"
"RGLT03712","FA003514","101940.3"
"RGLT03713","FA022560","53999"
"RGLT03714","FA024827","56797.8"
"RGLT03715","FA008649","116815.2"
"RGLT03716","FA003185","64733.55"
"RGLT03717","FA011947","74736.9"
"RGLT03718","FA017472","37558.4"
"RGLT03719","FA002315","203725.2"
"RGLT03720","FA004410","22687.35"
"RGLT03721","FA004514","73672.2"
"RGLT03722","FA006147","15955.2"
"RGLT03723","FA025345","116548.8"
"RGLT03724","FA019632","52965"
"RGLT03725","FA021279","97179"
"RGLT03726","FA011720","131746.65"
"RGLT03727","FA023062","19206"
"RGLT03728","FA005045","24843"
"RGLT03729","FA002748","111384.9"
"RGLT03730","FA019543","17551.6"
"RGLT03731","FA023660","145414.6"
"RGLT03732","FA005768","24189"
"RGLT03733","FA001226","227061.75"
"RGLT03734","FA006270","155014"
"RGLT03735","FA006375","27503"
"RGLT03736","FA018865","89098.05"
"RGLT03737","FA013983","69960"
"RGLT03738","FA020472","87732"
"RGLT03739","FA002893","79515.25"
"RGLT03740","FA007889","142186.5"
"RGLT03741","FA015788","38161.2"
"RGLT03742","FA019421","163715.15"
"RGLT03743","FA016441","52747.95"
"RGLT03744","FA012899","12803.7"
"RGLT03745","FA012955","59875.2"
"RGLT03746","FA007330","99033.2"
"RGLT03747","FA011699","41748"
"RGLT03748","FA015041","17938.8"
"RGLT03749","FA020234","184686.8"
"RGLT03750","FA004486","4968.6"
"RGLT03751","FA003766","3042.9"
"RGLT03752","FA016231","46896"
"RGLT03753","FA009245","122110"
"RGLT03754","FA013915","162606"
"RGLT03755","FA009359","99011.7"
"RGLT03756","FA024921","98972.4"
"RGLT03757","FA024897","18779.2"
"RGLT03758","FA011616","24021.9"
"RGLT03759","FA023470","21714"
"RGLT03760","FA012449","77826"
"RGLT03761","FA012349","39910.5"
"RGLT03762","FA010538","38900"
"RGLT03763","FA024918","68393.6"
"RGLT03764","FA016655","48593.6"
"RGLT03765","FA024371","60042.6"
"RGLT03766","FA017505","10416"
"RGLT03767","FA017423","102355.6"
"RGLT03768","FA017454","92360.2"
"RGLT03769","FA000141","14844"
"RGLT03770","FA007950","41239.8"
"RGLT03771","FA021016","19948.8"
"RGLT03772","FA025375","67576.95"
"RGLT03773","FA002482","65587.5"
"RGLT03774","FA001153","40898"
"RGLT03775","FA023321","24209.4"
"RGLT03776","FA000849","94572"
"RGLT03777","FA013511","2450"
"RGLT03778","FA004878","12340.8"
"RGLT03779","FA007010","35666.25"
"RGLT03780","FA010161","44415.3"
"RGLT03781","FA024452","67315.2"
"RGLT03782","FA013232","52273.2"
"RGLT03783","FA000903","33349.05"
"RGLT03784","FA011955","25644"
"RGLT03785","FA001393","103845"
"RGLT03786","FA021941","17958.8"
"RGLT03787","FA004689","53526"
"RGLT03788","FA002393","142854.6"
"RGLT03789","FA021558","49028.4"
"RGLT03790","FA010738","30852"
"RGLT03791","FA006953","76631.15"
"RGLT03792","FA009337","75134.4"
"RGLT03793","FA013082","3479"
"RGLT03794","FA025385","29143.4"
"RGLT03795","FA007392","196814.75"
"RGLT03796","FA021895","93235"
"RGLT03797","FA005126","134906"
"RGLT03798","FA001112","124353"
"RGLT03799","FA025023","23208"
"RGLT03800","FA018924","25704.8"
"RGLT03801","FA017135","8715"
"RGLT03802","FA021853","23433.2"
"RGLT03803","FA006610","206227.9"
"RGLT03804","FA024105","82442.8"
"RGLT03805","FA024704","37230"
"RGLT03806","FA011018","28626.4"
"RGLT03807","FA022993","207361.6"
"RGLT03808","FA014038","19835.2"
"RGLT03809","FA022852","71894"
"RGLT03810","FA022844","67837"
"RGLT03811","FA005981","24288"
"RGLT03812","FA003259","65318.4"
"RGLT03813","FA001897","69639.4"
"RGLT03814","FA004517","148257.6"
"RGLT03815","FA009896","65351"
"RGLT03816","FA021960","51077"
"RGLT03817","FA003072","71502"
"RGLT03818","FA023131","52637.2"
"RGLT03819","FA001053","97600"
"RGLT03820","FA022891","7176.75"
"RGLT03821","FA000683","192648.5"
"RGLT03822","FA016242","21785.4"
"RGLT03823","FA020514","166120.85"
"RGLT03824","FA012087","67306.2"
"RGLT03825","FA021625","88704"
"RGLT03826","FA018955","4227"
"RGLT03827","FA015941","96920.4"
"RGLT03828","FA004863","18620"
"RGLT03829","FA018024","43992"
"RGLT03830","FA006271","278622.6"
"RGLT03831","FA013960","24480"
"RGLT03832","FA021283","77818.4"
"RGLT03833","FA024518","109357.6"
"RGLT03834","FA006303","21546"
"RGLT03835","FA019552","66060.3"
"RGLT03836","FA006765","35821.5"
"RGLT03837","FA016359","111652.95"
"RGLT03838","FA021392","298436.6"
"RGLT03839","FA006685","33612.6"
"RGLT03840","FA002073","11510.4"
"RGLT03841","FA004041","127216.8"
"RGLT03842","FA003315","27605.15"
"RGLT03843","FA003457","116342.4"
"RGLT03844","FA003187","99045.1"
"RGLT03845","FA008776","35803.9"
"RGLT03846","FA012483","28079.85"
"RGLT03847","FA003591","46368"
"RGLT03848","FA004089","33648"
"RGLT03849","FA005321","92557.8"
"RGLT03850","FA022935","11324"
"RGLT03851","FA013166","62736"
"RGLT03852","FA018207","103694.55"
"RGLT03853","FA025378","3841.2"
"RGLT03854","FA013659","99845.05"
"RGLT03855","FA018293","75753.6"
"RGLT03856","FA008067","82450"
"RGLT03857","FA022662","9446.85"
"RGLT03858","FA024966","39112.2"
"RGLT03859","FA003137","61441.65"
"RGLT03860","FA022261","61812"
"RGLT03861","FA001156","4900"
"RGLT03862","FA001807","47644.4"
"RGLT03863","FA007645","86489.4"
"RGLT03864","FA015962","66513.8"
"RGLT03865","FA011485","4564.35"
"RGLT03866","FA022924","26064.5"
"RGLT03867","FA006047","5745.6"
"RGLT03868","FA023084","186424.8"
"RGLT03869","FA007922","47131.2"
"RGLT03870","FA002788","153650.2"
"RGLT03871","FA002436","86634"
"RGLT03872","FA025388","67858.7"
"RGLT03873","FA020476","13988"
"RGLT03874","FA013860","82020.75"
"RGLT03875","FA007555","27708"
"RGLT03876","FA009793","3678"
"RGLT03877","FA014960","215928.8"
"RGLT03878","FA013432","93979.6"
"RGLT03879","FA021388","41018.1"
"RGLT03880","FA016832","97070.4"
"RGLT03881","FA016131","78604.8"
"RGLT03882","FA015353","175553"
"RGLT03883","FA002408","32009.1"
"RGLT03884","FA024582","33612"
"RGLT03885","FA004613","18659.55"
"RGLT03886","FA018225","47020.6"
"RGLT03887","FA022179","7727.65"
"RGLT03888","FA014239","51013.6"
"RGLT03889","FA025019","11721.6"
"RGLT03890","FA001551","27650"
"RGLT03891","FA011448","83974"
"RGLT03892","FA024783","11772"
"RGLT03893","FA023067","132235.6"
"RGLT03894","FA020273","5418.6"
"RGLT03895","FA001633","4074.4"
"RGLT03896","FA014394","49746.9"
"RGLT03897","FA024446","37016"
"RGLT03898","FA014990","74382"
"RGLT03899","FA017899","80249.4"
"RGLT03900","FA008583","46041.6"
"RGLT03901","FA001877","4440.45"
"RGLT03902","FA014145","154673.8"
"RGLT03903","FA004356","52354.5"
"RGLT03904","FA001489","42718.75"
"RGLT03905","FA008202","92906"
"RGLT03906","FA002122","4164.3"
"RGLT03907","FA016379","92064.5"
"RGLT03908","FA011011","11034"
"RGLT03909","FA006429","122805"
"RGLT03910","FA017498","127130"
"RGLT03911","FA016629","26761"
"RGLT03912","FA003762","15522"
"RGLT03913","FA008991","80559.6"
"RGLT03914","FA008115","33902.1"
"RGLT03915","FA000330","22596"
"RGLT03916","FA021816","3356"
"RGLT03917","FA003942","86270.75"
"RGLT03918","FA010556","9639.3"
"RGLT03919","FA000808","48800"
"RGLT03920","FA008837","72682.5"
"RGLT03921","FA021905","75308.1"
"RGLT03922","FA013225","56088"
"RGLT03923","FA012876","146400"
"RGLT03924","FA012507","15055"
"RGLT03925","FA021091","107886.6"
"RGLT03926","FA020687","84547.3"
"RGLT03927","FA017234","12936"
"RGLT03928","FA006007","100697.3"
"RGLT03929","FA011566","4002"
"RGLT03930","FA019377","125897.8"
"RGLT03931","FA023667","63626.85"
"RGLT03932","FA012394","110423"
"RGLT03933","FA022663","96927.6"
"RGLT03934","FA021792","76471.2"
"RGLT03935","FA017678","137206.8"
"RGLT03936","FA010739","3065"
"RGLT03937","FA003795","96034.2"
"RGLT03938","FA022845","51880.8"
"RGLT03939","FA019400","52147.2"
"RGLT03940","FA000520","24498"
"RGLT03941","FA011910","5064"
"RGLT03942","FA017762","74976"
"RGLT03943","FA004118","26888.4"
"RGLT03944","FA008256","22950"
"RGLT03945","FA013559","108263.9"
"RGLT03946","FA008191","33616"
"RGLT03947","FA025248","61730.1"
"RGLT03948","FA019388","96986.7"
"RGLT03949","FA024406","32521.6"
"RGLT03950","FA013996","109010"
"RGLT03951","FA019405","17556"
"RGLT03952","FA016637","96465"
"RGLT03953","FA010604","109340"
"RGLT03954","FA014017","19638"
"RGLT03955","FA020597","7125.2"
"RGLT03956","FA016693","94587"
"RGLT03957","FA024344","25259"
"RGLT03958","FA013853","54225.6"
"RGLT03959","FA007484","51203.6"
"RGLT03960","FA012756","30567.6"
"RGLT03961","FA008123","143793"
"RGLT03962","FA018441","137102.4"
"RGLT03963","FA005913","44897.15"
"RGLT03964","FA016480","31928.4"
"RGLT03965","FA005736","79668"
"RGLT03966","FA004500","21005.6"
"RGLT03967","FA018296","8971.2"
"RGLT03968","FA015715","53779.2"
"RGLT03969","FA023489","11062.8"
"RGLT03970","FA013675","27640.8"
"RGLT03971","FA012167","160915.6"
"RGLT03972","FA021393","149715.05"
"RGLT03973","FA011204","144067.4"
"RGLT03974","FA010243","130726.75"
"RGLT03975","FA016095","62523.6"
"RGLT03976","FA005731","33354"
"RGLT03977","FA002072","112893"
"RGLT03978","FA004683","33052.4"
"RGLT03979","FA018998","17124.8"
"RGLT03980","FA010494","105230.4"
"RGLT03981","FA003819","17196.9"
"RGLT03982","FA004485","3636"
"RGLT03983","FA019526","7896"
"RGLT03984","FA013561","103818.2"
"RGLT03985","FA016331","24054"
"RGLT03986","FA003986","42263.1"
"RGLT03987","FA011525","18669"
"RGLT03988","FA010336","88387.35"
"RGLT03989","FA024282","43017.4"
"RGLT03990","FA000557","85081.1"
"RGLT03991","FA022549","40826.5"
"RGLT03992","FA016555","11184"
"RGLT03993","FA007224","115389.1"
"RGLT03994","FA008549","41306.95"
"RGLT03995","FA000432","60823.5"
"RGLT03996","FA017122","105954.4"
"RGLT03997","FA017740","55205.6"
"RGLT03998","FA015595","57389.95"
"RGLT03999","FA012132","98115.2"
"RGLT04000","FA008547","88965.6"
"RGLT04001","FA010722","583"
"RGLT04002","FA009223","54602.7"
"RGLT04003","FA012414","88065"
"RGLT04004","FA011234","22646"
"RGLT04005","FA010825","50500.8"
"RGLT04006","FA015854","41558.4"
"RGLT04007","FA016407","49974.7"
"RGLT04008","FA010001","33033"
"RGLT04009","FA007181","56169"
"RGLT04010","FA025203","149658.2"
"RGLT04011","FA018620","125736"
"RGLT04012","FA016894","107326.2"
"RGLT04013","FA009255","121969.8"
"RGLT04014","FA017732","20030.4"
"RGLT04015","FA016025","114498.4"
"RGLT04016","FA021504","74676"
"RGLT04017","FA001483","2776.2"
"RGLT04018","FA006257","177016.2"
"RGLT04019","FA020287","48721.2"
"RGLT04020","FA010613","29356.8"
"RGLT04021","FA000640","25796.4"
"RGLT04022","FA002541","2241.8"
"RGLT04023","FA004930","26235.5"
"RGLT04024","FA020998","105105"
"RGLT04025","FA014235","50500.4"
"RGLT04026","FA007074","21440"
"RGLT04027","FA023711","88772.25"
"RGLT04028","FA015402","90792"
"RGLT04029","FA016606","63511.35"
"RGLT04030","FA021202","54693.6"
"RGLT04031","FA013689","73816.1"
"RGLT04032","FA002025","5318.4"
"RGLT04033","FA002226","40124.7"
"RGLT04034","FA011440","24840.9"
"RGLT04035","FA024892","56601.05"
"RGLT04036","FA011999","121109.5"
"RGLT04037","FA006536","52494.75"
"RGLT04038","FA022297","14961.6"
"RGLT04039","FA014887","120072.3"
"RGLT04040","FA003198","91681"
"RGLT04041","FA021722","34236"
"RGLT04042","FA002460","46213.25"
"RGLT04043","FA023791","4416"
"RGLT04044","FA025432","12012"
"RGLT04045","FA022872","119391.3"
"RGLT04046","FA002669","45568.6"
"RGLT04047","FA004990","67046.45"
"RGLT04048","FA017744","5208"
"RGLT04049","FA004676","92863.6"
"RGLT04050","FA013418","165942"
"RGLT04051","FA022823","79506.7"
"RGLT04052","FA015738","102955.6"
"RGLT04053","FA014424","102388.8"
"RGLT04054","FA021787","74332.5"
"RGLT04055","FA022459","53541"
"RGLT04056","FA017843","86983.5"
"RGLT04057","FA023345","79196.3"
"RGLT04058","FA002317","190302.4"
"RGLT04059","FA024269","114620.2"
"RGLT04060","FA011704","21420"
"RGLT04061","FA016479","30132.9"
"RGLT04062","FA016970","131140.95"
"RGLT04063","FA013167","130573.05"
"RGLT04064","FA015026","27691.2"
"RGLT04065","FA016042","58843.2"
"RGLT04066","FA014900","60541.2"
"RGLT04067","FA001047","18508.4"
"RGLT04068","FA012487","4977"
"RGLT04069","FA011070","126229.5"
"RGLT04070","FA009795","16830"
"RGLT04071","FA013335","97480"
"RGLT04072","FA021624","28189.2"
"RGLT04073","FA017510","71844.9"
"RGLT04074","FA010588","11699.1"
"RGLT04075","FA005104","162746.4"
"RGLT04076","FA025435","32306.4"
"RGLT04077","FA018826","53029.2"
"RGLT04078","FA016956","58460.4"
"RGLT04079","FA007185","4499"
"RGLT04080","FA002363","100692.9"
"RGLT04081","FA025165","70182.3"
"RGLT04082","FA022610","54693.6"
"RGLT04083","FA005148","76616.5"
"RGLT04084","FA000529","133567.2"
"RGLT04085","FA003889","66816"
"RGLT04086","FA021011","18758.4"
"RGLT04087","FA009803","29685.6"
"RGLT04088","FA019152","28991.7"
"RGLT04089","FA023148","69499.1"
"RGLT04090","FA022640","74945.7"
"RGLT04091","FA020550","89961.25"
"RGLT04092","FA016033","29596"
"RGLT04093","FA012783","22209.6"
"RGLT04094","FA018952","41275.8"
"RGLT04095","FA020991","38307.6"
"RGLT04096","FA018885","5898.9"
"RGLT04097","FA001611","167097.15"
"RGLT04098","FA017382","36610.8"
"RGLT04099","FA011233","90389.6"
"RGLT04100","FA012736","20063.4"
"RGLT04101","FA017699","159844.4"
"RGLT04102","FA004239","68293.25"
"RGLT04103","FA004997","49216.8"
"RGLT04104","FA017635","103636.6"
"RGLT04105","FA007077","151921.6"
"RGLT04106","FA024532","40712"
"RGLT04107","FA004754","34166"
"RGLT04108","FA012468","39240"
"RGLT04109","FA005079","28506"
"RGLT04110","FA003329","81644.5"
"RGLT04111","FA016185","27096"
"RGLT04112","FA000603","56587.2"
"RGLT04113","FA008234","26939"
"RGLT04114","FA002958","37424"
"RGLT04115","FA023480","19890"
"RGLT04116","FA019195","61897.5"
"RGLT04117","FA003057","65456.1"
"RGLT04118","FA022760","18889.5"
"RGLT04119","FA013989","175769.6"
"RGLT04120","FA021569","99497"
"RGLT04121","FA005344","91848.9"
"RGLT04122","FA004427","147260"
"RGLT04123","FA017060","58993"
"RGLT04124","FA002148","157466"
"RGLT04125","FA001400","9087"
"RGLT04126","FA020767","59611.75"
"RGLT04127","FA025026","29784"
"RGLT04128","FA008535","57030.6"
"RGLT04129","FA018478","23175"
"RGLT04130","FA003676","119565.8"
"RGLT04131","FA019874","67318.6"
"RGLT04132","FA016443","15678"
"RGLT04133","FA014154","88397.4"
"RGLT04134","FA001949","10570"
"RGLT04135","FA014358","93007.75"
"RGLT04136","FA004274","9662.4"
"RGLT04137","FA009574","17349.15"
"RGLT04138","FA024754","67410"
"RGLT04139","FA004577","25924.5"
"RGLT04140","FA004299","37717.35"
"RGLT04141","FA019398","38230"
"RGLT04142","FA015825","68682.9"
"RGLT04143","FA023818","66101"
"RGLT04144","FA023107","50266.8"
"RGLT04145","FA021161","20176.2"
"RGLT04146","FA009174","94836.2"
"RGLT04147","FA023917","26901.6"
"RGLT04148","FA019802","13576.5"
"RGLT04149","FA014668","9716.7"
"RGLT04150","FA007652","84598.8"
"RGLT04151","FA005883","82357.8"
"RGLT04152","FA003772","204533.7"
"RGLT04153","FA011294","86854.8"
"RGLT04154","FA011662","57986.5"
"RGLT04155","FA023369","43992"
"RGLT04156","FA011994","13437"
"RGLT04157","FA016360","48140.4"
"RGLT04158","FA017531","97218.45"
"RGLT04159","FA020181","40924.6"
"RGLT04160","FA002478","67406.85"
"RGLT04161","FA010397","22140.8"
"RGLT04162","FA015597","58842"
"RGLT04163","FA010237","79075.6"
"RGLT04164","FA000422","223968"
"RGLT04165","FA011252","120762.8"
"RGLT04166","FA025280","84837.75"
"RGLT04167","FA018737","10563.3"
"RGLT04168","FA013102","149413"
"RGLT04169","FA007139","61624.4"
"RGLT04170","FA022097","62471.5"
"RGLT04171","FA004316","45790.8"
"RGLT04172","FA025011","65410.8"
"RGLT04173","FA004077","92089.35"
"RGLT04174","FA003234","54116.4"
"RGLT04175","FA014815","14750"
"RGLT04176","FA008804","215395.6"
"RGLT04177","FA001283","115961.2"
"RGLT04178","FA020758","27007.2"
"RGLT04179","FA021213","49790.4"
"RGLT04180","FA012912","33739.5"
"RGLT04181","FA016091","33254.55"
"RGLT04182","FA000186","25368"
"RGLT04183","FA006687","145382.6"
"RGLT04184","FA013816","14531.4"
"RGLT04185","FA007351","171722.8"
"RGLT04186","FA013908","36195.6"
"RGLT04187","FA005429","13718.1"
"RGLT04188","FA009229","123798"
"RGLT04189","FA024905","47884.6"
"RGLT04190","FA007461","121217"
"RGLT04191","FA000723","61168"
"RGLT04192","FA021629","5184"
"RGLT04193","FA011131","19399.1"
"RGLT04194","FA000364","46189.55"
"RGLT04195","FA005887","53878"
"RGLT04196","FA022259","49599"
"RGLT04197","FA015624","17487"
"RGLT04198","FA011418","104465.2"
"RGLT04199","FA019396","20515.2"
"RGLT04200","FA017755","66101"
"RGLT04201","FA023073","63586"
"RGLT04202","FA012546","136292.4"
"RGLT04203","FA017784","39063.2"
"RGLT04204","FA008242","88992.4"
"RGLT04205","FA023589","19668"
"RGLT04206","FA004719","95301.15"
"RGLT04207","FA019890","39278.4"
"RGLT04208","FA000068","38471.4"
"RGLT04209","FA011894","33294.8"
"RGLT04210","FA009288","65599.2"
"RGLT04211","FA021772","108479.8"
"RGLT04212","FA021668","20152"
"RGLT04213","FA020882","37123.2"
"RGLT04214","FA010856","68594.6"
"RGLT04215","FA023523","34440"
"RGLT04216","FA011152","14586"
"RGLT04217","FA008281","63531.6"
"RGLT04218","FA004447","128275.7"
"RGLT04219","FA024606","214152.1"
"RGLT04220","FA022485","58597.9"
"RGLT04221","FA005743","62442"
"RGLT04222","FA014263","67095.6"
"RGLT04223","FA016946","70836.15"
"RGLT04224","FA006947","3899.7"
"RGLT04225","FA003800","99670.2"
"RGLT04226","FA002414","89907.2"
"RGLT04227","FA013886","24400"
"RGLT04228","FA005991","115677.6"
"RGLT04229","FA003547","24286.5"
"RGLT04230","FA002650","56474.6"
"RGLT04231","FA001363","4850"
"RGLT04232","FA001657","35876.4"
"RGLT04233","FA023325","87732.15"
"RGLT04234","FA018724","56800"
"RGLT04235","FA000138","24126.4"
"RGLT04236","FA001534","80278.2"
"RGLT04237","FA009625","30860.1"
"RGLT04238","FA012215","164373"
"RGLT04239","FA003189","26208.9"
"RGLT04240","FA014338","2877"
"RGLT04241","FA017787","5830"
"RGLT04242","FA000562","6774"
"RGLT04243","FA001321","75718"
"RGLT04244","FA011724","42807.6"
"RGLT04245","FA019794","19025.6"
"RGLT04246","FA021811","152050.1"
"RGLT04247","FA004344","12064"
"RGLT04248","FA020400","30685.2"
"RGLT04249","FA023829","12381.6"
"RGLT04250","FA011259","78741.6"
"RGLT04251","FA001804","180721.65"
"RGLT04252","FA014812","76701.45"
"RGLT04253","FA019314","164815.2"
"RGLT04254","FA016811","65934.6"
"RGLT04255","FA005395","75170.4"
"RGLT04256","FA007108","67385"
"RGLT04257","FA023621","36517.2"
"RGLT04258","FA008480","22495"
"RGLT04259","FA011463","63108"
"RGLT04260","FA014901","98751.3"
"RGLT04261","FA007089","15554.7"
"RGLT04262","FA016858","19727.4"
"RGLT04263","FA013379","145943.8"
"RGLT04264","FA009883","31223.5"
"RGLT04265","FA002234","111486.2"
"RGLT04266","FA012853","5178.6"
"RGLT04267","FA022157","32355.6"
"RGLT04268","FA004849","62834.1"
"RGLT04269","FA023018","19726"
"RGLT04270","FA020068","77866.2"
"RGLT04271","FA004494","13406.4"
"RGLT04272","FA009857","143243"
"RGLT04273","FA022824","45917.7"
"RGLT04274","FA005924","170397.3"
"RGLT04275","FA016393","23763.6"
"RGLT04276","FA010511","40767.7"
"RGLT04277","FA024058","113328"
"RGLT04278","FA010152","38799"
"RGLT04279","FA001152","49754"
"RGLT04280","FA016182","95625.6"
"RGLT04281","FA002375","3912.3"
"RGLT04282","FA008655","29107.2"
"RGLT04283","FA019330","90320.1"
"RGLT04284","FA010348","6329.4"
"RGLT04285","FA012315","4399.2"
"RGLT04286","FA000649","35789.6"
"RGLT04287","FA023879","92691.2"
"RGLT04288","FA017582","21522"
"RGLT04289","FA012956","6999.3"
"RGLT04290","FA008924","2564.4"
"RGLT04291","FA012962","81165.45"
