"ID_FACTURE","CD_PRESTATION","NB_QUANTITE_FACTURE","NB_PRIX_HT","NB_PRIX_TTC"
"FA006340","PS0087","3","2181","2181"
"FA007530","PS0139","10","3529","3705.45"
"FA014573","PS0158","1","4083","4083"
"FA017203","PS0004","1","4618","5541.6"
"FA015703","PS0180","16","2164","2272.2"
"FA021632","PS0198","7","3668","4401.6"
"FA020150","PS0115","2","4570","5027"
"FA007231","PS0145","4","2505","2755.5"
"FA006115","PS0007","10","2921","3213.1"
"FA004951","PS0089","6","3356","3356"
"FA006346","PS0005","18","1255","1255"
"FA018422","PS0064","16","2959","3254.9"
"FA025062","PS0140","7","4874","4874"
"FA023941","PS0098","20","3639","3820.95"
"FA011142","PS0063","9","1391","1669.2"
"FA009218","PS0045","19","3895","4674"
"FA023211","PS0123","5","2137","2564.4"
"FA021366","PS0142","15","1183","1242.15"
"FA007550","PS0161","17","2912","2912"
"FA010707","PS0144","18","613","613"
"FA019379","PS0096","5","2802","2942.1"
"FA013570","PS0198","7","3668","4401.6"
"FA000814","PS0148","14","3503","3678.15"
"FA016617","PS0116","8","4508","4958.8"
"FA023454","PS0161","7","2912","2912"
"FA016012","PS0183","7","4635","4635"
"FA018005","PS0149","20","1409","1409"
"FA005549","PS0049","18","2162","2378.2"
"FA006234","PS0118","17","3828","4210.8"
"FA011273","PS0065","15","3011","3011"
"FA017656","PS0017","2","3898","3898"
"FA021130","PS0043","11","1449","1521.45"
"FA003810","PS0020","11","4856","5341.6"
"FA017991","PS0170","10","3820","4202"
"FA007966","PS0065","2","3011","3011"
"FA022304","PS0040","17","1880","1974"
"FA015113","PS0140","12","4874","4874"
"FA016428","PS0016","13","4420","5304"
"FA006869","PS0002","20","1184","1302.4"
"FA005710","PS0112","1","2886","3463.2"
"FA010501","PS0186","20","3126","3438.6"
"FA005486","PS0060","10","2474","2968.8"
"FA010656","PS0049","5","2162","2378.2"
"FA006080","PS0011","3","4911","4911"
"FA014702","PS0197","11","3502","3852.2"
"FA024655","PS0158","2","4083","4083"
"FA021980","PS0170","11","3820","4202"
"FA014716","PS0060","4","2474","2968.8"
"FA019252","PS0136","11","3166","3482.6"
"FA005487","PS0142","3","1183","1242.15"
"FA018584","PS0070","15","1148","1148"
"FA014998","PS0178","15","2534","2660.7"
"FA023196","PS0017","13","3898","3898"
"FA025137","PS0120","4","4751","5701.2"
"FA011916","PS0198","14","3668","4401.6"
"FA017120","PS0167","8","2672","2805.6"
"FA023073","PS0094","1","2548","2802.8"
"FA017939","PS0172","1","583","583"
"FA022620","PS0117","17","4835","5802"
"FA020224","PS0040","7","1880","1974"
"FA002105","PS0024","8","4289","5146.8"
"FA007929","PS0049","12","2162","2378.2"
"FA021976","PS0010","15","4373","4591.65"
"FA002433","PS0162","10","2580","2838"
"FA005410","PS0148","3","3503","3678.15"
"FA011568","PS0004","9","4618","5541.6"
"FA018289","PS0044","6","894","983.4"
"FA010611","PS0193","2","4880","4880"
"FA016725","PS0088","4","1464","1610.4"
"FA003732","PS0089","17","3356","3356"
"FA022632","PS0042","14","3772","4526.4"
"FA008385","PS0124","19","2519","2519"
"FA024224","PS0129","16","548","575.4"
"FA012802","PS0191","2","1646","1728.3"
"FA007796","PS0103","11","1326","1458.6"
"FA021075","PS0116","2","4508","4958.8"
"FA018035","PS0199","6","1317","1580.4"
"FA020110","PS0039","7","737","773.85"
"FA015509","PS0050","11","2801","3361.2"
"FA013987","PS0046","6","4813","5775.6"
"FA002826","PS0127","20","3451","3796.1"
"FA020450","PS0193","12","4880","4880"
"FA022255","PS0196","5","3273","3927.6"
"FA023171","PS0011","5","4911","4911"
"FA018978","PS0053","3","1852","2037.2"
"FA010743","PS0063","16","1391","1669.2"
"FA019441","PS0110","3","2038","2241.8"
"FA006022","PS0074","10","1493","1493"
"FA025196","PS0170","4","3820","4202"
"FA000041","PS0165","15","862","905.1"
"FA008378","PS0183","3","4635","4635"
"FA024377","PS0092","20","1266","1266"
"FA022568","PS0153","14","4044","4448.4"
"FA004466","PS0002","17","1184","1302.4"
"FA006864","PS0142","16","1183","1242.15"
"FA001766","PS0179","1","3886","4274.6"
"FA014376","PS0029","11","4104","4309.2"
"FA004802","PS0144","10","613","613"
"FA022065","PS0014","8","3304","3469.2"
"FA024039","PS0189","12","1018","1018"
"FA007392","PS0117","20","4835","5802"
"FA014221","PS0129","16","548","575.4"
"FA007807","PS0109","5","924","924"
"FA022342","PS0189","3","1018","1018"
"FA000088","PS0169","4","2716","3259.2"
"FA019336","PS0056","12","3253","3578.3"
"FA012211","PS0070","18","1148","1148"
"FA014057","PS0100","11","1714","2056.8"
"FA000831","PS0007","6","2921","3213.1"
"FA007192","PS0185","3","2944","3091.2"
"FA014922","PS0193","19","4880","4880"
"FA022569","PS0122","1","1558","1635.9"
"FA023422","PS0173","3","4850","4850"
"FA023430","PS0119","11","831","914.1"
"FA004040","PS0080","2","2482","2482"
"FA001280","PS0067","5","1824","1915.2"
"FA024997","PS0143","7","4067","4473.7"
"FA005501","PS0089","9","3356","3356"
"FA006210","PS0131","20","4193","5031.6"
"FA009728","PS0164","2","1809","1809"
"FA003348","PS0009","8","1132","1358.4"
"FA023950","PS0174","12","1507","1582.35"
"FA017609","PS0049","4","2162","2378.2"
"FA022336","PS0164","5","1809","1809"
"FA001901","PS0128","2","1185","1244.25"
"FA006292","PS0061","17","1652","1817.2"
"FA021568","PS0085","13","871","914.55"
"FA011706","PS0088","1","1464","1610.4"
"FA014448","PS0035","2","3653","4383.6"
"FA021581","PS0051","4","1179","1414.8"
"FA017240","PS0022","1","3106","3106"
"FA009111","PS0106","12","2784","3340.8"
"FA018548","PS0112","16","2886","3463.2"
"FA011455","PS0018","17","4405","4845.5"
"FA011373","PS0131","18","4193","5031.6"
"FA002367","PS0029","13","4104","4309.2"
"FA024845","PS0186","2","3126","3438.6"
"FA019073","PS0106","18","2784","3340.8"
"FA019434","PS0005","16","1255","1255"
"FA016962","PS0189","2","1018","1018"
"FA009858","PS0094","13","2548","2802.8"
"FA014250","PS0038","17","3432","3432"
"FA010022","PS0043","3","1449","1521.45"
"FA000129","PS0048","19","2078","2493.6"
"FA022224","PS0127","7","3451","3796.1"
"FA016825","PS0098","15","3639","3820.95"
"FA024340","PS0072","19","4112","4523.2"
"FA016205","PS0008","10","2258","2258"
"FA020650","PS0016","1","4420","5304"
"FA017474","PS0197","10","3502","3852.2"
"FA022014","PS0055","17","3539","3539"
"FA018724","PS0001","8","2024","2125.2"
"FA020867","PS0058","14","3666","4399.2"
"FA009165","PS0109","9","924","924"
"FA017646","PS0161","1","2912","2912"
"FA003784","PS0137","10","2907","3052.35"
"FA014168","PS0095","18","3247","3247"
"FA004761","PS0060","1","2474","2968.8"
"FA019076","PS0141","11","3556","3733.8"
"FA013356","PS0012","16","3469","4162.8"
"FA009209","PS0018","15","4405","4845.5"
"FA023281","PS0159","14","1547","1624.35"
"FA022630","PS0107","12","2693","3231.6"
"FA011684","PS0037","8","4777","5015.85"
"FA024759","PS0120","14","4751","5701.2"
"FA016067","PS0189","19","1018","1018"
"FA007129","PS0110","5","2038","2241.8"
"FA021902","PS0188","8","1923","2307.6"
"FA020831","PS0026","1","2578","3093.6"
"FA013964","PS0192","12","3081","3389.1"
"FA011021","PS0127","10","3451","3796.1"
"FA024296","PS0101","2","4494","5392.8"
"FA023872","PS0178","18","2534","2660.7"
"FA018440","PS0065","11","3011","3011"
"FA008770","PS0021","6","1716","1801.8"
"FA013990","PS0004","19","4618","5541.6"
"FA016524","PS0136","19","3166","3482.6"
"FA007559","PS0011","11","4911","4911"
"FA011498","PS0049","3","2162","2378.2"
"FA023166","PS0034","19","2908","2908"
"FA011579","PS0005","3","1255","1255"
"FA022116","PS0041","10","830","871.5"
"FA013642","PS0089","11","3356","3356"
"FA005729","PS0078","10","3929","3929"
"FA006977","PS0132","3","3369","4042.8"
"FA012747","PS0143","2","4067","4473.7"
"FA015987","PS0160","1","1396","1535.6"
"FA011478","PS0068","15","638","638"
"FA014702","PS0121","6","4246","4458.3"
"FA019728","PS0186","1","3126","3438.6"
"FA015980","PS0160","11","1396","1535.6"
"FA010744","PS0091","1","4055","4460.5"
"FA010565","PS0033","15","1340","1340"
"FA003122","PS0100","15","1714","2056.8"
"FA002771","PS0168","14","2550","2677.5"
"FA024614","PS0089","19","3356","3356"
"FA002156","PS0197","3","3502","3852.2"
"FA013083","PS0196","16","3273","3927.6"
"FA023608","PS0074","14","1493","1493"
"FA006361","PS0085","15","871","914.55"
"FA019136","PS0014","6","3304","3469.2"
"FA023773","PS0093","17","2999","3148.95"
"FA015804","PS0177","19","1076","1076"
"FA003056","PS0057","11","2855","3140.5"
"FA023545","PS0148","3","3503","3678.15"
"FA022041","PS0034","15","2908","2908"
"FA012391","PS0124","14","2519","2519"
"FA016561","PS0004","2","4618","5541.6"
"FA010373","PS0102","1","1322","1388.1"
"FA007759","PS0017","4","3898","3898"
"FA005320","PS0142","10","1183","1242.15"
"FA018521","PS0118","10","3828","4210.8"
"FA001351","PS0179","19","3886","4274.6"
"FA010746","PS0009","4","1132","1358.4"
"FA006183","PS0051","11","1179","1414.8"
"FA013369","PS0068","10","638","638"
"FA024463","PS0018","11","4405","4845.5"
"FA002830","PS0166","4","2363","2481.15"
"FA012187","PS0081","19","3916","4307.6"
"FA021166","PS0082","16","4269","4695.9"
"FA024749","PS0092","8","1266","1266"
"FA021918","PS0019","9","4815","4815"
"FA022511","PS0113","11","1421","1421"
"FA012920","PS0103","18","1326","1458.6"
"FA023364","PS0010","14","4373","4591.65"
"FA022640","PS0134","9","2614","3136.8"
"FA021243","PS0074","2","1493","1493"
"FA003056","PS0020","15","4856","5341.6"
"FA016837","PS0195","12","2296","2296"
"FA016417","PS0187","6","3333","3499.65"
"FA008152","PS0140","15","4874","4874"
"FA018295","PS0108","14","2728","3000.8"
"FA011894","PS0155","1","2134","2347.4"
"FA007683","PS0014","10","3304","3469.2"
"FA015622","PS0061","20","1652","1817.2"
"FA017629","PS0049","19","2162","2378.2"
"FA007551","PS0074","16","1493","1493"
"FA021847","PS0173","11","4850","4850"
"FA003616","PS0135","7","3908","4689.6"
"FA009532","PS0190","16","822","863.1"
"FA022889","PS0181","8","1128","1353.6"
"FA015048","PS0155","14","2134","2347.4"
"FA002442","PS0149","12","1409","1409"
"FA008262","PS0136","5","3166","3482.6"
"FA001965","PS0075","2","3943","4140.15"
"FA006491","PS0116","19","4508","4958.8"
"FA015748","PS0122","11","1558","1635.9"
"FA016130","PS0049","15","2162","2378.2"
"FA007516","PS0181","9","1128","1353.6"
"FA019691","PS0160","1","1396","1535.6"
"FA010030","PS0059","14","4993","5242.65"
"FA004220","PS0096","16","2802","2942.1"
"FA015791","PS0174","19","1507","1582.35"
"FA015091","PS0074","12","1493","1493"
"FA024192","PS0004","2","4618","5541.6"
"FA006741","PS0009","18","1132","1358.4"
"FA007725","PS0189","17","1018","1018"
"FA015295","PS0021","2","1716","1801.8"
"FA013193","PS0087","7","2181","2181"
"FA001876","PS0025","8","4960","5208"
"FA012698","PS0161","16","2912","2912"
"FA019837","PS0174","10","1507","1582.35"
"FA021177","PS0197","14","3502","3852.2"
"FA016634","PS0004","20","4618","5541.6"
"FA007434","PS0039","14","737","773.85"
"FA011807","PS0010","5","4373","4591.65"
"FA001639","PS0141","14","3556","3733.8"
"FA001887","PS0069","19","873","960.3"
"FA016664","PS0094","4","2548","2802.8"
"FA015289","PS0130","12","2449","2693.9"
"FA023945","PS0083","10","4750","5700"
"FA010118","PS0063","19","1391","1669.2"
"FA015910","PS0008","4","2258","2258"
"FA006976","PS0194","12","4157","4572.7"
"FA021367","PS0029","16","4104","4309.2"
"FA004517","PS0107","13","2693","3231.6"
"FA017827","PS0077","2","4739","5212.9"
"FA004733","PS0154","10","699","699"
"FA003806","PS0006","12","2045","2249.5"
"FA018560","PS0169","11","2716","3259.2"
"FA019814","PS0043","17","1449","1521.45"
"FA014643","PS0169","9","2716","3259.2"
"FA011976","PS0150","9","3275","3438.75"
"FA018604","PS0049","4","2162","2378.2"
"FA024988","PS0117","16","4835","5802"
"FA008079","PS0036","19","3506","4207.2"
"FA013844","PS0008","17","2258","2258"
"FA025199","PS0157","7","596","596"
"FA022122","PS0019","7","4815","4815"
"FA003189","PS0190","6","822","863.1"
"FA006367","PS0087","12","2181","2181"
"FA022993","PS0141","1","3556","3733.8"
"FA020667","PS0045","17","3895","4674"
"FA007078","PS0173","19","4850","4850"
"FA001153","PS0200","13","2860","3146"
"FA012949","PS0158","16","4083","4083"
"FA009133","PS0149","1","1409","1409"
"FA005205","PS0094","17","2548","2802.8"
"FA017697","PS0107","7","2693","3231.6"
"FA019035","PS0191","14","1646","1728.3"
"FA017273","PS0030","14","3765","4141.5"
"FA009460","PS0177","7","1076","1076"
"FA007804","PS0127","19","3451","3796.1"
"FA022544","PS0059","7","4993","5242.65"
"FA008012","PS0070","7","1148","1148"
"FA005363","PS0033","15","1340","1340"
"FA021352","PS0015","14","4308","4738.8"
"FA009528","PS0192","17","3081","3389.1"
"FA001712","PS0200","5","2860","3146"
"FA010483","PS0083","2","4750","5700"
"FA023747","PS0185","17","2944","3091.2"
"FA000171","PS0092","18","1266","1266"
"FA013536","PS0013","9","3409","3409"
"FA009690","PS0142","14","1183","1242.15"
"FA013102","PS0094","11","2548","2802.8"
"FA008638","PS0026","5","2578","3093.6"
"FA019476","PS0170","16","3820","4202"
"FA017649","PS0018","18","4405","4845.5"
"FA016832","PS0101","18","4494","5392.8"
"FA014570","PS0117","14","4835","5802"
"FA006525","PS0139","6","3529","3705.45"
"FA010146","PS0006","16","2045","2249.5"
"FA002420","PS0180","14","2164","2272.2"
"FA008916","PS0152","1","1962","1962"
"FA020960","PS0051","11","1179","1414.8"
"FA000495","PS0087","5","2181","2181"
"FA022004","PS0003","2","710","852"
"FA015062","PS0155","7","2134","2347.4"
"FA017070","PS0118","6","3828","4210.8"
"FA009739","PS0116","16","4508","4958.8"
"FA003029","PS0026","14","2578","3093.6"
"FA013298","PS0143","12","4067","4473.7"
"FA016028","PS0166","19","2363","2481.15"
"FA017906","PS0007","3","2921","3213.1"
"FA010669","PS0031","14","3309","3474.45"
"FA012318","PS0077","9","4739","5212.9"
"FA023386","PS0108","12","2728","3000.8"
"FA000800","PS0015","10","4308","4738.8"
"FA015933","PS0046","4","4813","5775.6"
"FA023743","PS0167","18","2672","2805.6"
"FA000757","PS0054","4","798","877.8"
"FA018398","PS0113","12","1421","1421"
"FA017195","PS0117","17","4835","5802"
"FA006353","PS0051","11","1179","1414.8"
"FA000468","PS0161","1","2912","2912"
"FA013445","PS0043","18","1449","1521.45"
"FA002969","PS0176","5","1902","1902"
"FA025461","PS0081","1","3916","4307.6"
"FA007692","PS0019","1","4815","4815"
"FA009268","PS0119","3","831","914.1"
"FA006171","PS0041","12","830","871.5"
"FA006243","PS0167","3","2672","2805.6"
"FA008328","PS0083","17","4750","5700"
"FA020859","PS0093","14","2999","3148.95"
"FA005757","PS0008","17","2258","2258"
"FA007592","PS0065","13","3011","3011"
"FA016230","PS0120","5","4751","5701.2"
"FA025124","PS0034","2","2908","2908"
"FA019080","PS0089","16","3356","3356"
"FA006544","PS0052","10","3823","3823"
"FA018089","PS0198","3","3668","4401.6"
"FA010469","PS0091","2","4055","4460.5"
"FA022647","PS0144","11","613","613"
"FA009271","PS0052","8","3823","3823"
"FA007633","PS0049","3","2162","2378.2"
"FA004529","PS0057","4","2855","3140.5"
"FA017070","PS0038","7","3432","3432"
"FA008438","PS0021","5","1716","1801.8"
"FA016265","PS0172","10","583","583"
"FA022392","PS0076","11","4709","4709"
"FA006035","PS0114","20","3975","4372.5"
"FA013035","PS0035","10","3653","4383.6"
"FA017753","PS0094","6","2548","2802.8"
"FA024473","PS0091","20","4055","4460.5"
"FA017377","PS0152","7","1962","1962"
"FA005662","PS0086","2","4872","5846.4"
"FA005214","PS0130","16","2449","2693.9"
"FA013232","PS0141","14","3556","3733.8"
"FA014590","PS0162","1","2580","2838"
"FA007223","PS0108","5","2728","3000.8"
"FA010393","PS0033","4","1340","1340"
"FA015514","PS0115","1","4570","5027"
"FA011301","PS0027","1","1108","1329.6"
"FA017539","PS0130","18","2449","2693.9"
"FA012108","PS0151","7","4869","5355.9"
"FA021194","PS0110","11","2038","2241.8"
"FA010545","PS0172","20","583","583"
"FA019904","PS0169","20","2716","3259.2"
"FA017567","PS0174","13","1507","1582.35"
"FA013478","PS0149","18","1409","1409"
"FA022785","PS0146","18","1742","1742"
"FA009323","PS0182","18","4712","4947.6"
"FA002387","PS0005","8","1255","1255"
"FA018309","PS0087","15","2181","2181"
"FA011032","PS0171","8","1863","1956.15"
"FA010050","PS0064","11","2959","3254.9"
"FA019908","PS0169","4","2716","3259.2"
"FA021771","PS0129","4","548","575.4"
"FA005691","PS0185","18","2944","3091.2"
"FA012249","PS0097","14","3905","4686"
"FA024162","PS0121","12","4246","4458.3"
"FA008933","PS0167","8","2672","2805.6"
"FA020394","PS0098","17","3639","3820.95"
"FA025380","PS0152","16","1962","1962"
"FA007493","PS0100","19","1714","2056.8"
"FA019317","PS0115","6","4570","5027"
"FA012084","PS0075","12","3943","4140.15"
"FA013441","PS0182","19","4712","4947.6"
"FA004441","PS0072","16","4112","4523.2"
"FA001489","PS0092","13","1266","1266"
"FA011641","PS0012","8","3469","4162.8"
"FA010259","PS0051","16","1179","1414.8"
"FA021119","PS0105","18","2785","2924.25"
"FA004687","PS0085","17","871","914.55"
"FA017559","PS0050","10","2801","3361.2"
"FA010091","PS0010","6","4373","4591.65"
"FA012981","PS0129","19","548","575.4"
"FA020785","PS0115","13","4570","5027"
"FA024803","PS0090","13","2587","3104.4"
"FA004784","PS0026","8","2578","3093.6"
"FA010610","PS0138","6","2809","2949.45"
"FA012652","PS0105","11","2785","2924.25"
"FA022198","PS0049","19","2162","2378.2"
"FA008475","PS0056","4","3253","3578.3"
"FA022213","PS0096","6","2802","2942.1"
"FA019035","PS0119","18","831","914.1"
"FA008596","PS0104","17","3030","3636"
"FA017276","PS0021","2","1716","1801.8"
"FA019080","PS0066","16","2450","2450"
"FA009700","PS0148","7","3503","3678.15"
"FA006424","PS0190","20","822","863.1"
"FA000356","PS0154","3","699","699"
"FA019993","PS0051","1","1179","1414.8"
"FA009801","PS0038","8","3432","3432"
"FA008599","PS0105","7","2785","2924.25"
"FA015755","PS0141","20","3556","3733.8"
"FA012999","PS0141","9","3556","3733.8"
"FA017330","PS0047","16","1271","1334.55"
"FA007787","PS0196","19","3273","3927.6"
"FA015264","PS0153","13","4044","4448.4"
"FA008917","PS0020","8","4856","5341.6"
"FA017967","PS0181","6","1128","1353.6"
"FA008619","PS0123","13","2137","2564.4"
"FA007046","PS0049","8","2162","2378.2"
"FA001548","PS0200","7","2860","3146"
"FA003231","PS0068","17","638","638"
"FA006609","PS0182","12","4712","4947.6"
"FA021237","PS0178","19","2534","2660.7"
"FA020905","PS0010","1","4373","4591.65"
"FA024691","PS0103","17","1326","1458.6"
"FA005496","PS0059","11","4993","5242.65"
"FA012139","PS0058","18","3666","4399.2"
"FA002099","PS0064","19","2959","3254.9"
"FA016061","PS0137","15","2907","3052.35"
"FA017252","PS0173","11","4850","4850"
"FA022775","PS0020","14","4856","5341.6"
"FA013668","PS0033","2","1340","1340"
"FA025137","PS0152","16","1962","1962"
"FA010285","PS0107","15","2693","3231.6"
"FA007636","PS0135","3","3908","4689.6"
"FA015932","PS0048","4","2078","2493.6"
"FA015119","PS0008","8","2258","2258"
"FA016918","PS0156","15","1047","1151.7"
"FA001479","PS0086","1","4872","5846.4"
"FA015586","PS0022","11","3106","3106"
"FA006523","PS0042","19","3772","4526.4"
"FA022732","PS0087","3","2181","2181"
"FA019439","PS0131","2","4193","5031.6"
"FA013865","PS0191","17","1646","1728.3"
"FA006921","PS0035","15","3653","4383.6"
"FA007954","PS0150","16","3275","3438.75"
"FA011229","PS0002","6","1184","1302.4"
"FA013542","PS0119","4","831","914.1"
"FA014338","PS0129","5","548","575.4"
"FA017900","PS0127","20","3451","3796.1"
"FA024457","PS0096","20","2802","2942.1"
"FA001038","PS0167","18","2672","2805.6"
"FA020904","PS0020","13","4856","5341.6"
"FA019599","PS0113","13","1421","1421"
"FA018828","PS0084","3","1596","1675.8"
"FA017156","PS0048","8","2078","2493.6"
"FA010974","PS0076","19","4709","4709"
"FA014271","PS0156","20","1047","1151.7"
"FA018397","PS0061","9","1652","1817.2"
"FA017476","PS0183","11","4635","4635"
"FA015910","PS0182","4","4712","4947.6"
"FA006258","PS0062","18","2182","2291.1"
"FA001804","PS0168","20","2550","2677.5"
"FA018088","PS0198","3","3668","4401.6"
"FA021776","PS0162","12","2580","2838"
"FA006560","PS0041","12","830","871.5"
"FA015324","PS0064","11","2959","3254.9"
"FA005389","PS0016","20","4420","5304"
"FA019192","PS0186","13","3126","3438.6"
"FA024967","PS0009","14","1132","1358.4"
"FA011400","PS0084","20","1596","1675.8"
"FA010591","PS0044","6","894","983.4"
"FA017187","PS0182","9","4712","4947.6"
"FA021478","PS0157","4","596","596"
"FA007329","PS0028","14","2114","2114"
"FA024946","PS0082","15","4269","4695.9"
"FA023904","PS0172","2","583","583"
"FA015243","PS0036","18","3506","4207.2"
"FA024191","PS0183","8","4635","4635"
"FA017094","PS0189","14","1018","1018"
"FA012687","PS0068","3","638","638"
"FA005205","PS0200","3","2860","3146"
"FA016632","PS0092","2","1266","1266"
"FA023164","PS0115","14","4570","5027"
"FA024935","PS0131","8","4193","5031.6"
"FA004427","PS0113","8","1421","1421"
"FA000733","PS0181","19","1128","1353.6"
"FA011192","PS0020","1","4856","5341.6"
"FA014706","PS0165","16","862","905.1"
"FA006248","PS0112","17","2886","3463.2"
"FA017834","PS0067","19","1824","1915.2"
"FA020565","PS0108","18","2728","3000.8"
"FA016397","PS0092","18","1266","1266"
"FA019849","PS0162","4","2580","2838"
"FA008689","PS0134","19","2614","3136.8"
"FA022686","PS0030","3","3765","4141.5"
"FA019358","PS0055","9","3539","3539"
"FA011530","PS0094","10","2548","2802.8"
"FA014615","PS0058","7","3666","4399.2"
"FA007339","PS0122","19","1558","1635.9"
"FA005019","PS0029","19","4104","4309.2"
"FA004932","PS0192","19","3081","3389.1"
"FA008934","PS0199","15","1317","1580.4"
"FA001156","PS0066","2","2450","2450"
"FA013864","PS0137","4","2907","3052.35"
"FA007755","PS0060","8","2474","2968.8"
"FA018774","PS0191","5","1646","1728.3"
"FA008674","PS0119","9","831","914.1"
"FA023217","PS0029","4","4104","4309.2"
"FA013127","PS0149","4","1409","1409"
"FA024199","PS0198","16","3668","4401.6"
"FA005646","PS0005","9","1255","1255"
"FA024678","PS0200","10","2860","3146"
"FA020942","PS0053","11","1852","2037.2"
"FA014263","PS0049","18","2162","2378.2"
"FA009284","PS0035","7","3653","4383.6"
"FA022863","PS0155","7","2134","2347.4"
"FA025419","PS0131","19","4193","5031.6"
"FA010563","PS0022","7","3106","3106"
"FA004054","PS0168","8","2550","2677.5"
"FA002644","PS0072","11","4112","4523.2"
"FA006314","PS0021","7","1716","1801.8"
"FA008799","PS0059","15","4993","5242.65"
"FA008184","PS0076","4","4709","4709"
"FA012356","PS0129","18","548","575.4"
"FA000571","PS0028","19","2114","2114"
"FA024501","PS0094","15","2548","2802.8"
"FA020589","PS0198","16","3668","4401.6"
"FA024090","PS0121","19","4246","4458.3"
"FA004726","PS0138","4","2809","2949.45"
"FA009730","PS0094","16","2548","2802.8"
"FA025413","PS0063","14","1391","1669.2"
"FA009786","PS0050","9","2801","3361.2"
"FA006050","PS0106","11","2784","3340.8"
"FA012720","PS0142","2","1183","1242.15"
"FA012364","PS0123","17","2137","2564.4"
"FA006707","PS0096","1","2802","2942.1"
"FA007719","PS0163","18","1728","1728"
"FA024341","PS0093","2","2999","3148.95"
"FA009865","PS0046","10","4813","5775.6"
"FA004369","PS0135","12","3908","4689.6"
"FA024196","PS0009","3","1132","1358.4"
"FA015822","PS0191","13","1646","1728.3"
"FA003121","PS0038","13","3432","3432"
"FA015461","PS0183","13","4635","4635"
"FA019838","PS0033","12","1340","1340"
"FA000828","PS0086","14","4872","5846.4"
"FA003989","PS0049","13","2162","2378.2"
"FA001608","PS0107","14","2693","3231.6"
"FA019290","PS0085","1","871","914.55"
"FA014425","PS0115","16","4570","5027"
"FA011442","PS0120","13","4751","5701.2"
"FA014721","PS0078","13","3929","3929"
"FA023883","PS0142","17","1183","1242.15"
"FA017124","PS0132","8","3369","4042.8"
"FA024154","PS0037","9","4777","5015.85"
"FA019876","PS0157","11","596","596"
"FA025383","PS0117","12","4835","5802"
"FA006599","PS0071","14","1285","1349.25"
"FA005175","PS0196","12","3273","3927.6"
"FA004197","PS0044","7","894","983.4"
"FA005984","PS0091","3","4055","4460.5"
"FA013804","PS0126","15","4385","4385"
"FA019040","PS0071","16","1285","1349.25"
"FA005198","PS0119","9","831","914.1"
"FA005734","PS0050","16","2801","3361.2"
"FA019177","PS0183","7","4635","4635"
"FA020373","PS0018","7","4405","4845.5"
"FA011999","PS0187","6","3333","3499.65"
"FA012650","PS0003","3","710","852"
"FA007437","PS0079","18","1943","1943"
"FA010525","PS0039","14","737","773.85"
"FA006701","PS0022","9","3106","3106"
"FA017414","PS0188","13","1923","2307.6"
"FA022554","PS0128","9","1185","1244.25"
"FA021194","PS0128","2","1185","1244.25"
"FA004349","PS0024","19","4289","5146.8"
"FA001167","PS0189","5","1018","1018"
"FA004120","PS0147","18","1530","1530"
"FA001206","PS0104","19","3030","3636"
"FA017040","PS0198","16","3668","4401.6"
"FA010153","PS0089","3","3356","3356"
"FA013360","PS0154","12","699","699"
"FA020292","PS0048","4","2078","2493.6"
"FA017451","PS0056","10","3253","3578.3"
"FA005577","PS0073","5","1367","1435.35"
"FA011418","PS0162","19","2580","2838"
"FA005132","PS0026","13","2578","3093.6"
"FA014351","PS0012","8","3469","4162.8"
"FA005644","PS0157","4","596","596"
"FA009552","PS0016","5","4420","5304"
"FA011336","PS0183","1","4635","4635"
"FA005956","PS0179","2","3886","4274.6"
"FA013373","PS0020","20","4856","5341.6"
"FA022433","PS0136","3","3166","3482.6"
"FA016593","PS0061","16","1652","1817.2"
"FA006195","PS0115","12","4570","5027"
"FA001752","PS0021","3","1716","1801.8"
"FA015138","PS0127","2","3451","3796.1"
"FA013032","PS0024","16","4289","5146.8"
"FA018997","PS0166","8","2363","2481.15"
"FA024286","PS0144","11","613","613"
"FA017915","PS0036","14","3506","4207.2"
"FA000602","PS0012","15","3469","4162.8"
"FA022369","PS0068","10","638","638"
"FA011411","PS0113","14","1421","1421"
"FA023024","PS0014","19","3304","3469.2"
"FA011321","PS0176","9","1902","1902"
"FA006465","PS0027","10","1108","1329.6"
"FA021620","PS0093","4","2999","3148.95"
"FA016425","PS0041","19","830","871.5"
"FA014176","PS0137","18","2907","3052.35"
"FA001041","PS0148","17","3503","3678.15"
"FA016672","PS0062","10","2182","2291.1"
"FA000629","PS0162","6","2580","2838"
"FA014816","PS0066","18","2450","2450"
"FA021503","PS0094","19","2548","2802.8"
"FA022865","PS0139","17","3529","3705.45"
"FA018370","PS0021","13","1716","1801.8"
"FA019022","PS0168","1","2550","2677.5"
"FA011927","PS0043","17","1449","1521.45"
"FA010802","PS0064","13","2959","3254.9"
"FA006791","PS0016","6","4420","5304"
"FA010789","PS0124","19","2519","2519"
"FA016230","PS0117","11","4835","5802"
"FA011086","PS0053","11","1852","2037.2"
"FA022457","PS0177","19","1076","1076"
"FA003773","PS0189","13","1018","1018"
"FA011119","PS0112","18","2886","3463.2"
"FA014450","PS0034","15","2908","2908"
"FA015356","PS0191","4","1646","1728.3"
"FA017336","PS0165","3","862","905.1"
"FA013752","PS0094","5","2548","2802.8"
