"ID_REGLEMENT","DT_REGLEMENT","CD_TYPE_REGLEMENT"
"RGLT02876","2023-04-17","TR03"
"RGLT02877","2023-03-23","TR03"
"RGLT02878","2023-03-27","TR01"
"RGLT02879","2023-04-13","TR01"
"RGLT02880","2023-03-24","TR01"
"RGLT02881","2023-04-05","TR02"
"RGLT02882","2023-04-03","TR02"
"RGLT02883","2023-04-15","TR03"
"RGLT02884","2023-04-11","TR01"
"RGLT02885","2023-04-05","TR02"
"RGLT02886","2023-04-02","TR03"
"RGLT02887","2023-03-24","TR03"
"RGLT02888","2023-04-18","TR03"
"RGLT02889","2023-04-05","TR01"
"RGLT02890","2023-03-22","TR03"
"RGLT02891","2023-04-07","TR03"
"RGLT02892","2023-03-22","TR01"
"RGLT02893","2023-03-24","TR03"
"RGLT02894","2023-04-21","TR01"
"RGLT02895","2023-04-09","TR01"
"RGLT02896","2023-04-18","TR02"
"RGLT02897","2023-04-19","TR01"
"RGLT02898","2023-04-07","TR02"
"RGLT02899","2023-03-31","TR02"
"RGLT02900","2023-04-13","TR01"
"RGLT02901","2023-04-11","TR01"
"RGLT02902","2023-04-11","TR03"
"RGLT02903","2023-04-18","TR03"
"RGLT02904","2023-04-16","TR02"
"RGLT02905","2023-04-03","TR02"
"RGLT02906","2023-04-09","TR03"
"RGLT02907","2023-03-26","TR02"
"RGLT02908","2023-04-12","TR02"
"RGLT02909","2023-03-24","TR03"
"RGLT02910","2023-03-28","TR02"
"RGLT02911","2023-04-21","TR03"
"RGLT02912","2023-04-03","TR03"
"RGLT02913","2023-04-13","TR03"
"RGLT02914","2023-03-24","TR02"
"RGLT02915","2023-04-19","TR02"
"RGLT02916","2023-04-18","TR03"
"RGLT02917","2023-04-01","TR01"
"RGLT02918","2023-04-19","TR01"
"RGLT02919","2023-03-24","TR01"
"RGLT02920","2023-04-12","TR01"
"RGLT02921","2023-03-26","TR01"
"RGLT02922","2023-03-26","TR03"
"RGLT02923","2023-04-14","TR01"
"RGLT02924","2023-04-21","TR02"
"RGLT02925","2023-04-06","TR03"
"RGLT02926","2023-04-19","TR01"
"RGLT02927","2023-04-17","TR02"
"RGLT02928","2023-03-30","TR02"
"RGLT02929","2023-03-26","TR03"
"RGLT02930","2023-04-01","TR02"
"RGLT02931","2023-04-19","TR03"
"RGLT02932","2023-03-29","TR03"
"RGLT02933","2023-04-05","TR03"
"RGLT02934","2023-04-15","TR02"
"RGLT02935","2023-03-29","TR03"
"RGLT02936","2023-04-14","TR01"
"RGLT02937","2023-04-15","TR02"
"RGLT02938","2023-04-09","TR01"
"RGLT02939","2023-04-04","TR03"
"RGLT02940","2023-04-18","TR02"
"RGLT02941","2023-04-07","TR03"
"RGLT02942","2023-04-05","TR01"
"RGLT02943","2023-04-12","TR01"
"RGLT02944","2023-03-31","TR03"
"RGLT02945","2023-04-08","TR01"
"RGLT02946","2023-04-20","TR02"
"RGLT02947","2023-04-06","TR03"
"RGLT02948","2023-04-08","TR01"
"RGLT02949","2023-04-11","TR03"
"RGLT02950","2023-03-27","TR01"
"RGLT02951","2023-04-14","TR02"
"RGLT02952","2023-04-03","TR02"
"RGLT02953","2023-03-31","TR03"
"RGLT02954","2023-04-20","TR02"
"RGLT02955","2023-03-30","TR02"
"RGLT02956","2023-04-23","TR02"
"RGLT02957","2023-04-01","TR01"
"RGLT02958","2023-04-23","TR03"
"RGLT02959","2023-04-19","TR03"
"RGLT02960","2023-04-15","TR01"
"RGLT02961","2023-04-03","TR03"
"RGLT02962","2023-04-19","TR02"
"RGLT02963","2023-03-25","TR03"
"RGLT02964","2023-03-31","TR01"
"RGLT02965","2023-04-05","TR03"
"RGLT02966","2023-04-13","TR01"
"RGLT02967","2023-04-19","TR02"
"RGLT02968","2023-04-05","TR02"
"RGLT02969","2023-04-13","TR03"
"RGLT02970","2023-04-03","TR01"
"RGLT02971","2023-04-09","TR03"
"RGLT02972","2023-04-12","TR01"
"RGLT02973","2023-03-27","TR01"
"RGLT02974","2023-04-08","TR02"
"RGLT02975","2023-04-07","TR02"
"RGLT02976","2023-04-04","TR02"
"RGLT02977","2023-04-07","TR01"
"RGLT02978","2023-03-28","TR01"
"RGLT02979","2023-04-09","TR01"
"RGLT02980","2023-04-11","TR01"
"RGLT02981","2023-04-04","TR03"
"RGLT02982","2023-03-28","TR03"
"RGLT02983","2023-04-08","TR02"
"RGLT02984","2023-04-20","TR03"
"RGLT02985","2023-03-27","TR03"
"RGLT02986","2023-04-07","TR03"
"RGLT02987","2023-04-22","TR01"
"RGLT02988","2023-04-01","TR01"
"RGLT02989","2023-03-28","TR02"
"RGLT02990","2023-04-20","TR02"
"RGLT02991","2023-04-18","TR01"
"RGLT02992","2023-04-15","TR03"
"RGLT02993","2023-04-02","TR03"
"RGLT02994","2023-04-08","TR02"
"RGLT02995","2023-04-01","TR03"
"RGLT02996","2023-04-24","TR01"
"RGLT02997","2023-03-30","TR03"
"RGLT02998","2023-04-07","TR02"
"RGLT02999","2023-04-14","TR01"
"RGLT03000","2023-03-31","TR02"
"RGLT03001","2023-04-20","TR03"
"RGLT03002","2023-04-23","TR01"
"RGLT03003","2023-03-30","TR03"
"RGLT03004","2023-04-10","TR02"
"RGLT03005","2023-03-25","TR01"
"RGLT03006","2023-04-22","TR03"
"RGLT03007","2023-04-17","TR01"
"RGLT03008","2023-03-28","TR01"
"RGLT03009","2023-04-11","TR03"
"RGLT03010","2023-04-17","TR02"
"RGLT03011","2023-04-08","TR01"
"RGLT03012","2023-04-21","TR02"
"RGLT03013","2023-04-22","TR02"
"RGLT03014","2023-04-23","TR02"
"RGLT03015","2023-04-14","TR02"
"RGLT03016","2023-04-17","TR02"
"RGLT03017","2023-04-16","TR03"
"RGLT03018","2023-04-11","TR03"
"RGLT03019","2023-04-16","TR03"
"RGLT03020","2023-04-05","TR01"
"RGLT03021","2023-04-18","TR02"
"RGLT03022","2023-03-30","TR01"
"RGLT03023","2023-04-10","TR01"
"RGLT03024","2023-04-02","TR02"
"RGLT03025","2023-04-16","TR02"
"RGLT03026","2023-03-31","TR02"
"RGLT03027","2023-04-16","TR02"
"RGLT03028","2023-03-30","TR02"
"RGLT03029","2023-04-12","TR03"
"RGLT03030","2023-03-28","TR03"
"RGLT03031","2023-04-18","TR02"
"RGLT03032","2023-03-31","TR02"
"RGLT03033","2023-03-25","TR03"
"RGLT03034","2023-03-28","TR01"
"RGLT03035","2023-04-04","TR01"
"RGLT03036","2023-04-12","TR02"
"RGLT03037","2023-04-11","TR01"
"RGLT03038","2023-04-09","TR03"
"RGLT03039","2023-04-12","TR03"
"RGLT03040","2023-04-20","TR03"
"RGLT03041","2023-04-10","TR02"
"RGLT03042","2023-04-22","TR01"
"RGLT03043","2023-04-10","TR02"
"RGLT03044","2023-04-05","TR03"
"RGLT03045","2023-04-03","TR03"
"RGLT03046","2023-04-12","TR03"
"RGLT03047","2023-04-01","TR02"
"RGLT03048","2023-04-13","TR02"
"RGLT03049","2023-04-24","TR03"
"RGLT03050","2023-04-11","TR02"
"RGLT03051","2023-04-25","TR03"
"RGLT03052","2023-04-18","TR02"
"RGLT03053","2023-04-11","TR02"
"RGLT03054","2023-04-24","TR03"
"RGLT03055","2023-04-06","TR02"
"RGLT03056","2023-03-27","TR01"
"RGLT03057","2023-04-04","TR01"
"RGLT03058","2023-04-09","TR03"
"RGLT03059","2023-04-16","TR01"
"RGLT03060","2023-04-24","TR02"
"RGLT03061","2023-04-08","TR03"
"RGLT03062","2023-04-07","TR03"
"RGLT03063","2023-04-17","TR01"
"RGLT03064","2023-04-21","TR03"
"RGLT03065","2023-04-01","TR01"
"RGLT03066","2023-04-10","TR02"
"RGLT03067","2023-04-05","TR03"
"RGLT03068","2023-04-18","TR03"
"RGLT03069","2023-03-28","TR01"
"RGLT03070","2023-04-16","TR03"
"RGLT03071","2023-04-23","TR03"
"RGLT03072","2023-04-18","TR02"
"RGLT03073","2023-04-02","TR03"
"RGLT03074","2023-04-17","TR02"
"RGLT03075","2023-04-10","TR03"
"RGLT03076","2023-04-19","TR02"
"RGLT03077","2023-04-21","TR02"
"RGLT03078","2023-03-30","TR02"
"RGLT03079","2023-04-13","TR01"
"RGLT03080","2023-04-15","TR03"
"RGLT03081","2023-03-28","TR03"
"RGLT03082","2023-04-24","TR01"
"RGLT03083","2023-04-07","TR03"
"RGLT03084","2023-04-20","TR03"
"RGLT03085","2023-04-18","TR03"
"RGLT03086","2023-04-09","TR03"
"RGLT03087","2023-04-02","TR01"
"RGLT03088","2023-04-11","TR01"
"RGLT03089","2023-04-06","TR01"
"RGLT03090","2023-04-01","TR03"
"RGLT03091","2023-04-06","TR02"
"RGLT03092","2023-04-15","TR01"
"RGLT03093","2023-04-23","TR03"
"RGLT03094","2023-04-26","TR01"
"RGLT03095","2023-04-25","TR02"
"RGLT03096","2023-04-10","TR03"
"RGLT03097","2023-04-16","TR03"
"RGLT03098","2023-04-20","TR02"
"RGLT03099","2023-03-28","TR03"
"RGLT03100","2023-04-26","TR02"
"RGLT03101","2023-04-04","TR01"
"RGLT03102","2023-04-11","TR03"
"RGLT03103","2023-03-28","TR03"
"RGLT03104","2023-04-06","TR02"
"RGLT03105","2023-04-25","TR03"
"RGLT03106","2023-03-30","TR02"
"RGLT03107","2023-03-28","TR03"
"RGLT03108","2023-04-16","TR03"
"RGLT03109","2023-04-02","TR03"
"RGLT03110","2023-04-18","TR03"
"RGLT03111","2023-03-31","TR03"
"RGLT03112","2023-04-07","TR02"
"RGLT03113","2023-04-03","TR03"
"RGLT03114","2023-04-25","TR02"
"RGLT03115","2023-04-18","TR03"
"RGLT03116","2023-04-14","TR01"
"RGLT03117","2023-04-01","TR02"
"RGLT03118","2023-04-20","TR03"
"RGLT03119","2023-04-12","TR01"
"RGLT03120","2023-04-03","TR02"
"RGLT03121","2023-03-30","TR01"
"RGLT03122","2023-04-14","TR03"
"RGLT03123","2023-04-11","TR02"
"RGLT03124","2023-04-02","TR03"
"RGLT03125","2023-04-20","TR01"
"RGLT03126","2023-04-26","TR03"
"RGLT03127","2023-04-13","TR01"
"RGLT03128","2023-04-06","TR02"
"RGLT03129","2023-04-18","TR01"
"RGLT03130","2023-04-07","TR02"
"RGLT03131","2023-04-09","TR03"
"RGLT03132","2023-03-31","TR02"
"RGLT03133","2023-04-04","TR03"
"RGLT03134","2023-04-15","TR01"
"RGLT03135","2023-04-04","TR02"
"RGLT03136","2023-04-04","TR01"
"RGLT03137","2023-04-25","TR01"
"RGLT03138","2023-04-02","TR03"
"RGLT03139","2023-04-21","TR03"
"RGLT03140","2023-03-31","TR01"
"RGLT03141","2023-04-23","TR03"
"RGLT03142","2023-04-11","TR03"
"RGLT03143","2023-04-09","TR01"
"RGLT03144","2023-04-12","TR03"
"RGLT03145","2023-04-10","TR01"
"RGLT03146","2023-04-07","TR02"
"RGLT03147","2023-04-02","TR02"
"RGLT03148","2023-03-31","TR03"
"RGLT03149","2023-04-16","TR03"
"RGLT03150","2023-04-11","TR01"
"RGLT03151","2023-04-23","TR01"
"RGLT03152","2023-04-02","TR01"
"RGLT03153","2023-04-08","TR01"
"RGLT03154","2023-04-14","TR02"
"RGLT03155","2023-04-06","TR01"
"RGLT03156","2023-04-26","TR02"
"RGLT03157","2023-04-27","TR03"
"RGLT03158","2023-04-04","TR01"
"RGLT03159","2023-03-31","TR01"
"RGLT03160","2023-04-06","TR03"
"RGLT03161","2023-04-08","TR03"
"RGLT03162","2023-04-18","TR01"
"RGLT03163","2023-04-06","TR02"
"RGLT03164","2023-04-27","TR01"
"RGLT03165","2023-04-19","TR01"
"RGLT03166","2023-04-17","TR03"
"RGLT03167","2023-04-10","TR03"
"RGLT03168","2023-04-21","TR03"
"RGLT03169","2023-03-29","TR02"
"RGLT03170","2023-04-01","TR01"
"RGLT03171","2023-04-17","TR02"
"RGLT03172","2023-04-10","TR01"
"RGLT03173","2023-04-18","TR01"
"RGLT03174","2023-04-19","TR03"
"RGLT03175","2023-04-05","TR02"
"RGLT03176","2023-04-02","TR01"
"RGLT03177","2023-04-04","TR03"
"RGLT03178","2023-03-29","TR01"
"RGLT03179","2023-03-29","TR03"
"RGLT03180","2023-04-06","TR02"
"RGLT03181","2023-03-29","TR02"
"RGLT03182","2023-04-26","TR01"
"RGLT03183","2023-04-07","TR02"
"RGLT03184","2023-04-28","TR03"
"RGLT03185","2023-04-20","TR02"
"RGLT03186","2023-04-10","TR02"
"RGLT03187","2023-04-18","TR02"
"RGLT03188","2023-04-07","TR03"
"RGLT03189","2023-04-25","TR03"
"RGLT03190","2023-04-23","TR02"
"RGLT03191","2023-04-10","TR02"
"RGLT03192","2023-04-06","TR03"
"RGLT03193","2023-04-04","TR01"
"RGLT03194","2023-04-11","TR02"
"RGLT03195","2023-04-08","TR03"
"RGLT03196","2023-04-24","TR02"
"RGLT03197","2023-04-23","TR02"
"RGLT03198","2023-04-04","TR01"
"RGLT03199","2023-04-03","TR03"
"RGLT03200","2023-04-02","TR03"
"RGLT03201","2023-04-16","TR02"
"RGLT03202","2023-04-14","TR01"
"RGLT03203","2023-04-03","TR01"
"RGLT03204","2023-04-09","TR01"
"RGLT03205","2023-04-08","TR01"
"RGLT03206","2023-04-18","TR02"
"RGLT03207","2023-04-14","TR02"
"RGLT03208","2023-04-22","TR03"
"RGLT03209","2023-04-19","TR02"
"RGLT03210","2023-03-29","TR03"
"RGLT03211","2023-04-26","TR03"
"RGLT03212","2023-04-27","TR02"
"RGLT03213","2023-04-16","TR03"
"RGLT03214","2023-04-10","TR02"
"RGLT03215","2023-03-30","TR01"
"RGLT03216","2023-04-24","TR01"
"RGLT03217","2023-04-06","TR01"
"RGLT03218","2023-04-06","TR03"
"RGLT03219","2023-04-29","TR03"
"RGLT03220","2023-04-28","TR01"
"RGLT03221","2023-04-14","TR03"
"RGLT03222","2023-04-17","TR03"
"RGLT03223","2023-04-11","TR02"
"RGLT03224","2023-03-31","TR01"
"RGLT03225","2023-04-27","TR02"
"RGLT03226","2023-04-01","TR02"
"RGLT03227","2023-04-04","TR01"
"RGLT03228","2023-04-27","TR01"
"RGLT03229","2023-04-06","TR01"
"RGLT03230","2023-04-06","TR01"
"RGLT03231","2023-04-12","TR02"
"RGLT03232","2023-04-22","TR03"
"RGLT03233","2023-04-10","TR02"
"RGLT03234","2023-04-17","TR01"
"RGLT03235","2023-04-03","TR03"
"RGLT03236","2023-04-15","TR02"
"RGLT03237","2023-04-18","TR02"
"RGLT03238","2023-04-27","TR02"
"RGLT03239","2023-04-16","TR02"
"RGLT03240","2023-04-15","TR03"
"RGLT03241","2023-04-06","TR02"
"RGLT03242","2023-04-16","TR01"
"RGLT03243","2023-04-18","TR02"
"RGLT03244","2023-04-07","TR02"
"RGLT03245","2023-04-16","TR03"
"RGLT03246","2023-04-16","TR01"
"RGLT03247","2023-04-19","TR03"
"RGLT03248","2023-04-07","TR03"
"RGLT03249","2023-04-14","TR03"
"RGLT03250","2023-04-26","TR01"
"RGLT03251","2023-04-14","TR02"
"RGLT03252","2023-04-10","TR03"
"RGLT03253","2023-04-27","TR03"
"RGLT03254","2023-04-10","TR03"
"RGLT03255","2023-04-26","TR01"
"RGLT03256","2023-04-15","TR03"
"RGLT03257","2023-04-07","TR02"
"RGLT03258","2023-04-14","TR01"
"RGLT03259","2023-04-10","TR01"
"RGLT03260","2023-04-28","TR03"
"RGLT03261","2023-04-19","TR02"
"RGLT03262","2023-04-14","TR03"
"RGLT03263","2023-04-26","TR03"
"RGLT03264","2023-04-04","TR01"
"RGLT03265","2023-04-22","TR02"
"RGLT03266","2023-04-08","TR03"
"RGLT03267","2023-04-01","TR01"
"RGLT03268","2023-04-29","TR02"
"RGLT03269","2023-04-23","TR02"
"RGLT03270","2023-04-07","TR03"
"RGLT03271","2023-04-11","TR01"
"RGLT03272","2023-04-10","TR01"
"RGLT03273","2023-04-18","TR02"
"RGLT03274","2023-04-28","TR03"
"RGLT03275","2023-04-14","TR02"
"RGLT03276","2023-04-26","TR01"
"RGLT03277","2023-04-30","TR02"
"RGLT03278","2023-03-31","TR03"
"RGLT03279","2023-04-09","TR02"
"RGLT03280","2023-04-18","TR02"
"RGLT03281","2023-04-24","TR02"
"RGLT03282","2023-04-03","TR02"
"RGLT03283","2023-04-18","TR03"
"RGLT03284","2023-04-27","TR01"
"RGLT03285","2023-03-31","TR03"
"RGLT03286","2023-04-19","TR02"
"RGLT03287","2023-04-20","TR01"
"RGLT03288","2023-04-24","TR01"
"RGLT03289","2023-04-18","TR02"
"RGLT03290","2023-03-31","TR01"
"RGLT03291","2023-04-12","TR02"
"RGLT03292","2023-04-03","TR02"
"RGLT03293","2023-04-18","TR01"
"RGLT03294","2023-04-18","TR02"
"RGLT03295","2023-04-23","TR01"
"RGLT03296","2023-04-07","TR03"
"RGLT03297","2023-04-02","TR03"
"RGLT03298","2023-04-20","TR01"
"RGLT03299","2023-04-05","TR03"
"RGLT03300","2023-04-04","TR01"
"RGLT03301","2023-04-28","TR02"
"RGLT03302","2023-04-23","TR03"
"RGLT03303","2023-04-06","TR02"
"RGLT03304","2023-04-16","TR03"
"RGLT03305","2023-04-19","TR03"
"RGLT03306","2023-04-03","TR02"
"RGLT03307","2023-04-30","TR03"
"RGLT03308","2023-04-08","TR02"
"RGLT03309","2023-04-09","TR02"
"RGLT03310","2023-04-14","TR01"
"RGLT03311","2023-04-28","TR02"
"RGLT03312","2023-04-10","TR03"
"RGLT03313","2023-04-28","TR01"
"RGLT03314","2023-04-13","TR01"
"RGLT03315","2023-04-28","TR01"
"RGLT03316","2023-04-12","TR02"
"RGLT03317","2023-04-18","TR03"
"RGLT03318","2023-04-10","TR03"
"RGLT03319","2023-04-14","TR01"
"RGLT03320","2023-04-11","TR03"
"RGLT03321","2023-04-19","TR03"
"RGLT03322","2023-04-29","TR02"
"RGLT03323","2023-04-29","TR02"
"RGLT03324","2023-04-20","TR03"
"RGLT03325","2023-04-29","TR02"
"RGLT03326","2023-04-09","TR02"
"RGLT03327","2023-04-01","TR01"
"RGLT03328","2023-04-02","TR01"
"RGLT03329","2023-04-06","TR02"
"RGLT03330","2023-04-23","TR03"
"RGLT03331","2023-04-15","TR01"
"RGLT03332","2023-04-29","TR01"
"RGLT03333","2023-04-02","TR03"
"RGLT03334","2023-04-16","TR03"
"RGLT03335","2023-04-07","TR03"
"RGLT03336","2023-04-11","TR01"
"RGLT03337","2023-04-20","TR03"
"RGLT03338","2023-04-08","TR03"
"RGLT03339","2023-04-08","TR02"
"RGLT03340","2023-04-13","TR03"
"RGLT03341","2023-04-25","TR02"
"RGLT03342","2023-04-06","TR01"
"RGLT03343","2023-04-01","TR01"
"RGLT03344","2023-04-21","TR03"
"RGLT03345","2023-04-08","TR03"
"RGLT03346","2023-04-02","TR03"
"RGLT03347","2023-04-29","TR02"
"RGLT03348","2023-04-13","TR01"
"RGLT03349","2023-04-15","TR01"
"RGLT03350","2023-04-08","TR01"
"RGLT03351","2023-04-26","TR02"
"RGLT03352","2023-04-21","TR03"
"RGLT03353","2023-04-02","TR02"
"RGLT03354","2023-04-11","TR02"
"RGLT03355","2023-04-14","TR01"
"RGLT03356","2023-04-13","TR02"
"RGLT03357","2023-04-10","TR02"
"RGLT03358","2023-04-10","TR02"
"RGLT03359","2023-04-12","TR03"
"RGLT03360","2023-04-06","TR02"
"RGLT03361","2023-04-09","TR01"
"RGLT03362","2023-04-20","TR02"
"RGLT03363","2023-04-19","TR01"
"RGLT03364","2023-04-02","TR01"
"RGLT03365","2023-04-07","TR03"
"RGLT03366","2023-04-11","TR03"
"RGLT03367","2023-04-03","TR03"
"RGLT03368","2023-04-30","TR02"
"RGLT03369","2023-04-05","TR03"
"RGLT03370","2023-04-28","TR01"
"RGLT03371","2023-04-20","TR03"
"RGLT03372","2023-04-12","TR01"
"RGLT03373","2023-04-12","TR02"
"RGLT03374","2023-04-24","TR01"
"RGLT03375","2023-04-26","TR03"
"RGLT03376","2023-04-06","TR02"
"RGLT03377","2023-04-17","TR03"
"RGLT03378","2023-04-30","TR02"
"RGLT03379","2023-04-10","TR02"
"RGLT03380","2023-04-16","TR03"
"RGLT03381","2023-04-16","TR01"
"RGLT03382","2023-04-05","TR03"
"RGLT03383","2023-04-07","TR03"
"RGLT03384","2023-04-11","TR03"
"RGLT03385","2023-05-01","TR01"
"RGLT03386","2023-04-21","TR01"
"RGLT03387","2023-04-28","TR01"
"RGLT03388","2023-04-13","TR02"
"RGLT03389","2023-04-21","TR03"
"RGLT03390","2023-04-15","TR03"
"RGLT03391","2023-04-19","TR02"
"RGLT03392","2023-04-26","TR01"
"RGLT03393","2023-04-12","TR02"
"RGLT03394","2023-04-08","TR01"
"RGLT03395","2023-04-04","TR02"
"RGLT03396","2023-04-29","TR01"
"RGLT03397","2023-04-24","TR01"
"RGLT03398","2023-04-13","TR03"
"RGLT03399","2023-04-02","TR01"
"RGLT03400","2023-04-16","TR01"
"RGLT03401","2023-04-17","TR03"
"RGLT03402","2023-04-03","TR02"
"RGLT03403","2023-04-23","TR03"
"RGLT03404","2023-04-12","TR02"
"RGLT03405","2023-04-14","TR02"
"RGLT03406","2023-04-11","TR01"
"RGLT03407","2023-04-29","TR02"
"RGLT03408","2023-04-26","TR01"
"RGLT03409","2023-04-24","TR01"
"RGLT03410","2023-04-14","TR03"
"RGLT03411","2023-04-11","TR02"
"RGLT03412","2023-04-28","TR02"
"RGLT03413","2023-04-07","TR03"
"RGLT03414","2023-04-18","TR02"
"RGLT03415","2023-04-16","TR03"
"RGLT03416","2023-04-24","TR03"
"RGLT03417","2023-04-06","TR01"
"RGLT03418","2023-04-12","TR03"
"RGLT03419","2023-04-27","TR03"
"RGLT03420","2023-04-28","TR01"
"RGLT03421","2023-04-25","TR02"
"RGLT03422","2023-04-23","TR03"
"RGLT03423","2023-04-18","TR02"
"RGLT03424","2023-04-04","TR02"
"RGLT03425","2023-04-04","TR02"
"RGLT03426","2023-04-15","TR01"
"RGLT03427","2023-04-17","TR03"
"RGLT03428","2023-04-22","TR03"
"RGLT03429","2023-04-24","TR03"
"RGLT03430","2023-05-03","TR02"
"RGLT03431","2023-04-21","TR01"
"RGLT03432","2023-04-14","TR02"
"RGLT03433","2023-04-26","TR03"
"RGLT03434","2023-04-23","TR02"
"RGLT03435","2023-04-10","TR03"
"RGLT03436","2023-04-12","TR03"
"RGLT03437","2023-04-20","TR01"
"RGLT03438","2023-04-06","TR01"
"RGLT03439","2023-04-26","TR02"
"RGLT03440","2023-04-20","TR02"
"RGLT03441","2023-04-23","TR01"
"RGLT03442","2023-04-17","TR01"
"RGLT03443","2023-04-14","TR02"
"RGLT03444","2023-04-19","TR02"
"RGLT03445","2023-04-20","TR02"
"RGLT03446","2023-04-22","TR02"
"RGLT03447","2023-04-21","TR01"
"RGLT03448","2023-05-02","TR01"
"RGLT03449","2023-04-23","TR01"
"RGLT03450","2023-04-20","TR02"
"RGLT03451","2023-04-12","TR03"
"RGLT03452","2023-04-05","TR02"
"RGLT03453","2023-05-03","TR01"
"RGLT03454","2023-04-19","TR02"
"RGLT03455","2023-04-08","TR01"
"RGLT03456","2023-04-13","TR01"
"RGLT03457","2023-04-25","TR01"
"RGLT03458","2023-04-08","TR02"
"RGLT03459","2023-04-28","TR01"
"RGLT03460","2023-04-18","TR03"
"RGLT03461","2023-04-26","TR02"
"RGLT03462","2023-04-06","TR01"
"RGLT03463","2023-04-24","TR03"
"RGLT03464","2023-04-14","TR03"
"RGLT03465","2023-04-24","TR03"
"RGLT03466","2023-04-19","TR01"
"RGLT03467","2023-04-18","TR01"
"RGLT03468","2023-04-04","TR03"
"RGLT03469","2023-05-04","TR02"
"RGLT03470","2023-04-08","TR02"
"RGLT03471","2023-04-09","TR02"
"RGLT03472","2023-04-16","TR03"
"RGLT03473","2023-04-22","TR03"
"RGLT03474","2023-04-07","TR01"
"RGLT03475","2023-04-08","TR01"
"RGLT03476","2023-04-10","TR03"
"RGLT03477","2023-05-03","TR01"
"RGLT03478","2023-04-23","TR03"
"RGLT03479","2023-05-04","TR02"
"RGLT03480","2023-04-24","TR01"
"RGLT03481","2023-04-07","TR01"
"RGLT03482","2023-04-07","TR03"
"RGLT03483","2023-05-01","TR01"
"RGLT03484","2023-04-04","TR03"
"RGLT03485","2023-04-30","TR03"
"RGLT03486","2023-05-02","TR02"
"RGLT03487","2023-04-18","TR03"
"RGLT03488","2023-05-01","TR03"
"RGLT03489","2023-04-17","TR02"
"RGLT03490","2023-04-30","TR03"
"RGLT03491","2023-04-14","TR01"
"RGLT03492","2023-04-30","TR02"
"RGLT03493","2023-04-30","TR01"
"RGLT03494","2023-04-16","TR01"
"RGLT03495","2023-05-04","TR01"
"RGLT03496","2023-04-05","TR03"
"RGLT03497","2023-04-13","TR03"
"RGLT03498","2023-04-24","TR02"
"RGLT03499","2023-04-13","TR01"
"RGLT03500","2023-04-18","TR03"
"RGLT03501","2023-04-08","TR01"
"RGLT03502","2023-04-26","TR03"
"RGLT03503","2023-04-18","TR01"
"RGLT03504","2023-04-14","TR02"
"RGLT03505","2023-04-10","TR02"
"RGLT03506","2023-04-21","TR02"
"RGLT03507","2023-05-02","TR03"
"RGLT03508","2023-04-24","TR03"
"RGLT03509","2023-04-26","TR03"
"RGLT03510","2023-04-20","TR02"
"RGLT03511","2023-04-12","TR02"
"RGLT03512","2023-04-07","TR03"
"RGLT03513","2023-04-20","TR01"
"RGLT03514","2023-04-13","TR01"
"RGLT03515","2023-05-04","TR02"
"RGLT03516","2023-04-10","TR02"
"RGLT03517","2023-05-02","TR03"
"RGLT03518","2023-04-27","TR01"
"RGLT03519","2023-04-16","TR03"
"RGLT03520","2023-05-03","TR03"
"RGLT03521","2023-04-30","TR02"
"RGLT03522","2023-04-21","TR03"
"RGLT03523","2023-04-06","TR01"
"RGLT03524","2023-04-24","TR02"
"RGLT03525","2023-04-26","TR01"
"RGLT03526","2023-05-04","TR03"
"RGLT03527","2023-04-15","TR02"
"RGLT03528","2023-05-01","TR01"
"RGLT03529","2023-04-10","TR03"
"RGLT03530","2023-04-15","TR03"
"RGLT03531","2023-05-04","TR01"
"RGLT03532","2023-04-08","TR02"
"RGLT03533","2023-05-02","TR02"
"RGLT03534","2023-05-01","TR02"
"RGLT03535","2023-04-20","TR02"
"RGLT03536","2023-04-17","TR02"
"RGLT03537","2023-04-05","TR02"
"RGLT03538","2023-04-22","TR03"
"RGLT03539","2023-04-28","TR01"
"RGLT03540","2023-04-18","TR03"
"RGLT03541","2023-04-05","TR03"
"RGLT03542","2023-04-13","TR03"
"RGLT03543","2023-04-06","TR01"
"RGLT03544","2023-05-05","TR01"
"RGLT03545","2023-04-24","TR03"
"RGLT03546","2023-04-10","TR03"
"RGLT03547","2023-04-11","TR01"
"RGLT03548","2023-04-26","TR01"
"RGLT03549","2023-04-21","TR03"
"RGLT03550","2023-04-27","TR03"
"RGLT03551","2023-05-02","TR03"
"RGLT03552","2023-05-01","TR03"
"RGLT03553","2023-04-06","TR01"
"RGLT03554","2023-04-10","TR02"
"RGLT03555","2023-05-04","TR01"
"RGLT03556","2023-04-12","TR03"
"RGLT03557","2023-04-19","TR03"
"RGLT03558","2023-04-29","TR01"
"RGLT03559","2023-04-30","TR02"
"RGLT03560","2023-04-29","TR02"
"RGLT03561","2023-04-30","TR01"
"RGLT03562","2023-04-27","TR02"
"RGLT03563","2023-04-15","TR01"
"RGLT03564","2023-04-25","TR02"
"RGLT03565","2023-05-03","TR02"
"RGLT03566","2023-05-03","TR01"
"RGLT03567","2023-05-04","TR03"
"RGLT03568","2023-04-30","TR03"
"RGLT03569","2023-04-18","TR01"
"RGLT03570","2023-04-23","TR02"
"RGLT03571","2023-04-17","TR03"
"RGLT03572","2023-04-28","TR03"
"RGLT03573","2023-04-12","TR03"
